country,currency,year,type,l1,l2,l3,l4,value
uganda,ugandanshillings,2004.0,actual,total financing,external finance inflow,exceptional financing,,15800000000.0
uganda,ugandanshillings,2005.0,actual,total financing,external finance inflow,exceptional financing,,4000000000.0
uganda,ugandanshillings,2006.0,actual,total financing,external finance inflow,exceptional financing,,-50000000000.0
uganda,ugandanshillings,2007.0,actual,total financing,external finance inflow,exceptional financing,,-38000000000.0
uganda,ugandanshillings,2008.0,actual,total financing,external finance inflow,exceptional financing,,-13000000000.0
uganda,ugandanshillings,2009.0,actual,total financing,external finance inflow,exceptional financing,,-29000000000.0
uganda,ugandanshillings,2010.0,actual,total financing,external finance inflow,exceptional financing,,-26000000000.0
uganda,ugandanshillings,2011.0,actual,total financing,external finance inflow,exceptional financing,,-8000000000.0
uganda,ugandanshillings,2012.0,actual,total financing,external finance inflow,exceptional financing,,-10000000000.0
uganda,ugandanshillings,2013.0,actual,total financing,external finance inflow,exceptional financing,,-10000000000.0
uganda,ugandanshillings,2014.0,budget,total financing,external finance inflow,exceptional financing,,-24700000000.0
uganda,ugandanshillings,2014.0,prel,total financing,external finance inflow,exceptional financing,,-30000000000.0
uganda,ugandanshillings,2015.0,proj,total financing,external finance inflow,exceptional financing,,-7000000000.0
uganda,ugandanshillings,2016.0,proj,total financing,external finance inflow,exceptional financing,,-20000000000.0
uganda,ugandanshillings,2017.0,proj,total financing,external finance inflow,exceptional financing,,-11000000000.0
uganda,ugandanshillings,2018.0,proj,total financing,external finance inflow,exceptional financing,,0.0
uganda,ugandanshillings,2019.0,proj,total financing,external finance inflow,exceptional financing,,0.0
uganda,ugandanshillings,2000.0,actual,total financing,domestic finance,bank financing,,542000000000.0
uganda,ugandanshillings,2001.0,actual,total financing,domestic finance,bank financing,,46000000000.0
uganda,ugandanshillings,2002.0,actual,total financing,domestic finance,bank financing,,21400000000.0
uganda,ugandanshillings,2003.0,actual,total financing,domestic finance,bank financing,,-92000000000.0
uganda,ugandanshillings,2004.0,actual,total financing,domestic finance,bank financing,,-307000000000.0
uganda,ugandanshillings,2005.0,actual,total financing,domestic finance,bank financing,,-260000000000.0
uganda,ugandanshillings,2006.0,actual,total financing,domestic finance,bank financing,,-135000000000.0
uganda,ugandanshillings,2007.0,actual,total financing,domestic finance,bank financing,,-562000000000.0
uganda,ugandanshillings,2008.0,actual,total financing,domestic finance,bank financing,,-177000000000.0
uganda,ugandanshillings,2009.0,actual,total financing,domestic finance,bank financing,,475000000000.0
uganda,ugandanshillings,2010.0,actual,total financing,domestic finance,bank financing,,811000000000.0
uganda,ugandanshillings,2011.0,actual,total financing,domestic finance,bank financing,,622000000000.0
uganda,ugandanshillings,2012.0,actual,total financing,domestic finance,bank financing,,-1242000000000.0
uganda,ugandanshillings,2013.0,actual,total financing,domestic finance,bank financing,,508000000000.0
uganda,ugandanshillings,2014.0,budget,total financing,domestic finance,bank financing,,1238000000000.0
uganda,ugandanshillings,2014.0,prel,total financing,domestic finance,bank financing,,647000000000.0
uganda,ugandanshillings,2015.0,proj,total financing,domestic finance,bank financing,,1550000000000.0
uganda,ugandanshillings,2016.0,proj,total financing,domestic finance,bank financing,,863000000000.0
uganda,ugandanshillings,2017.0,proj,total financing,domestic finance,bank financing,,1550000000000.0
uganda,ugandanshillings,2018.0,proj,total financing,domestic finance,bank financing,,1077000000000.0
uganda,ugandanshillings,2019.0,proj,total financing,domestic finance,bank financing,,615000000000.0
uganda,ugandanshillings,2000.0,actual,total financing,domestic finance,nonbank financing,,31000000000.0
uganda,ugandanshillings,2001.0,actual,total financing,domestic finance,nonbank financing,,-57000000000.0
uganda,ugandanshillings,2002.0,actual,total financing,domestic finance,nonbank financing,,-76100000000.0
uganda,ugandanshillings,2003.0,actual,total financing,domestic finance,nonbank financing,,73000000000.0
uganda,ugandanshillings,2004.0,actual,total financing,domestic finance,nonbank financing,,107000000000.0
uganda,ugandanshillings,2005.0,actual,total financing,domestic finance,nonbank financing,,186000000000.0
uganda,ugandanshillings,2006.0,actual,total financing,domestic finance,nonbank financing,,-69000000000.0
uganda,ugandanshillings,2007.0,actual,total financing,domestic finance,nonbank financing,,357000000000.0
uganda,ugandanshillings,2008.0,actual,total financing,domestic finance,nonbank financing,,99000000000.0
uganda,ugandanshillings,2009.0,actual,total financing,domestic finance,nonbank financing,,-409000000000.0
uganda,ugandanshillings,2010.0,actual,total financing,domestic finance,nonbank financing,,-62000000000.0
uganda,ugandanshillings,2011.0,actual,total financing,domestic finance,nonbank financing,,483000000000.0
uganda,ugandanshillings,2012.0,actual,total financing,domestic finance,nonbank financing,,1262000000000.0
uganda,ugandanshillings,2013.0,actual,total financing,domestic finance,nonbank financing,,158000000000.0
uganda,ugandanshillings,2014.0,budget,total financing,domestic finance,nonbank financing,,624000000000.0
uganda,ugandanshillings,2014.0,prel,total financing,domestic finance,nonbank financing,,930000000000.0
uganda,ugandanshillings,2015.0,proj,total financing,domestic finance,nonbank financing,,1050000000000.0
uganda,ugandanshillings,2016.0,proj,total financing,domestic finance,nonbank financing,,722000000000.0
uganda,ugandanshillings,2017.0,proj,total financing,domestic finance,nonbank financing,,784000000000.0
uganda,ugandanshillings,2018.0,proj,total financing,domestic finance,nonbank financing,,767000000000.0
uganda,ugandanshillings,2019.0,proj,total financing,domestic finance,nonbank financing,,673000000000.0
