"","RECIPIENT","DONOR","PART","AIDTYPE","DATATYPE","TIME_FORMAT","UNIT","POWERCODE","REFERENCEPERIOD","obsTime","obsValue"
"477","Central African Republic","EU Institutions","1 : Part I - Developing Countries","Humanitarian Aid","Constant Prices","Annual","US Dollar","millions","2013","2002",-0.07
