currency,month,value
Euro(1),05/2006,1.2769590909090909
Japanese Yen,05/2006,111.50549999999998
U.K. Pound Sterling(1),05/2006,1.8696454545454542
U.S. Dollar,05/2006,1
Algerian Dinar,05/2006,NaN
Australian Dollar(1),05/2006,0.7629636363636365
Bahrain Dinar,05/2006,0.37600000000000006
Botswana Pula(1),05/2006,0.1812
Brazilian Real,05/2006,2.114014285714286
Brunei Dollar,05/2006,1.577338095238095
Canadian Dollar,05/2006,1.1096761904761903
Chilean Peso,05/2006,520.5690476190476
Chinese Yuan,05/2006,8.01445294117647
Colombian Peso,05/2006,2
Czech Koruna,05/2006,22.147100000000002
Danish Krone,05/2006,5.845319047619047
Hungarian Forint,05/2006,205.50238095238092
Icelandic Krona,05/2006,71.73523809523809
Indian Rupee,05/2006,45.409090909090914
Indonesian Rupiah,05/2006,8.38888888888889
Iranian Rial,05/2006,9
Israeli New Sheqel,05/2006,4.47404761904762
Kazakhstani Tenge,05/2006,122.63666666666666
Korean Won,05/2006,941.1421052631581
Kuwaiti Dinar,05/2006,0.2902066666666668
Libyan Dinar(2),05/2006,1.9323669999999995
Malaysian Ringgit,05/2006,3.6154000000000006
Mauritian Rupee,05/2006,30.81208571428571
Mexican Peso,05/2006,11.081555
Nepalese Rupee,05/2006,72.91449999999999
New Zealand Dollar(1),05/2006,0.6314478260869566
Norwegian Krone,05/2006,6.1081900000000005
Rial Omani,05/2006,0.38449999999999995
Pakistani Rupee,05/2006,60.06695294117648
Nuevo Sol,05/2006,NaN
Philippine Peso,05/2006,NaN
Polish Zloty,05/2006,3.050155
Qatar Riyal,05/2006,3.64
Russian Ruble,05/2006,27.04447894736842
Saudi Arabian Riyal,05/2006,3.75
Singapore Dollar,05/2006,1.577338095238095
South African Rand,05/2006,6.313421052631578
Sri Lanka Rupee,05/2006,102.90029047619048
Swedish Krona,05/2006,7.312261904761905
Swiss Franc,05/2006,1.2186714285714286
Thai Baht,05/2006,37.97922222222222
Trinidad And Tobago Dollar,05/2006,6.287084210526316
Tunisian Dinar,05/2006,NaN
U.A.E. Dirham,05/2006,3.6725
Peso Uruguayo,05/2006,NaN
Bolivar Fuerte,05/2006,NaN
Euro(1),05/2006,1.2769590909090909
Euro(1),10/2005,1.2014523809523812
Japanese Yen,05/2006,111.50549999999998
Japanese Yen,10/2005,114.81700000000001
U.K. Pound Sterling(1),05/2006,1.8696454545454542
U.K. Pound Sterling(1),10/2005,1.763704761904762
U.S. Dollar,05/2006,1
U.S. Dollar,10/2005,1
Algerian Dinar,05/2006,NaN
Algerian Dinar,10/2005,NaN
Australian Dollar(1),05/2006,0.7629636363636365
Australian Dollar(1),10/2005,0.753488888888889
Bahrain Dinar,05/2006,0.37600000000000006
Bahrain Dinar,10/2005,0.3760000000000001
Botswana Pula(1),05/2006,0.1812
Botswana Pula(1),10/2005,0.17944000000000002
Brazilian Real,05/2006,2.114014285714286
Brazilian Real,10/2005,2.27255
Brunei Dollar,05/2006,1.577338095238095
Brunei Dollar,10/2005,1.6907857142857141
Canadian Dollar,05/2006,1.1096761904761903
Canadian Dollar,10/2005,1.1770722222222223
Chilean Peso,05/2006,520.5690476190476
Chilean Peso,10/2005,537.8080952380952
Chinese Yuan,05/2006,8.01445294117647
Chinese Yuan,10/2005,8.089434999999998
Colombian Peso,05/2006,2
Colombian Peso,10/2005,2
Czech Koruna,05/2006,22.147100000000002
Czech Koruna,10/2005,24.7147
Danish Krone,05/2006,5.845319047619047
Danish Krone,10/2005,6.213995
Hungarian Forint,05/2006,205.50238095238092
Hungarian Forint,10/2005,209.3705
Icelandic Krona,05/2006,71.73523809523809
Icelandic Krona,10/2005,60.99619047619047
Indian Rupee,05/2006,45.409090909090914
Indian Rupee,10/2005,44.822500000000005
Indonesian Rupiah,05/2006,8.38888888888889
Indonesian Rupiah,10/2005,9.85
Iranian Rial,05/2006,9
Iranian Rial,10/2005,9
Israeli New Sheqel,05/2006,4.47404761904762
Israeli New Sheqel,10/2005,4.6286000000000005
Kazakhstani Tenge,05/2006,122.63666666666666
Kazakhstani Tenge,10/2005,NaN
Korean Won,05/2006,941.1421052631581
Korean Won,10/2005,1
Kuwaiti Dinar,05/2006,0.2902066666666668
Kuwaiti Dinar,10/2005,0.2919999999999999
Libyan Dinar(2),05/2006,1.9323669999999995
Libyan Dinar(2),10/2005,1.9323669999999997
Malaysian Ringgit,05/2006,3.6154000000000006
Malaysian Ringgit,10/2005,3.7731631578947376
Mauritian Rupee,05/2006,30.81208571428571
Mauritian Rupee,10/2005,30.32403684210526
Mexican Peso,05/2006,11.081555
Mexican Peso,10/2005,10.84126842105263
Nepalese Rupee,05/2006,72.91449999999999
Nepalese Rupee,10/2005,72.76833333333335
New Zealand Dollar(1),05/2006,0.6314478260869566
New Zealand Dollar(1),10/2005,0.697875
Norwegian Krone,05/2006,6.1081900000000005
Norwegian Krone,10/2005,6.521238095238097
Rial Omani,05/2006,0.38449999999999995
Rial Omani,10/2005,0.3845
Pakistani Rupee,05/2006,60.06695294117648
Pakistani Rupee,10/2005,59.72153888888887
Nuevo Sol,05/2006,NaN
Nuevo Sol,10/2005,NaN
Philippine Peso,05/2006,NaN
Philippine Peso,10/2005,NaN
Polish Zloty,05/2006,3.050155
Polish Zloty,10/2005,3.266111111111111
Qatar Riyal,05/2006,3.64
Qatar Riyal,10/2005,3.6399999999999997
Russian Ruble,05/2006,27.04447894736842
Russian Ruble,10/2005,28.56161904761904
Saudi Arabian Riyal,05/2006,3.75
Saudi Arabian Riyal,10/2005,3.75
Singapore Dollar,05/2006,1.577338095238095
Singapore Dollar,10/2005,1.6907857142857141
South African Rand,05/2006,6.313421052631578
South African Rand,10/2005,6.592499999999999
Sri Lanka Rupee,05/2006,102.90029047619048
Sri Lanka Rupee,10/2005,101.53157894736843
Swedish Krona,05/2006,7.312261904761905
Swedish Krona,10/2005,7.825394736842106
Swiss Franc,05/2006,1.2186714285714286
Swiss Franc,10/2005,1.2891777777777778
Thai Baht,05/2006,37.97922222222222
Thai Baht,10/2005,40.90905263157895
Trinidad And Tobago Dollar,05/2006,6.287084210526316
Trinidad And Tobago Dollar,10/2005,6.262841176470588
Tunisian Dinar,05/2006,NaN
Tunisian Dinar,10/2005,NaN
U.A.E. Dirham,05/2006,3.6725
U.A.E. Dirham,10/2005,3.6725000000000003
Peso Uruguayo,05/2006,NaN
Peso Uruguayo,10/2005,NaN
Bolivar Fuerte,05/2006,NaN
Bolivar Fuerte,10/2005,NaN
Euro(1),05/2006,1.2769590909090909
Euro(1),10/2005,1.2014523809523812
Euro(1),07/2006,1.2683666666666666
Japanese Yen,05/2006,111.50549999999998
Japanese Yen,10/2005,114.81700000000001
Japanese Yen,07/2006,115.672
U.K. Pound Sterling(1),05/2006,1.8696454545454542
U.K. Pound Sterling(1),10/2005,1.763704761904762
U.K. Pound Sterling(1),07/2006,1.8443666666666665
U.S. Dollar,05/2006,1
U.S. Dollar,10/2005,1
U.S. Dollar,07/2006,1
Algerian Dinar,05/2006,NaN
Algerian Dinar,10/2005,NaN
Algerian Dinar,07/2006,NaN
Australian Dollar(1),05/2006,0.7629636363636365
Australian Dollar(1),10/2005,0.753488888888889
Australian Dollar(1),07/2006,0.7508800000000002
Bahrain Dinar,05/2006,0.37600000000000006
Bahrain Dinar,10/2005,0.3760000000000001
Bahrain Dinar,07/2006,0.3760000000000001
Botswana Pula(1),05/2006,0.1812
Botswana Pula(1),10/2005,0.17944000000000002
Botswana Pula(1),07/2006,0.1661388888888889
Brazilian Real,05/2006,2.114014285714286
Brazilian Real,10/2005,2.27255
Brazilian Real,07/2006,2.1879000000000004
Brunei Dollar,05/2006,1.577338095238095
Brunei Dollar,10/2005,1.6907857142857141
Brunei Dollar,07/2006,1.5832714285714284
