currency,month,value
Japanese Yen,12/2009,89.4555
Japanese Yen,10/2009,90.28904761904762
U.K. Pound Sterling(1),12/2009,1.625552380952381
U.K. Pound Sterling(1),10/2009,1.6182499999999997
U.S. Dollar,12/2009,1
U.S. Dollar,10/2009,1
Algerian Dinar,12/2009,NaN
Algerian Dinar,10/2009,NaN
Australian Dollar(1),12/2009,0.9027619047619047
Australian Dollar(1),10/2009,0.9089809523809523
Bahrain Dinar,12/2009,0.3760000000000001
Bahrain Dinar,10/2009,0.3760000000000001
Botswana Pula(1),12/2009,0.14993499999999998
Botswana Pula(1),10/2009,0.15062631578947372
Brazilian Real,12/2009,1.7468000000000004
Brazilian Real,10/2009,1.7373764705882353
Brunei Dollar,12/2009,1.3961409090909092
Brunei Dollar,10/2009,1.3982238095238098
Canadian Dollar,12/2009,1.0544
Canadian Dollar,10/2009,1.0548523809523809
Chilean Peso,12/2009,501.4500000000001
Chilean Peso,10/2009,545.8328571428572
Chinese Yuan,12/2009,6.827880952380954
Chinese Yuan,10/2009,6.827546666666667
Colombian Peso,12/2009,1.7727272727272727
Colombian Peso,10/2009,1.0476190476190477
Czech Koruna,12/2009,17.839142857142853
Czech Koruna,10/2009,17.43528571428572
Danish Krone,12/2009,5.086924999999999
Danish Krone,10/2009,5.024490909090909
Hungarian Forint,12/2009,186.7561904761905
Hungarian Forint,10/2009,181.4057142857143
Icelandic Krona,12/2009,125.06619047619047
Icelandic Krona,10/2009,123.89363636363633
Indian Rupee,12/2009,46.62999999999998
Indian Rupee,10/2009,46.72105263157895
Indonesian Rupiah,12/2009,9
Indonesian Rupiah,10/2009,9
Iranian Rial,12/2009,9.210526315789474
Iranian Rial,10/2009,9
Israeli New Sheqel,12/2009,3.7896363636363644
Israeli New Sheqel,10/2009,3.7261818181818187
Kazakhstani Tenge,12/2009,148.7190909090909
Kazakhstani Tenge,10/2009,150.78863636363639
Korean Won,12/2009,1
Korean Won,10/2009,1
Kuwaiti Dinar,12/2009,0.2858238095238095
Kuwaiti Dinar,10/2009,0.2860227272727273
Libyan Dinar(2),12/2009,1.9323685714285712
Libyan Dinar(2),10/2009,1.9323729999999997
Malaysian Ringgit,12/2009,3.4116761904761908
Malaysian Ringgit,10/2009,3.4037272727272723
Mauritian Rupee,12/2009,29.39116842105263
Mauritian Rupee,10/2009,30.3881909090909
Mexican Peso,12/2009,12.863090909090907
Mexican Peso,10/2009,13.22565909090909
Nepalese Rupee,12/2009,74.54318181818184
Nepalese Rupee,10/2009,74.88318181818181
New Zealand Dollar(1),12/2009,0.7163476190476189
New Zealand Dollar(1),10/2009,0.7382714285714288
Norwegian Krone,12/2009,5.751144999999999
Norwegian Krone,10/2009,5.640976190476191
Rial Omani,12/2009,0.3845
Rial Omani,10/2009,0.3845
Pakistani Rupee,12/2009,84.13041363636364
Pakistani Rupee,10/2009,83.30478636363635
Nuevo Sol,12/2009,NaN
Nuevo Sol,10/2009,NaN
Philippine Peso,12/2009,NaN
Philippine Peso,10/2009,NaN
Polish Zloty,12/2009,2.8381849999999997
Polish Zloty,10/2009,2.8428409090909095
Qatar Riyal,12/2009,3.64
Qatar Riyal,10/2009,3.64
Russian Ruble,12/2009,30.038861904761905
Russian Ruble,10/2009,29.43922727272728
Saudi Arabian Riyal,12/2009,3.75
Saudi Arabian Riyal,10/2009,3.75
Singapore Dollar,12/2009,1.3958000000000002
Singapore Dollar,10/2009,1.3982238095238098
South African Rand,12/2009,7.478571428571428
South African Rand,10/2009,7.483095238095238
Sri Lanka Rupee,12/2009,114.34522
Sri Lanka Rupee,10/2009,114.80378095238095
Swedish Krona,12/2009,7.128571428571428
Swedish Krona,10/2009,6.952380952380951
Swiss Franc,12/2009,1.0278428571428568
Swiss Franc,10/2009,1.021759090909091
Thai Baht,12/2009,33.22794117647059
Thai Baht,10/2009,33.417736842105256
Trinidad And Tobago Dollar,12/2009,6.352522727272728
Trinidad And Tobago Dollar,10/2009,6.3368761904761906
Tunisian Dinar,12/2009,NaN
Tunisian Dinar,10/2009,NaN
U.A.E. Dirham,12/2009,3.6725
U.A.E. Dirham,10/2009,3.6725
Peso Uruguayo,12/2009,NaN
Peso Uruguayo,10/2009,NaN
Bolivar Fuerte,12/2009,2.144599999999999
Bolivar Fuerte,10/2009,2.144599999999999
Euro(1),12/2009,1.461359090909091
Euro(1),10/2009,1.4816363636363634
Euro(1),09/2009,1.4561636363636365
Japanese Yen,12/2009,89.4555
Japanese Yen,10/2009,90.28904761904762
Japanese Yen,09/2009,91.49315789473685
U.K. Pound Sterling(1),12/2009,1.625552380952381
U.K. Pound Sterling(1),10/2009,1.6182499999999997
U.K. Pound Sterling(1),09/2009,1.6338772727272726
U.S. Dollar,12/2009,1
U.S. Dollar,10/2009,1
U.S. Dollar,09/2009,1
Algerian Dinar,12/2009,NaN
Algerian Dinar,10/2009,NaN
Algerian Dinar,09/2009,NaN
Australian Dollar(1),12/2009,0.9027619047619047
Australian Dollar(1),10/2009,0.9089809523809523
Australian Dollar(1),09/2009,0.8611090909090909
Bahrain Dinar,12/2009,0.3760000000000001
Bahrain Dinar,10/2009,0.3760000000000001
Bahrain Dinar,09/2009,0.3760000000000001
Botswana Pula(1),12/2009,0.14993499999999998
Botswana Pula(1),10/2009,0.15062631578947372
Botswana Pula(1),09/2009,0.150115
Brazilian Real,12/2009,1.7468000000000004
Brazilian Real,10/2009,1.7373764705882353
Brazilian Real,09/2009,1.8213750000000002
Brunei Dollar,12/2009,1.3961409090909092
Brunei Dollar,10/2009,1.3982238095238098
Brunei Dollar,09/2009,1.4247300000000003
Canadian Dollar,12/2009,1.0544
Canadian Dollar,10/2009,1.0548523809523809
Canadian Dollar,09/2009,1.0822299999999996
Chilean Peso,12/2009,501.4500000000001
Chilean Peso,10/2009,545.8328571428572
Chilean Peso,09/2009,549.0709523809523
Chinese Yuan,12/2009,6.827880952380954
Chinese Yuan,10/2009,6.827546666666667
Chinese Yuan,09/2009,6.828909090909093
Colombian Peso,12/2009,1.7727272727272727
Colombian Peso,10/2009,1.0476190476190477
Colombian Peso,09/2009,1.3
Czech Koruna,12/2009,17.839142857142853
Czech Koruna,10/2009,17.43528571428572
Czech Koruna,09/2009,17.403681818181816
Danish Krone,12/2009,5.086924999999999
Danish Krone,10/2009,5.024490909090909
Danish Krone,09/2009,5.111913636363637
Hungarian Forint,12/2009,186.7561904761905
Hungarian Forint,10/2009,181.4057142857143
Hungarian Forint,09/2009,186.8359090909091
Icelandic Krona,12/2009,125.06619047619047
Icelandic Krona,10/2009,123.89363636363633
Icelandic Krona,09/2009,124.60636363636362
Indian Rupee,12/2009,46.62999999999998
Indian Rupee,10/2009,46.72105263157895
Indian Rupee,09/2009,48.43894736842105
Indonesian Rupiah,12/2009,9
Indonesian Rupiah,10/2009,9
Indonesian Rupiah,09/2009,9.333333333333334
Iranian Rial,12/2009,9.210526315789474
Iranian Rial,10/2009,9
Iranian Rial,09/2009,9
Israeli New Sheqel,12/2009,3.7896363636363644
Israeli New Sheqel,10/2009,3.7261818181818187
Israeli New Sheqel,09/2009,3.7658499999999995
Kazakhstani Tenge,12/2009,148.7190909090909
Kazakhstani Tenge,10/2009,150.78863636363639
Kazakhstani Tenge,09/2009,150.8695238095238
Korean Won,12/2009,1
Korean Won,10/2009,1
Korean Won,09/2009,1
Kuwaiti Dinar,12/2009,0.2858238095238095
Kuwaiti Dinar,10/2009,0.2860227272727273
Kuwaiti Dinar,09/2009,0.28659500000000004
Libyan Dinar(2),12/2009,1.9323685714285712
Libyan Dinar(2),10/2009,1.9323729999999997
Libyan Dinar(2),09/2009,1.9324000000000006
Malaysian Ringgit,12/2009,3.4116761904761908
Malaysian Ringgit,10/2009,3.4037272727272723
Malaysian Ringgit,09/2009,3.4969100000000006
Mauritian Rupee,12/2009,29.39116842105263
Mauritian Rupee,10/2009,30.3881909090909
Mauritian Rupee,09/2009,30.986476190476196
Mexican Peso,12/2009,12.863090909090907
Mexican Peso,10/2009,13.22565909090909
Mexican Peso,09/2009,13.423545
Nepalese Rupee,12/2009,74.54318181818184
Nepalese Rupee,10/2009,74.88318181818181
Nepalese Rupee,09/2009,77.49318181818184
New Zealand Dollar(1),12/2009,0.7163476190476189
New Zealand Dollar(1),10/2009,0.7382714285714288
New Zealand Dollar(1),09/2009,0.7024454545454546
Norwegian Krone,12/2009,5.751144999999999
Norwegian Krone,10/2009,5.640976190476191
Norwegian Krone,09/2009,5.8981095238095245
Rial Omani,12/2009,0.3845
Rial Omani,10/2009,0.3845
Rial Omani,09/2009,0.3845
Pakistani Rupee,12/2009,84.13041363636364
Pakistani Rupee,10/2009,83.30478636363635
Pakistani Rupee,09/2009,82.94633157894738
Nuevo Sol,12/2009,NaN
Nuevo Sol,10/2009,NaN
Nuevo Sol,09/2009,NaN
Philippine Peso,12/2009,NaN
Philippine Peso,10/2009,NaN
Philippine Peso,09/2009,NaN
Polish Zloty,12/2009,2.8381849999999997
Polish Zloty,10/2009,2.8428409090909095
Polish Zloty,09/2009,2.8587409090909093
Qatar Riyal,12/2009,3.64
Qatar Riyal,10/2009,3.64
Qatar Riyal,09/2009,3.64
Russian Ruble,12/2009,30.038861904761905
Russian Ruble,10/2009,29.43922727272728
Russian Ruble,09/2009,30.77345909090909
Saudi Arabian Riyal,12/2009,3.75
Saudi Arabian Riyal,10/2009,3.75
Saudi Arabian Riyal,09/2009,3.75
Singapore Dollar,12/2009,1.3958000000000002
Singapore Dollar,10/2009,1.3982238095238098
Singapore Dollar,09/2009,1.4243000000000003
South African Rand,12/2009,7.478571428571428
South African Rand,10/2009,7.483095238095238
South African Rand,09/2009,7.521190476190474
Sri Lanka Rupee,12/2009,114.34522
Sri Lanka Rupee,10/2009,114.80378095238095
Sri Lanka Rupee,09/2009,114.79803
Swedish Krona,12/2009,7.128571428571428
Swedish Krona,10/2009,6.952380952380951
Swedish Krona,09/2009,7.005454545454544
Swiss Franc,12/2009,1.0278428571428568
Swiss Franc,10/2009,1.021759090909091
Swiss Franc,09/2009,1.0406454545454544
Thai Baht,12/2009,33.22794117647059
Thai Baht,10/2009,33.417736842105256
Thai Baht,09/2009,33.855686363636366
Trinidad And Tobago Dollar,12/2009,6.352522727272728
Trinidad And Tobago Dollar,10/2009,6.3368761904761906
Trinidad And Tobago Dollar,09/2009,6.319757894736841
Tunisian Dinar,12/2009,NaN
Tunisian Dinar,10/2009,NaN
Tunisian Dinar,09/2009,NaN
U.A.E. Dirham,12/2009,3.6725
U.A.E. Dirham,10/2009,3.6725
U.A.E. Dirham,09/2009,3.6725
Peso Uruguayo,12/2009,NaN
Peso Uruguayo,10/2009,NaN
Peso Uruguayo,09/2009,NaN
Bolivar Fuerte,12/2009,2.144599999999999
Bolivar Fuerte,10/2009,2.144599999999999
Bolivar Fuerte,09/2009,2.144599999999999
Euro(1),12/2009,1.461359090909091
Euro(1),10/2009,1.4816363636363634
Euro(1),09/2009,1.4561636363636365
Euro(1),11/2008,1.273215
Japanese Yen,12/2009,89.4555
Japanese Yen,10/2009,90.28904761904762
Japanese Yen,09/2009,91.49315789473685
Japanese Yen,11/2008,96.67631578947369
U.K. Pound Sterling(1),12/2009,1.625552380952381
U.K. Pound Sterling(1),10/2009,1.6182499999999997
U.K. Pound Sterling(1),09/2009,1.6338772727272726
U.K. Pound Sterling(1),11/2008,1.535735
U.S. Dollar,12/2009,1
U.S. Dollar,10/2009,1
U.S. Dollar,09/2009,1
U.S. Dollar,11/2008,1
Algerian Dinar,12/2009,NaN
Algerian Dinar,10/2009,NaN
Algerian Dinar,09/2009,NaN
Algerian Dinar,11/2008,NaN
Australian Dollar(1),12/2009,0.9027619047619047
Australian Dollar(1),10/2009,0.9089809523809523
Australian Dollar(1),09/2009,0.8611090909090909
Australian Dollar(1),11/2008,0.6556799999999999
Bahrain Dinar,12/2009,0.3760000000000001
Bahrain Dinar,10/2009,0.3760000000000001
Bahrain Dinar,09/2009,0.3760000000000001
Bahrain Dinar,11/2008,0.3760000000000001
Botswana Pula(1),12/2009,0.14993499999999998
Botswana Pula(1),10/2009,0.15062631578947372
Botswana Pula(1),09/2009,0.150115
Botswana Pula(1),11/2008,0.12533157894736843
Brazilian Real,12/2009,1.7468000000000004
Brazilian Real,10/2009,1.7373764705882353
Brazilian Real,09/2009,1.8213750000000002
Brazilian Real,11/2008,2.2772749999999995
Brunei Dollar,12/2009,1.3961409090909092
Brunei Dollar,10/2009,1.3982238095238098
Brunei Dollar,09/2009,1.4247300000000003
Brunei Dollar,11/2008,1.50672
Canadian Dollar,12/2009,1.0544
Canadian Dollar,10/2009,1.0548523809523809
Canadian Dollar,09/2009,1.0822299999999996
Canadian Dollar,11/2008,1.2180222222222226
Chilean Peso,12/2009,501.4500000000001
Chilean Peso,10/2009,545.8328571428572
Chilean Peso,09/2009,549.0709523809523
Chilean Peso,11/2008,651.5055
Chinese Yuan,12/2009,6.827880952380954
Chinese Yuan,10/2009,6.827546666666667
Chinese Yuan,09/2009,6.828909090909093
Chinese Yuan,11/2008,6.828555
Colombian Peso,12/2009,1.7727272727272727
Colombian Peso,10/2009,1.0476190476190477
Colombian Peso,09/2009,1.3
Colombian Peso,11/2008,2
Czech Koruna,12/2009,17.839142857142853
Czech Koruna,10/2009,17.43528571428572
Czech Koruna,09/2009,17.403681818181816
Czech Koruna,11/2008,19.772578947368427
Danish Krone,12/2009,5.086924999999999
Danish Krone,10/2009,5.024490909090909
Danish Krone,09/2009,5.111913636363637
Danish Krone,11/2008,5.850685
Hungarian Forint,12/2009,186.7561904761905
Hungarian Forint,10/2009,181.4057142857143
Hungarian Forint,09/2009,186.8359090909091
Hungarian Forint,11/2008,208.21599999999998
Icelandic Krona,12/2009,125.06619047619047
Icelandic Krona,10/2009,123.89363636363633
Icelandic Krona,09/2009,124.60636363636362
Icelandic Krona,11/2008,135.3205
Indian Rupee,12/2009,46.62999999999998
Indian Rupee,10/2009,46.72105263157895
Indian Rupee,09/2009,48.43894736842105
Indian Rupee,11/2008,49.00333333333334
Indonesian Rupiah,12/2009,9
Indonesian Rupiah,10/2009,9
Indonesian Rupiah,09/2009,9.333333333333334
Indonesian Rupiah,11/2008,11.25
Iranian Rial,12/2009,9.210526315789474
Iranian Rial,10/2009,9
Iranian Rial,09/2009,9
Iranian Rial,11/2008,9.588235294117647
Israeli New Sheqel,12/2009,3.7896363636363644
Israeli New Sheqel,10/2009,3.7261818181818187
Israeli New Sheqel,09/2009,3.7658499999999995
Israeli New Sheqel,11/2008,3.8903999999999996
Kazakhstani Tenge,12/2009,148.7190909090909
Kazakhstani Tenge,10/2009,150.78863636363639
Kazakhstani Tenge,09/2009,150.8695238095238
Kazakhstani Tenge,11/2008,120.06300000000002
Korean Won,12/2009,1
Korean Won,10/2009,1
Korean Won,09/2009,1
Korean Won,11/2008,1
Kuwaiti Dinar,12/2009,0.2858238095238095
Kuwaiti Dinar,10/2009,0.2860227272727273
Kuwaiti Dinar,09/2009,0.28659500000000004
Kuwaiti Dinar,11/2008,0.27112500000000006
Libyan Dinar(2),12/2009,1.9323685714285712
Libyan Dinar(2),10/2009,1.9323729999999997
Libyan Dinar(2),09/2009,1.9324000000000006
Libyan Dinar(2),11/2008,1.9323669999999997
Malaysian Ringgit,12/2009,3.4116761904761908
Malaysian Ringgit,10/2009,3.4037272727272723
Malaysian Ringgit,09/2009,3.4969100000000006
Malaysian Ringgit,11/2008,3.5870250000000006
Mauritian Rupee,12/2009,29.39116842105263
Mauritian Rupee,10/2009,30.3881909090909
Mauritian Rupee,09/2009,30.986476190476196
Mauritian Rupee,11/2008,32.220729999999996
Mexican Peso,12/2009,12.863090909090907
Mexican Peso,10/2009,13.22565909090909
Mexican Peso,09/2009,13.423545
Mexican Peso,11/2008,13.102827777777776
Nepalese Rupee,12/2009,74.54318181818184
Nepalese Rupee,10/2009,74.88318181818181
Nepalese Rupee,09/2009,77.49318181818184
Nepalese Rupee,11/2008,78.5065
New Zealand Dollar(1),12/2009,0.7163476190476189
New Zealand Dollar(1),10/2009,0.7382714285714288
New Zealand Dollar(1),09/2009,0.7024454545454546
New Zealand Dollar(1),11/2008,0.5651200000000001
Norwegian Krone,12/2009,5.751144999999999
Norwegian Krone,10/2009,5.640976190476191
Norwegian Krone,09/2009,5.8981095238095245
Norwegian Krone,11/2008,6.91983
Rial Omani,12/2009,0.3845
Rial Omani,10/2009,0.3845
Rial Omani,09/2009,0.3845
Rial Omani,11/2008,0.3845
Pakistani Rupee,12/2009,84.13041363636364
Pakistani Rupee,10/2009,83.30478636363635
Pakistani Rupee,09/2009,82.94633157894738
Pakistani Rupee,11/2008,80.002455
Nuevo Sol,12/2009,NaN
Nuevo Sol,10/2009,NaN
Nuevo Sol,09/2009,NaN
Nuevo Sol,11/2008,NaN
Philippine Peso,12/2009,NaN
Philippine Peso,10/2009,NaN
Philippine Peso,09/2009,NaN
Philippine Peso,11/2008,NaN
Polish Zloty,12/2009,2.8381849999999997
Polish Zloty,10/2009,2.8428409090909095
Polish Zloty,09/2009,2.8587409090909093
Polish Zloty,11/2008,2.9296444444444436
Qatar Riyal,12/2009,3.64
Qatar Riyal,10/2009,3.64
Qatar Riyal,09/2009,3.64
Qatar Riyal,11/2008,3.6399999999999997
Russian Ruble,12/2009,30.038861904761905
Russian Ruble,10/2009,29.43922727272728
Russian Ruble,09/2009,30.77345909090909
Russian Ruble,11/2008,27.36092222222222
Saudi Arabian Riyal,12/2009,3.75
Saudi Arabian Riyal,10/2009,3.75
Saudi Arabian Riyal,09/2009,3.75
Saudi Arabian Riyal,11/2008,3.75
Singapore Dollar,12/2009,1.3958000000000002
Singapore Dollar,10/2009,1.3982238095238098
Singapore Dollar,09/2009,1.4243000000000003
Singapore Dollar,11/2008,1.50672
South African Rand,12/2009,7.478571428571428
South African Rand,10/2009,7.483095238095238
South African Rand,09/2009,7.521190476190474
South African Rand,11/2008,10.0985
Sri Lanka Rupee,12/2009,114.34522
Sri Lanka Rupee,10/2009,114.80378095238095
Sri Lanka Rupee,09/2009,114.79803
Sri Lanka Rupee,11/2008,110.0059315789474
Swedish Krona,12/2009,7.128571428571428
Swedish Krona,10/2009,6.952380952380951
Swedish Krona,09/2009,7.005454545454544
Swedish Krona,11/2008,7.955125
Swiss Franc,12/2009,1.0278428571428568
Swiss Franc,10/2009,1.021759090909091
Swiss Franc,09/2009,1.0406454545454544
Swiss Franc,11/2008,1.1903200000000003
Thai Baht,12/2009,33.22794117647059
Thai Baht,10/2009,33.417736842105256
Thai Baht,09/2009,33.855686363636366
Thai Baht,11/2008,35.0665
Trinidad And Tobago Dollar,12/2009,6.352522727272728
Trinidad And Tobago Dollar,10/2009,6.3368761904761906
Trinidad And Tobago Dollar,09/2009,6.319757894736841
Trinidad And Tobago Dollar,11/2008,6.264249999999999
Tunisian Dinar,12/2009,NaN
Tunisian Dinar,10/2009,NaN
Tunisian Dinar,09/2009,NaN
Tunisian Dinar,11/2008,NaN
U.A.E. Dirham,12/2009,3.6725
U.A.E. Dirham,10/2009,3.6725
U.A.E. Dirham,09/2009,3.6725
U.A.E. Dirham,11/2008,3.6725000000000003
Peso Uruguayo,12/2009,NaN
Peso Uruguayo,10/2009,NaN
Peso Uruguayo,09/2009,NaN
Peso Uruguayo,11/2008,NaN
Bolivar Fuerte,12/2009,2.144599999999999
Bolivar Fuerte,10/2009,2.144599999999999
Bolivar Fuerte,09/2009,2.144599999999999
Bolivar Fuerte,11/2008,2.1446
Euro(1),12/2009,1.461359090909091
Euro(1),10/2009,1.4816363636363634
Euro(1),09/2009,1.4561636363636365
Euro(1),11/2008,1.273215
Euro(1),11/2009,1.4914476190476194
Japanese Yen,12/2009,89.4555
Japanese Yen,10/2009,90.28904761904762
Japanese Yen,09/2009,91.49315789473685
Japanese Yen,11/2008,96.67631578947369
Japanese Yen,11/2009,89.19052631578947
U.K. Pound Sterling(1),12/2009,1.625552380952381
U.K. Pound Sterling(1),10/2009,1.6182499999999997
U.K. Pound Sterling(1),09/2009,1.6338772727272726
U.K. Pound Sterling(1),11/2008,1.535735
U.K. Pound Sterling(1),11/2009,1.6587476190476191
U.S. Dollar,12/2009,1
U.S. Dollar,10/2009,1
U.S. Dollar,09/2009,1
U.S. Dollar,11/2008,1
U.S. Dollar,11/2009,1
Algerian Dinar,12/2009,NaN
Algerian Dinar,10/2009,NaN
Algerian Dinar,09/2009,NaN
Algerian Dinar,11/2008,NaN
Algerian Dinar,11/2009,NaN
Australian Dollar(1),12/2009,0.9027619047619047
Australian Dollar(1),10/2009,0.9089809523809523
Australian Dollar(1),09/2009,0.8611090909090909
Australian Dollar(1),11/2008,0.6556799999999999
Australian Dollar(1),11/2009,0.9202238095238096
Bahrain Dinar,12/2009,0.3760000000000001
Bahrain Dinar,10/2009,0.3760000000000001
Bahrain Dinar,09/2009,0.3760000000000001
Bahrain Dinar,11/2008,0.3760000000000001
Bahrain Dinar,11/2009,0.3760000000000001
Botswana Pula(1),12/2009,0.14993499999999998
Botswana Pula(1),10/2009,0.15062631578947372
Botswana Pula(1),09/2009,0.150115
Botswana Pula(1),11/2008,0.12533157894736843
Botswana Pula(1),11/2009,0.1505111111111111
Brazilian Real,12/2009,1.7468000000000004
Brazilian Real,10/2009,1.7373764705882353
Brazilian Real,09/2009,1.8213750000000002
Brazilian Real,11/2008,2.2772749999999995
Brazilian Real,11/2009,1.7241764705882352
Brunei Dollar,12/2009,1.3961409090909092
Brunei Dollar,10/2009,1.3982238095238098
Brunei Dollar,09/2009,1.4247300000000003
Brunei Dollar,11/2008,1.50672
Brunei Dollar,11/2009,1.389065
Canadian Dollar,12/2009,1.0544
Canadian Dollar,10/2009,1.0548523809523809
Canadian Dollar,09/2009,1.0822299999999996
Canadian Dollar,11/2008,1.2180222222222226
Canadian Dollar,11/2009,1.0595750000000002
Chilean Peso,12/2009,501.4500000000001
Chilean Peso,10/2009,545.8328571428572
Chilean Peso,09/2009,549.0709523809523
Chilean Peso,11/2008,651.5055
Chilean Peso,11/2009,507.7814285714286
Chinese Yuan,12/2009,6.827880952380954
Chinese Yuan,10/2009,6.827546666666667
Chinese Yuan,09/2009,6.828909090909093
Chinese Yuan,11/2008,6.828555
Chinese Yuan,11/2009,6.827390476190477
Colombian Peso,12/2009,1.7727272727272727
Colombian Peso,10/2009,1.0476190476190477
Colombian Peso,09/2009,1.3
Colombian Peso,11/2008,2
Colombian Peso,11/2009,1.0526315789473684
Czech Koruna,12/2009,17.839142857142853
Czech Koruna,10/2009,17.43528571428572
Czech Koruna,09/2009,17.403681818181816
Czech Koruna,11/2008,19.772578947368427
Czech Koruna,11/2009,17.315149999999996
Danish Krone,12/2009,5.086924999999999
Danish Krone,10/2009,5.024490909090909
Danish Krone,09/2009,5.111913636363637
Danish Krone,11/2008,5.850685
Danish Krone,11/2009,4.988934999999998
Hungarian Forint,12/2009,186.7561904761905
Hungarian Forint,10/2009,181.4057142857143
Hungarian Forint,09/2009,186.8359090909091
Hungarian Forint,11/2008,208.21599999999998
Hungarian Forint,11/2009,181.5957142857143
Icelandic Krona,12/2009,125.06619047619047
Icelandic Krona,10/2009,123.89363636363633
Icelandic Krona,09/2009,124.60636363636362
Icelandic Krona,11/2008,135.3205
Icelandic Krona,11/2009,123.74428571428572
Indian Rupee,12/2009,46.62999999999998
Indian Rupee,10/2009,46.72105263157895
Indian Rupee,09/2009,48.43894736842105
Indian Rupee,11/2008,49.00333333333334
Indian Rupee,11/2009,46.569
Indonesian Rupiah,12/2009,9
Indonesian Rupiah,10/2009,9
Indonesian Rupiah,09/2009,9.333333333333334
Indonesian Rupiah,11/2008,11.25
Indonesian Rupiah,11/2009,9
Iranian Rial,12/2009,9.210526315789474
Iranian Rial,10/2009,9
Iranian Rial,09/2009,9
Iranian Rial,11/2008,9.588235294117647
Iranian Rial,11/2009,9
Israeli New Sheqel,12/2009,3.7896363636363644
Israeli New Sheqel,10/2009,3.7261818181818187
Israeli New Sheqel,09/2009,3.7658499999999995
Israeli New Sheqel,11/2008,3.8903999999999996
Israeli New Sheqel,11/2009,3.7789523809523806
Kazakhstani Tenge,12/2009,148.7190909090909
Kazakhstani Tenge,10/2009,150.78863636363639
Kazakhstani Tenge,09/2009,150.8695238095238
Kazakhstani Tenge,11/2008,120.06300000000002
Kazakhstani Tenge,11/2009,149.8604761904762
Korean Won,12/2009,1
Korean Won,10/2009,1
Korean Won,09/2009,1
Korean Won,11/2008,1
Korean Won,11/2009,1
Kuwaiti Dinar,12/2009,0.2858238095238095
Kuwaiti Dinar,10/2009,0.2860227272727273
Kuwaiti Dinar,09/2009,0.28659500000000004
Kuwaiti Dinar,11/2008,0.27112500000000006
Kuwaiti Dinar,11/2009,0.2853694444444444
Libyan Dinar(2),12/2009,1.9323685714285712
Libyan Dinar(2),10/2009,1.9323729999999997
Libyan Dinar(2),09/2009,1.9324000000000006
Libyan Dinar(2),11/2008,1.9323669999999997
Libyan Dinar(2),11/2009,1.9323669999999997
Malaysian Ringgit,12/2009,3.4116761904761908
Malaysian Ringgit,10/2009,3.4037272727272723
Malaysian Ringgit,09/2009,3.4969100000000006
Malaysian Ringgit,11/2008,3.5870250000000006
Malaysian Ringgit,11/2009,3.3894449999999994
Mauritian Rupee,12/2009,29.39116842105263
Mauritian Rupee,10/2009,30.3881909090909
Mauritian Rupee,09/2009,30.986476190476196
Mauritian Rupee,11/2008,32.220729999999996
Mauritian Rupee,11/2009,29.904878947368424
Mexican Peso,12/2009,12.863090909090907
Mexican Peso,10/2009,13.22565909090909
