currency,month,value
Chinese Yuan,01/2002,8.276663636363637
Colombian Peso,03/2003,2
Colombian Peso,01/2002,2
Czech Koruna,03/2003,29.392904761904756
Czech Koruna,01/2002,36.324999999999996
Danish Krone,03/2003,6.874709523809524
Danish Krone,01/2002,8.418019047619046
Hungarian Forint,03/2003,227.2485714285714
Hungarian Forint,01/2002,275.757619047619
Icelandic Krona,03/2003,78.78142857142856
Icelandic Krona,01/2002,102.56578947368422
Indian Rupee,03/2003,47.64105263157893
Indian Rupee,01/2002,48.33571428571429
Indonesian Rupiah,03/2003,8.15
Indonesian Rupiah,01/2002,NaN
Iranian Rial,03/2003,7.9375
Iranian Rial,01/2002,1
Israeli New Sheqel,03/2003,4.780947368421052
Israeli New Sheqel,01/2002,4.537090909090908
Kazakhstani Tenge,03/2003,NaN
Kazakhstani Tenge,01/2002,NaN
Korean Won,03/2003,1
Korean Won,01/2002,1
Kuwaiti Dinar,03/2003,0.29977533333333334
Kuwaiti Dinar,01/2002,0.30756785714285717
Libyan Dinar(2),03/2003,1.6447399999999994
Libyan Dinar(2),01/2002,1.6447399999999994
Malaysian Ringgit,03/2003,3.7999999999999985
Malaysian Ringgit,01/2002,3.7999999999999985
Mauritian Rupee,03/2003,27.200825000000002
Mauritian Rupee,01/2002,NaN
Mexican Peso,03/2003,10.912390000000002
Mexican Peso,01/2002,NaN
Nepalese Rupee,03/2003,78.04500000000002
Nepalese Rupee,01/2002,76.67499999999998
New Zealand Dollar(1),03/2003,0.5543285714285714
New Zealand Dollar(1),01/2002,0.4241815789473684
Norwegian Krone,03/2003,7.26114761904762
Norwegian Krone,01/2002,8.968445454545453
Rial Omani,03/2003,0.3845
Rial Omani,01/2002,0.3845
Pakistani Rupee,03/2003,57.883073809523836
Pakistani Rupee,01/2002,60.71890681818183
Nuevo Sol,03/2003,NaN
Nuevo Sol,01/2002,NaN
Philippine Peso,03/2003,NaN
Philippine Peso,01/2002,NaN
Polish Zloty,03/2003,4.01206
Polish Zloty,01/2002,4.060868181818181
Qatar Riyal,03/2003,3.6399999999999997
Qatar Riyal,01/2002,3.64
Russian Ruble,03/2003,NaN
Russian Ruble,01/2002,NaN
Saudi Arabian Riyal,03/2003,3.75
Saudi Arabian Riyal,01/2002,3.75
Singapore Dollar,03/2003,1.7527571428571427
Singapore Dollar,01/2002,1.8391047619047622
South African Rand,03/2003,8.037749999999997
South African Rand,01/2002,11.587863636363634
Sri Lanka Rupee,03/2003,96.93051499999999
Sri Lanka Rupee,01/2002,93.38323888888888
Swedish Krona,03/2003,8.529761904761905
Swedish Krona,01/2002,10.438081818181818
Swiss Franc,03/2003,1.3618105263157896
Swiss Franc,01/2002,1.666763333333333
Thai Baht,03/2003,42.739210526315794
Thai Baht,01/2002,44.01342857142858
Trinidad And Tobago Dollar,03/2003,6.2600357142857135
Trinidad And Tobago Dollar,01/2002,6.246554545454544
Tunisian Dinar,03/2003,NaN
Tunisian Dinar,01/2002,NaN
U.A.E. Dirham,03/2003,3.6725000000000003
U.A.E. Dirham,01/2002,3.6725
Peso Uruguayo,03/2003,NaN
Peso Uruguayo,01/2002,NaN
Bolivar Fuerte,03/2003,NaN
Bolivar Fuerte,01/2002,NaN
Euro(1),03/2003,1.0806523809523811
Euro(1),01/2002,0.8832863636363638
Euro(1),08/2002,0.9774952380952383
Japanese Yen,03/2003,118.56800000000003
Japanese Yen,01/2002,132.66473684210527
Japanese Yen,08/2002,119.05619047619045
U.K. Pound Sterling(1),03/2003,1.5829095238095237
U.K. Pound Sterling(1),01/2002,1.4323727272727274
U.K. Pound Sterling(1),08/2002,1.5353761904761904
U.S. Dollar,03/2003,1
U.S. Dollar,01/2002,1
U.S. Dollar,08/2002,1
Algerian Dinar,03/2003,NaN
Algerian Dinar,01/2002,NaN
Algerian Dinar,08/2002,NaN
Australian Dollar(1),03/2003,0.6023238095238094
Australian Dollar(1),01/2002,0.5168666666666666
Australian Dollar(1),08/2002,0.541615
Bahrain Dinar,03/2003,0.3760000000000001
Bahrain Dinar,01/2002,0.3760000000000001
Bahrain Dinar,08/2002,0.3760000000000001
Botswana Pula(1),03/2003,0.19219285714285717
Botswana Pula(1),01/2002,0.1464409090909091
Botswana Pula(1),08/2002,0.15842857142857145
Brazilian Real,03/2003,3.4601944444444435
Brazilian Real,01/2002,2.3736249999999997
Brazilian Real,08/2002,3.113421052631579
Brunei Dollar,03/2003,1.7527571428571427
Brunei Dollar,01/2002,1.8391047619047622
Brunei Dollar,08/2002,1.7551550000000002
Canadian Dollar,03/2003,1.475909523809524
Canadian Dollar,01/2002,1.600286363636364
Canadian Dollar,08/2002,1.5683899999999997
Chilean Peso,03/2003,742.9335
Chilean Peso,01/2002,547.73
Chilean Peso,08/2002,701.662
Chinese Yuan,03/2003,8.277219047619047
Chinese Yuan,01/2002,8.276663636363637
Chinese Yuan,08/2002,8.276714285714286
Colombian Peso,03/2003,2
Colombian Peso,01/2002,2
Colombian Peso,08/2002,2
Czech Koruna,03/2003,29.392904761904756
Czech Koruna,01/2002,36.324999999999996
Czech Koruna,08/2002,31.530900000000003
Danish Krone,03/2003,6.874709523809524
Danish Krone,01/2002,8.418019047619046
Danish Krone,08/2002,7.598314285714288
Hungarian Forint,03/2003,227.2485714285714
Hungarian Forint,01/2002,275.757619047619
Hungarian Forint,08/2002,250.92500000000004
Icelandic Krona,03/2003,78.78142857142856
Icelandic Krona,01/2002,102.56578947368422
Icelandic Krona,08/2002,85.89176470588235
Indian Rupee,03/2003,47.64105263157893
Indian Rupee,01/2002,48.33571428571429
Indian Rupee,08/2002,48.590500000000006
Indonesian Rupiah,03/2003,8.15
Indonesian Rupiah,01/2002,NaN
Indonesian Rupiah,08/2002,8.285714285714286
Iranian Rial,03/2003,7.9375
Iranian Rial,01/2002,1
Iranian Rial,08/2002,7.05
Israeli New Sheqel,03/2003,4.780947368421052
Israeli New Sheqel,01/2002,4.537090909090908
Israeli New Sheqel,08/2002,4.67695238095238
Kazakhstani Tenge,03/2003,NaN
Kazakhstani Tenge,01/2002,NaN
Kazakhstani Tenge,08/2002,NaN
Korean Won,03/2003,1
Korean Won,01/2002,1
Korean Won,08/2002,1
Kuwaiti Dinar,03/2003,0.29977533333333334
Kuwaiti Dinar,01/2002,0.30756785714285717
Kuwaiti Dinar,08/2002,0.3018235294117647
Libyan Dinar(2),03/2003,1.6447399999999994
Libyan Dinar(2),01/2002,1.6447399999999994
Libyan Dinar(2),08/2002,1.6447399999999994
Malaysian Ringgit,03/2003,3.7999999999999985
Malaysian Ringgit,01/2002,3.7999999999999985
Malaysian Ringgit,08/2002,3.7999999999999985
Mauritian Rupee,03/2003,27.200825000000002
Mauritian Rupee,01/2002,NaN
Mauritian Rupee,08/2002,29.692473125000003
Mexican Peso,03/2003,10.912390000000002
Mexican Peso,01/2002,NaN
Mexican Peso,08/2002,9.836015
Nepalese Rupee,03/2003,78.04500000000002
Nepalese Rupee,01/2002,76.67499999999998
Nepalese Rupee,08/2002,78.27236842105265
New Zealand Dollar(1),03/2003,0.5543285714285714
New Zealand Dollar(1),01/2002,0.4241815789473684
New Zealand Dollar(1),08/2002,0.464052380952381
Norwegian Krone,03/2003,7.26114761904762
Norwegian Krone,01/2002,8.968445454545453
Norwegian Krone,08/2002,7.601971428571429
Rial Omani,03/2003,0.3845
Rial Omani,01/2002,0.3845
Rial Omani,08/2002,0.3845
Pakistani Rupee,03/2003,57.883073809523836
Pakistani Rupee,01/2002,60.71890681818183
Pakistani Rupee,08/2002,59.55930952380951
Nuevo Sol,03/2003,NaN
Nuevo Sol,01/2002,NaN
Nuevo Sol,08/2002,NaN
Philippine Peso,03/2003,NaN
Philippine Peso,01/2002,NaN
Philippine Peso,08/2002,NaN
Polish Zloty,03/2003,4.01206
Polish Zloty,01/2002,4.060868181818181
Polish Zloty,08/2002,4.17713
Qatar Riyal,03/2003,3.6399999999999997
Qatar Riyal,01/2002,3.64
Qatar Riyal,08/2002,3.6399999999999997
Russian Ruble,03/2003,NaN
Russian Ruble,01/2002,NaN
Russian Ruble,08/2002,NaN
Saudi Arabian Riyal,03/2003,3.75
Saudi Arabian Riyal,01/2002,3.75
Saudi Arabian Riyal,08/2002,3.75
Singapore Dollar,03/2003,1.7527571428571427
Singapore Dollar,01/2002,1.8391047619047622
Singapore Dollar,08/2002,1.7551550000000002
South African Rand,03/2003,8.037749999999997
South African Rand,01/2002,11.587863636363634
South African Rand,08/2002,10.58735
Sri Lanka Rupee,03/2003,96.93051499999999
Sri Lanka Rupee,01/2002,93.38323888888888
Sri Lanka Rupee,08/2002,96.259575
Swedish Krona,03/2003,8.529761904761905
Swedish Krona,01/2002,10.438081818181818
Swedish Krona,08/2002,9.472023809523808
Swiss Franc,03/2003,1.3618105263157896
Swiss Franc,01/2002,1.666763333333333
Swiss Franc,08/2002,1.4982849999999996
Thai Baht,03/2003,42.739210526315794
Thai Baht,01/2002,44.01342857142858
Thai Baht,08/2002,42.16305263157895
Trinidad And Tobago Dollar,03/2003,6.2600357142857135
Trinidad And Tobago Dollar,01/2002,6.246554545454544
Trinidad And Tobago Dollar,08/2002,6.118555555555556
Tunisian Dinar,03/2003,NaN
Tunisian Dinar,01/2002,NaN
Tunisian Dinar,08/2002,NaN
U.A.E. Dirham,03/2003,3.6725000000000003
U.A.E. Dirham,01/2002,3.6725
U.A.E. Dirham,08/2002,3.6725000000000003
Peso Uruguayo,03/2003,NaN
Peso Uruguayo,01/2002,NaN
Peso Uruguayo,08/2002,NaN
Bolivar Fuerte,03/2003,NaN
Bolivar Fuerte,01/2002,NaN
Bolivar Fuerte,08/2002,NaN
Euro(1),03/2003,1.0806523809523811
Euro(1),01/2002,0.8832863636363638
Euro(1),08/2002,0.9774952380952383
Euro(1),11/2002,1.0017599999999998
Japanese Yen,03/2003,118.56800000000003
Japanese Yen,01/2002,132.66473684210527
Japanese Yen,08/2002,119.05619047619045
Japanese Yen,11/2002,121.48400000000001
U.K. Pound Sterling(1),03/2003,1.5829095238095237
U.K. Pound Sterling(1),01/2002,1.4323727272727274
U.K. Pound Sterling(1),08/2002,1.5353761904761904
U.K. Pound Sterling(1),11/2002,1.5720257142857144
U.S. Dollar,03/2003,1
U.S. Dollar,01/2002,1
U.S. Dollar,08/2002,1
U.S. Dollar,11/2002,1
Algerian Dinar,03/2003,NaN
Algerian Dinar,01/2002,NaN
Algerian Dinar,08/2002,NaN
Algerian Dinar,11/2002,NaN
Australian Dollar(1),03/2003,0.6023238095238094
Australian Dollar(1),01/2002,0.5168666666666666
Australian Dollar(1),08/2002,0.541615
Australian Dollar(1),11/2002,0.5611285714285714
Bahrain Dinar,03/2003,0.3760000000000001
Bahrain Dinar,01/2002,0.3760000000000001
Bahrain Dinar,08/2002,0.3760000000000001
Bahrain Dinar,11/2002,0.3760000000000001
Botswana Pula(1),03/2003,0.19219285714285717
Botswana Pula(1),01/2002,0.1464409090909091
Botswana Pula(1),08/2002,0.15842857142857145
Botswana Pula(1),11/2002,0.16845263157894738
Brazilian Real,03/2003,3.4601944444444435
Brazilian Real,01/2002,2.3736249999999997
Brazilian Real,08/2002,3.113421052631579
Brazilian Real,11/2002,3.576024999999999
Brunei Dollar,03/2003,1.7527571428571427
Brunei Dollar,01/2002,1.8391047619047622
Brunei Dollar,08/2002,1.7551550000000002
Brunei Dollar,11/2002,1.764983333333333
Canadian Dollar,03/2003,1.475909523809524
Canadian Dollar,01/2002,1.600286363636364
Canadian Dollar,08/2002,1.5683899999999997
Canadian Dollar,11/2002,1.57141
Chilean Peso,03/2003,742.9335
Chilean Peso,01/2002,547.73
Chilean Peso,08/2002,701.662
Chilean Peso,11/2002,709.8405555555554
Chinese Yuan,03/2003,8.277219047619047
Chinese Yuan,01/2002,8.276663636363637
Chinese Yuan,08/2002,8.276714285714286
Chinese Yuan,11/2002,8.27713684210526
Colombian Peso,03/2003,2
Colombian Peso,01/2002,2
Colombian Peso,08/2002,2
Colombian Peso,11/2002,2
Czech Koruna,03/2003,29.392904761904756
Czech Koruna,01/2002,36.324999999999996
Czech Koruna,08/2002,31.530900000000003
Czech Koruna,11/2002,30.676052631578955
Danish Krone,03/2003,6.874709523809524
Danish Krone,01/2002,8.418019047619046
Danish Krone,08/2002,7.598314285714288
Danish Krone,11/2002,7.418209523809524
Hungarian Forint,03/2003,227.2485714285714
Hungarian Forint,01/2002,275.757619047619
Hungarian Forint,08/2002,250.92500000000004
Hungarian Forint,11/2002,237.62700000000004
Icelandic Krona,03/2003,78.78142857142856
Icelandic Krona,01/2002,102.56578947368422
Icelandic Krona,08/2002,85.89176470588235
Icelandic Krona,11/2002,86.10499999999999
Indian Rupee,03/2003,47.64105263157893
Indian Rupee,01/2002,48.33571428571429
Indian Rupee,08/2002,48.590500000000006
Indian Rupee,11/2002,48.25526315789475
Indonesian Rupiah,03/2003,8.15
Indonesian Rupiah,01/2002,NaN
Indonesian Rupiah,08/2002,8.285714285714286
Indonesian Rupiah,11/2002,8.6
Iranian Rial,03/2003,7.9375
Iranian Rial,01/2002,1
Iranian Rial,08/2002,7.05
Iranian Rial,11/2002,7.133333333333334
Israeli New Sheqel,03/2003,4.780947368421052
Israeli New Sheqel,01/2002,4.537090909090908
Israeli New Sheqel,08/2002,4.67695238095238
Israeli New Sheqel,11/2002,4.6866666666666665
Kazakhstani Tenge,03/2003,NaN
Kazakhstani Tenge,01/2002,NaN
Kazakhstani Tenge,08/2002,NaN
Kazakhstani Tenge,11/2002,NaN
Korean Won,03/2003,1
Korean Won,01/2002,1
Korean Won,08/2002,1
Korean Won,11/2002,1
Kuwaiti Dinar,03/2003,0.29977533333333334
Kuwaiti Dinar,01/2002,0.30756785714285717
Kuwaiti Dinar,08/2002,0.3018235294117647
Kuwaiti Dinar,11/2002,0.30130466666666667
Libyan Dinar(2),03/2003,1.6447399999999994
Libyan Dinar(2),01/2002,1.6447399999999994
Libyan Dinar(2),08/2002,1.6447399999999994
Libyan Dinar(2),11/2002,1.6447399999999994
Malaysian Ringgit,03/2003,3.7999999999999985
Malaysian Ringgit,01/2002,3.7999999999999985
Malaysian Ringgit,08/2002,3.7999999999999985
Malaysian Ringgit,11/2002,3.7999999999999985
Mauritian Rupee,03/2003,27.200825000000002
Mauritian Rupee,01/2002,NaN
Mauritian Rupee,08/2002,29.692473125000003
Mauritian Rupee,11/2002,NaN
Mexican Peso,03/2003,10.912390000000002
Mexican Peso,01/2002,NaN
Mexican Peso,08/2002,9.836015
Mexican Peso,11/2002,10.194068421052632
Nepalese Rupee,03/2003,78.04500000000002
Nepalese Rupee,01/2002,76.67499999999998
Nepalese Rupee,08/2002,78.27236842105265
Nepalese Rupee,11/2002,78.49499999999999
New Zealand Dollar(1),03/2003,0.5543285714285714
New Zealand Dollar(1),01/2002,0.4241815789473684
New Zealand Dollar(1),08/2002,0.464052380952381
New Zealand Dollar(1),11/2002,0.4960617647058823
Norwegian Krone,03/2003,7.26114761904762
Norwegian Krone,01/2002,8.968445454545453
Norwegian Krone,08/2002,7.601971428571429
Norwegian Krone,11/2002,7.301419999999999
Rial Omani,03/2003,0.3845
Rial Omani,01/2002,0.3845
Rial Omani,08/2002,0.3845
Rial Omani,11/2002,0.3845
Pakistani Rupee,03/2003,57.883073809523836
Pakistani Rupee,01/2002,60.71890681818183
Pakistani Rupee,08/2002,59.55930952380951
Pakistani Rupee,11/2002,58.71871904761906
Nuevo Sol,03/2003,NaN
Nuevo Sol,01/2002,NaN
Nuevo Sol,08/2002,NaN
Nuevo Sol,11/2002,NaN
Philippine Peso,03/2003,NaN
Philippine Peso,01/2002,NaN
Philippine Peso,08/2002,NaN
Philippine Peso,11/2002,NaN
Polish Zloty,03/2003,4.01206
Polish Zloty,01/2002,4.060868181818181
Polish Zloty,08/2002,4.17713
Polish Zloty,11/2002,3.947511111111111
Qatar Riyal,03/2003,3.6399999999999997
Qatar Riyal,01/2002,3.64
Qatar Riyal,08/2002,3.6399999999999997
Qatar Riyal,11/2002,3.6399999999999997
Russian Ruble,03/2003,NaN
Russian Ruble,01/2002,NaN
Russian Ruble,08/2002,NaN
Russian Ruble,11/2002,NaN
Saudi Arabian Riyal,03/2003,3.75
Saudi Arabian Riyal,01/2002,3.75
Saudi Arabian Riyal,08/2002,3.75
Saudi Arabian Riyal,11/2002,3.75
Singapore Dollar,03/2003,1.7527571428571427
Singapore Dollar,01/2002,1.8391047619047622
Singapore Dollar,08/2002,1.7551550000000002
Singapore Dollar,11/2002,1.764983333333333
South African Rand,03/2003,8.037749999999997
South African Rand,01/2002,11.587863636363634
South African Rand,08/2002,10.58735
South African Rand,11/2002,9.64275
Sri Lanka Rupee,03/2003,96.93051499999999
Sri Lanka Rupee,01/2002,93.38323888888888
Sri Lanka Rupee,08/2002,96.259575
Sri Lanka Rupee,11/2002,96.50474999999999
Swedish Krona,03/2003,8.529761904761905
Swedish Krona,01/2002,10.438081818181818
Swedish Krona,08/2002,9.472023809523808
Swedish Krona,11/2002,9.10986842105263
Swiss Franc,03/2003,1.3618105263157896
Swiss Franc,01/2002,1.666763333333333
Swiss Franc,08/2002,1.4982849999999996
Swiss Franc,11/2002,1.46644
Thai Baht,03/2003,42.739210526315794
Thai Baht,01/2002,44.01342857142858
Thai Baht,08/2002,42.16305263157895
Thai Baht,11/2002,43.32709999999999
Trinidad And Tobago Dollar,03/2003,6.2600357142857135
Trinidad And Tobago Dollar,01/2002,6.246554545454544
Trinidad And Tobago Dollar,08/2002,6.118555555555556
Trinidad And Tobago Dollar,11/2002,6.263499999999999
Tunisian Dinar,03/2003,NaN
Tunisian Dinar,01/2002,NaN
Tunisian Dinar,08/2002,NaN
Tunisian Dinar,11/2002,NaN
U.A.E. Dirham,03/2003,3.6725000000000003
U.A.E. Dirham,01/2002,3.6725
U.A.E. Dirham,08/2002,3.6725000000000003
U.A.E. Dirham,11/2002,3.6725000000000003
Peso Uruguayo,03/2003,NaN
Peso Uruguayo,01/2002,NaN
Peso Uruguayo,08/2002,NaN
Peso Uruguayo,11/2002,NaN
Bolivar Fuerte,03/2003,NaN
Bolivar Fuerte,01/2002,NaN
Bolivar Fuerte,08/2002,NaN
Bolivar Fuerte,11/2002,NaN
Euro(1),03/2003,1.0806523809523811
Euro(1),01/2002,0.8832863636363638
Euro(1),08/2002,0.9774952380952383
Euro(1),11/2002,1.0017599999999998
Euro(1),05/2002,0.9170363636363636
Japanese Yen,03/2003,118.56800000000003
Japanese Yen,01/2002,132.66473684210527
Japanese Yen,08/2002,119.05619047619045
Japanese Yen,11/2002,121.48400000000001
Japanese Yen,05/2002,126.48428571428572
U.K. Pound Sterling(1),03/2003,1.5829095238095237
U.K. Pound Sterling(1),01/2002,1.4323727272727274
U.K. Pound Sterling(1),08/2002,1.5353761904761904
U.K. Pound Sterling(1),11/2002,1.5720257142857144
U.K. Pound Sterling(1),05/2002,1.4592954545454544
U.S. Dollar,03/2003,1
U.S. Dollar,01/2002,1
U.S. Dollar,08/2002,1
U.S. Dollar,11/2002,1
U.S. Dollar,05/2002,1
Algerian Dinar,03/2003,NaN
Algerian Dinar,01/2002,NaN
Algerian Dinar,08/2002,NaN
Algerian Dinar,11/2002,NaN
Algerian Dinar,05/2002,NaN
Australian Dollar(1),03/2003,0.6023238095238094
Australian Dollar(1),01/2002,0.5168666666666666
Australian Dollar(1),08/2002,0.541615
Australian Dollar(1),11/2002,0.5611285714285714
Australian Dollar(1),05/2002,0.5490772727272728
Bahrain Dinar,03/2003,0.3760000000000001
Bahrain Dinar,01/2002,0.3760000000000001
Bahrain Dinar,08/2002,0.3760000000000001
Bahrain Dinar,11/2002,0.3760000000000001
Bahrain Dinar,05/2002,0.37600000000000006
Botswana Pula(1),03/2003,0.19219285714285717
Botswana Pula(1),01/2002,0.1464409090909091
Botswana Pula(1),08/2002,0.15842857142857145
Botswana Pula(1),11/2002,0.16845263157894738
Botswana Pula(1),05/2002,0.16088409090909092
Brazilian Real,03/2003,3.4601944444444435
Brazilian Real,01/2002,2.3736249999999997
Brazilian Real,08/2002,3.113421052631579
Brazilian Real,11/2002,3.576024999999999
Brazilian Real,05/2002,2.4719666666666664
Brunei Dollar,03/2003,1.7527571428571427
Brunei Dollar,01/2002,1.8391047619047622
Brunei Dollar,08/2002,1.7551550000000002
Brunei Dollar,11/2002,1.764983333333333
Brunei Dollar,05/2002,1.7997095238095238
Canadian Dollar,03/2003,1.475909523809524
Canadian Dollar,01/2002,1.600286363636364
Canadian Dollar,08/2002,1.5683899999999997
Canadian Dollar,11/2002,1.57141
Canadian Dollar,05/2002,1.549654545454546
Chilean Peso,03/2003,742.9335
Chilean Peso,01/2002,547.73
Chilean Peso,08/2002,701.662
Chilean Peso,11/2002,709.8405555555554
Chilean Peso,05/2002,653.9065
Chinese Yuan,03/2003,8.277219047619047
Chinese Yuan,01/2002,8.276663636363637
Chinese Yuan,08/2002,8.276714285714286
Chinese Yuan,11/2002,8.27713684210526
Chinese Yuan,05/2002,8.276990909090907
Colombian Peso,03/2003,2
Colombian Peso,01/2002,2
Colombian Peso,08/2002,2
Colombian Peso,11/2002,2
Colombian Peso,05/2002,2
Czech Koruna,03/2003,29.392904761904756
Czech Koruna,01/2002,36.324999999999996
Czech Koruna,08/2002,31.530900000000003
Czech Koruna,11/2002,30.676052631578955
Czech Koruna,05/2002,33.31185
Danish Krone,03/2003,6.874709523809524
Danish Krone,01/2002,8.418019047619046
Danish Krone,08/2002,7.598314285714288
Danish Krone,11/2002,7.418209523809524
Danish Krone,05/2002,8.113061904761903
Hungarian Forint,03/2003,227.2485714285714
Hungarian Forint,01/2002,275.757619047619
Hungarian Forint,08/2002,250.92500000000004
Hungarian Forint,11/2002,237.62700000000004
Hungarian Forint,05/2002,265.8004761904762
Icelandic Krona,03/2003,78.78142857142856
Icelandic Krona,01/2002,102.56578947368422
Icelandic Krona,08/2002,85.89176470588235
Icelandic Krona,11/2002,86.10499999999999
Icelandic Krona,05/2002,91.90941176470585
Indian Rupee,03/2003,47.64105263157893
Indian Rupee,01/2002,48.33571428571429
Indian Rupee,08/2002,48.590500000000006
Indian Rupee,11/2002,48.25526315789475
Indian Rupee,05/2002,49
Indonesian Rupiah,03/2003,8.15
Indonesian Rupiah,01/2002,NaN
Indonesian Rupiah,08/2002,8.285714285714286
Indonesian Rupiah,11/2002,8.6
Indonesian Rupiah,05/2002,8.68421052631579
Iranian Rial,03/2003,7.9375
Iranian Rial,01/2002,1
Iranian Rial,08/2002,7.05
Iranian Rial,11/2002,7.133333333333334
Iranian Rial,05/2002,7
Israeli New Sheqel,03/2003,4.780947368421052
Israeli New Sheqel,01/2002,4.537090909090908
Israeli New Sheqel,08/2002,4.67695238095238
Israeli New Sheqel,11/2002,4.6866666666666665
Israeli New Sheqel,05/2002,4.894619047619048
Kazakhstani Tenge,03/2003,NaN
Kazakhstani Tenge,01/2002,NaN
Kazakhstani Tenge,08/2002,NaN
Kazakhstani Tenge,11/2002,NaN
Kazakhstani Tenge,05/2002,NaN
Korean Won,03/2003,1
Korean Won,01/2002,1
Korean Won,08/2002,1
Korean Won,11/2002,1
Korean Won,05/2002,1
Kuwaiti Dinar,03/2003,0.29977533333333334
Kuwaiti Dinar,01/2002,0.30756785714285717
Kuwaiti Dinar,08/2002,0.3018235294117647
Kuwaiti Dinar,11/2002,0.30130466666666667
Kuwaiti Dinar,05/2002,0.30543272727272724
Libyan Dinar(2),03/2003,1.6447399999999994
Libyan Dinar(2),01/2002,1.6447399999999994
Libyan Dinar(2),08/2002,1.6447399999999994
Libyan Dinar(2),11/2002,1.6447399999999994
Libyan Dinar(2),05/2002,1.6447399999999994
Malaysian Ringgit,03/2003,3.7999999999999985
Malaysian Ringgit,01/2002,3.7999999999999985
Malaysian Ringgit,08/2002,3.7999999999999985
Malaysian Ringgit,11/2002,3.7999999999999985
Malaysian Ringgit,05/2002,3.7999999999999985
Mauritian Rupee,03/2003,27.200825000000002
Mauritian Rupee,01/2002,NaN
Mauritian Rupee,08/2002,29.692473125000003
Mauritian Rupee,11/2002,NaN
Mauritian Rupee,05/2002,NaN
Mexican Peso,03/2003,10.912390000000002
Mexican Peso,01/2002,NaN
Mexican Peso,08/2002,9.836015
Mexican Peso,11/2002,10.194068421052632
Mexican Peso,05/2002,NaN
Nepalese Rupee,03/2003,78.04500000000002
Nepalese Rupee,01/2002,76.67499999999998
Nepalese Rupee,08/2002,78.27236842105265
Nepalese Rupee,11/2002,78.49499999999999
Nepalese Rupee,05/2002,78.15869565217389
New Zealand Dollar(1),03/2003,0.5543285714285714
