currency,month,value
U.S. Dollar,02/2001,1
U.S. Dollar,09/2000,1
Algerian Dinar,02/2001,NaN
Algerian Dinar,09/2000,NaN
Australian Dollar(1),02/2001,0.5351200000000002
Australian Dollar(1),09/2000,0.55389
Bahrain Dinar,02/2001,0.3760000000000001
Bahrain Dinar,09/2000,0.3760000000000001
Botswana Pula(1),02/2001,0.18234210526315786
Botswana Pula(1),09/2000,0.19108
Brazilian Real,02/2001,1.996938888888889
Brazilian Real,09/2000,1.8373749999999998
Brunei Dollar,02/2001,1.7430550000000005
Brunei Dollar,09/2000,1.7380714285714285
Canadian Dollar,02/2001,1.5218150000000004
Canadian Dollar,09/2000,1.4861650000000002
Chilean Peso,02/2001,526.911052631579
Chilean Peso,09/2000,520.5794444444443
Chinese Yuan,02/2001,8.277057894736842
Chinese Yuan,09/2000,8.278580000000002
Colombian Peso,02/2001,2
Colombian Peso,09/2000,2
Czech Koruna,02/2001,NaN
Czech Koruna,09/2000,NaN
Danish Krone,02/2001,8.094930000000002
Danish Krone,09/2000,8.565109523809527
Hungarian Forint,02/2001,288.12850000000003
Hungarian Forint,09/2000,300.98904761904765
Icelandic Krona,02/2001,85.9485
Icelandic Krona,09/2000,83.06299999999999
Indian Rupee,02/2001,46.51888888888889
Indian Rupee,09/2000,45.88900000000001
Indonesian Rupiah,02/2001,NaN
Indonesian Rupiah,09/2000,NaN
Iranian Rial,02/2001,1
Iranian Rial,09/2000,1
Israeli New Sheqel,02/2001,NaN
Israeli New Sheqel,09/2000,NaN
Kazakhstani Tenge,02/2001,NaN
Kazakhstani Tenge,09/2000,NaN
Korean Won,02/2001,NaN
Korean Won,09/2000,NaN
Kuwaiti Dinar,02/2001,0.30629866666666666
Kuwaiti Dinar,09/2000,0.308063125
Libyan Dinar(2),02/2001,0.6619989999999999
Libyan Dinar(2),09/2000,0.6619989999999999
Malaysian Ringgit,02/2001,3.7999999999999985
Malaysian Ringgit,09/2000,3.7999999999999985
Mauritian Rupee,02/2001,NaN
Mauritian Rupee,09/2000,NaN
Mexican Peso,02/2001,NaN
Mexican Peso,09/2000,NaN
Nepalese Rupee,02/2001,74
Nepalese Rupee,09/2000,72.79761904761904
New Zealand Dollar(1),02/2001,0.4348605263157895
New Zealand Dollar(1),09/2000,0.4176714285714285
Norwegian Krone,02/2001,8.916565
Norwegian Krone,09/2000,9.20564761904762
Rial Omani,02/2001,0.3845
Rial Omani,09/2000,0.3845
Pakistani Rupee,02/2001,59.71535555555555
Pakistani Rupee,09/2000,51.791550000000015
Nuevo Sol,02/2001,NaN
Nuevo Sol,09/2000,NaN
Philippine Peso,02/2001,NaN
Philippine Peso,09/2000,NaN
Polish Zloty,02/2001,NaN
Polish Zloty,09/2000,NaN
Qatar Riyal,02/2001,3.6399999999999997
Qatar Riyal,09/2000,3.6399999999999997
Russian Ruble,02/2001,NaN
Russian Ruble,09/2000,NaN
Saudi Arabian Riyal,02/2001,3.7449999999999997
Saudi Arabian Riyal,09/2000,3.7449999999999997
Singapore Dollar,02/2001,1.7430550000000005
Singapore Dollar,09/2000,1.7380714285714285
South African Rand,02/2001,7.8086
South African Rand,09/2000,7.162499999999999
Sri Lanka Rupee,02/2001,86.97578235294117
Sri Lanka Rupee,09/2000,77.53999999999999
Swedish Krona,02/2001,9.735710000000001
Swedish Krona,09/2000,9.656904761904766
Swiss Franc,02/2001,1.6668749999999997
Swiss Franc,09/2000,1.7569619047619045
Thai Baht,02/2001,42.63857894736842
Thai Baht,09/2000,41.8359
Trinidad And Tobago Dollar,02/2001,6.267827777777778
Trinidad And Tobago Dollar,09/2000,6.275535
Tunisian Dinar,02/2001,NaN
Tunisian Dinar,09/2000,NaN
U.A.E. Dirham,02/2001,3.6725000000000003
U.A.E. Dirham,09/2000,3.6725000000000003
Peso Uruguayo,02/2001,NaN
Peso Uruguayo,09/2000,NaN
Bolivar Fuerte,02/2001,NaN
Bolivar Fuerte,09/2000,NaN
Euro(1),02/2001,0.921705
Euro(1),09/2000,0.8721142857142856
Euro(1),03/2000,0.9643434782608697
Japanese Yen,02/2001,116.03736842105263
Japanese Yen,09/2000,106.752
Japanese Yen,03/2000,106.70681818181819
U.K. Pound Sterling(1),02/2001,1.4538499999999999
U.K. Pound Sterling(1),09/2000,1.4345333333333334
U.K. Pound Sterling(1),03/2000,1.5797565217391305
U.S. Dollar,02/2001,1
U.S. Dollar,09/2000,1
U.S. Dollar,03/2000,1
Algerian Dinar,02/2001,NaN
Algerian Dinar,09/2000,NaN
Algerian Dinar,03/2000,NaN
Australian Dollar(1),02/2001,0.5351200000000002
Australian Dollar(1),09/2000,0.55389
Australian Dollar(1),03/2000,0.6096130434782608
Bahrain Dinar,02/2001,0.3760000000000001
Bahrain Dinar,09/2000,0.3760000000000001
Bahrain Dinar,03/2000,0.37600000000000006
Botswana Pula(1),02/2001,0.18234210526315786
Botswana Pula(1),09/2000,0.19108
Botswana Pula(1),03/2000,0.20811739130434787
Brazilian Real,02/2001,1.996938888888889
Brazilian Real,09/2000,1.8373749999999998
Brazilian Real,03/2000,1.742585
Brunei Dollar,02/2001,1.7430550000000005
Brunei Dollar,09/2000,1.7380714285714285
Brunei Dollar,03/2000,1.7153090909090907
Canadian Dollar,02/2001,1.5218150000000004
Canadian Dollar,09/2000,1.4861650000000002
Canadian Dollar,03/2000,1.460582608695652
Chilean Peso,02/2001,526.911052631579
Chilean Peso,09/2000,520.5794444444443
Chilean Peso,03/2000,505.51863636363635
Chinese Yuan,02/2001,8.277057894736842
Chinese Yuan,09/2000,8.278580000000002
Chinese Yuan,03/2000,8.278560869565215
Colombian Peso,02/2001,2
Colombian Peso,09/2000,2
Colombian Peso,03/2000,1
Czech Koruna,02/2001,NaN
Czech Koruna,09/2000,NaN
Czech Koruna,03/2000,NaN
Danish Krone,02/2001,8.094930000000002
Danish Krone,09/2000,8.565109523809527
Danish Krone,03/2000,7.715734782608696
Hungarian Forint,02/2001,288.12850000000003
Hungarian Forint,09/2000,300.98904761904765
Hungarian Forint,03/2000,266.41590909090905
Icelandic Krona,02/2001,85.9485
Icelandic Krona,09/2000,83.06299999999999
Icelandic Krona,03/2000,73.6290909090909
Indian Rupee,02/2001,46.51888888888889
Indian Rupee,09/2000,45.88900000000001
Indian Rupee,03/2000,43.58857142857144
Indonesian Rupiah,02/2001,NaN
Indonesian Rupiah,09/2000,NaN
Indonesian Rupiah,03/2000,NaN
Iranian Rial,02/2001,1
Iranian Rial,09/2000,1
Iranian Rial,03/2000,1
Israeli New Sheqel,02/2001,NaN
Israeli New Sheqel,09/2000,NaN
Israeli New Sheqel,03/2000,NaN
Kazakhstani Tenge,02/2001,NaN
Kazakhstani Tenge,09/2000,NaN
Kazakhstani Tenge,03/2000,NaN
Korean Won,02/2001,NaN
Korean Won,09/2000,NaN
Korean Won,03/2000,1
Kuwaiti Dinar,02/2001,0.30629866666666666
Kuwaiti Dinar,09/2000,0.308063125
Kuwaiti Dinar,03/2000,0.3063950000000001
Libyan Dinar(2),02/2001,0.6619989999999999
Libyan Dinar(2),09/2000,0.6619989999999999
Libyan Dinar(2),03/2000,0.6341149999999997
Malaysian Ringgit,02/2001,3.7999999999999985
Malaysian Ringgit,09/2000,3.7999999999999985
Malaysian Ringgit,03/2000,3.7999999999999985
Mauritian Rupee,02/2001,NaN
Mauritian Rupee,09/2000,NaN
Mauritian Rupee,03/2000,NaN
Mexican Peso,02/2001,NaN
Mexican Peso,09/2000,NaN
Mexican Peso,03/2000,NaN
Nepalese Rupee,02/2001,74
Nepalese Rupee,09/2000,72.79761904761904
Nepalese Rupee,03/2000,69.02
New Zealand Dollar(1),02/2001,0.4348605263157895
New Zealand Dollar(1),09/2000,0.4176714285714285
New Zealand Dollar(1),03/2000,0.490625
Norwegian Krone,02/2001,8.916565
Norwegian Krone,09/2000,9.20564761904762
Norwegian Krone,03/2000,8.411121739130435
Rial Omani,02/2001,0.3845
Rial Omani,09/2000,0.3845
Rial Omani,03/2000,0.38449999999999995
Pakistani Rupee,02/2001,59.71535555555555
Pakistani Rupee,09/2000,51.791550000000015
Pakistani Rupee,03/2000,51.801499999999976
Nuevo Sol,02/2001,NaN
Nuevo Sol,09/2000,NaN
Nuevo Sol,03/2000,NaN
Philippine Peso,02/2001,NaN
Philippine Peso,09/2000,NaN
Philippine Peso,03/2000,NaN
Polish Zloty,02/2001,NaN
Polish Zloty,09/2000,NaN
Polish Zloty,03/2000,NaN
Qatar Riyal,02/2001,3.6399999999999997
Qatar Riyal,09/2000,3.6399999999999997
Qatar Riyal,03/2000,3.64
Russian Ruble,02/2001,NaN
Russian Ruble,09/2000,NaN
Russian Ruble,03/2000,NaN
Saudi Arabian Riyal,02/2001,3.7449999999999997
Saudi Arabian Riyal,09/2000,3.7449999999999997
Saudi Arabian Riyal,03/2000,3.745
Singapore Dollar,02/2001,1.7430550000000005
Singapore Dollar,09/2000,1.7380714285714285
Singapore Dollar,03/2000,1.7153090909090907
South African Rand,02/2001,7.8086
South African Rand,09/2000,7.162499999999999
South African Rand,03/2000,6.463690476190475
Sri Lanka Rupee,02/2001,86.97578235294117
Sri Lanka Rupee,09/2000,77.53999999999999
Sri Lanka Rupee,03/2000,73.08545454545454
Swedish Krona,02/2001,9.735710000000001
Swedish Krona,09/2000,9.656904761904766
Swedish Krona,03/2000,8.694565217391302
Swiss Franc,02/2001,1.6668749999999997
Swiss Franc,09/2000,1.7569619047619045
Swiss Franc,03/2000,1.6640434782608693
Thai Baht,02/2001,42.63857894736842
Thai Baht,09/2000,41.8359
Thai Baht,03/2000,37.90057142857143
Trinidad And Tobago Dollar,02/2001,6.267827777777778
Trinidad And Tobago Dollar,09/2000,6.275535
Trinidad And Tobago Dollar,03/2000,6.274835000000001
Tunisian Dinar,02/2001,NaN
Tunisian Dinar,09/2000,NaN
Tunisian Dinar,03/2000,NaN
U.A.E. Dirham,02/2001,3.6725000000000003
U.A.E. Dirham,09/2000,3.6725000000000003
U.A.E. Dirham,03/2000,3.6725
Peso Uruguayo,02/2001,NaN
Peso Uruguayo,09/2000,NaN
Peso Uruguayo,03/2000,NaN
Bolivar Fuerte,02/2001,NaN
Bolivar Fuerte,09/2000,NaN
Bolivar Fuerte,03/2000,NaN
Euro(1),02/2001,0.921705
Euro(1),09/2000,0.8721142857142856
Euro(1),03/2000,0.9643434782608697
Euro(1),08/2000,0.9040565217391304
Japanese Yen,02/2001,116.03736842105263
Japanese Yen,09/2000,106.752
Japanese Yen,03/2000,106.70681818181819
Japanese Yen,08/2000,108.0730434782609
U.K. Pound Sterling(1),02/2001,1.4538499999999999
U.K. Pound Sterling(1),09/2000,1.4345333333333334
U.K. Pound Sterling(1),03/2000,1.5797565217391305
U.K. Pound Sterling(1),08/2000,1.4898863636363635
U.S. Dollar,02/2001,1
U.S. Dollar,09/2000,1
U.S. Dollar,03/2000,1
U.S. Dollar,08/2000,1
Algerian Dinar,02/2001,NaN
Algerian Dinar,09/2000,NaN
Algerian Dinar,03/2000,NaN
Algerian Dinar,08/2000,NaN
Australian Dollar(1),02/2001,0.5351200000000002
Australian Dollar(1),09/2000,0.55389
Australian Dollar(1),03/2000,0.6096130434782608
Australian Dollar(1),08/2000,0.581704347826087
Bahrain Dinar,02/2001,0.3760000000000001
Bahrain Dinar,09/2000,0.3760000000000001
Bahrain Dinar,03/2000,0.37600000000000006
Bahrain Dinar,08/2000,0.37600000000000006
Botswana Pula(1),02/2001,0.18234210526315786
Botswana Pula(1),09/2000,0.19108
Botswana Pula(1),03/2000,0.20811739130434787
Botswana Pula(1),08/2000,0.1937086956521739
Brazilian Real,02/2001,1.996938888888889
Brazilian Real,09/2000,1.8373749999999998
Brazilian Real,03/2000,1.742585
Brazilian Real,08/2000,1.8063260869565223
Brunei Dollar,02/2001,1.7430550000000005
Brunei Dollar,09/2000,1.7380714285714285
Brunei Dollar,03/2000,1.7153090909090907
Brunei Dollar,08/2000,1.7197173913043475
Canadian Dollar,02/2001,1.5218150000000004
Canadian Dollar,09/2000,1.4861650000000002
Canadian Dollar,03/2000,1.460582608695652
Canadian Dollar,08/2000,1.4790173913043478
Chilean Peso,02/2001,526.911052631579
Chilean Peso,09/2000,520.5794444444443
Chilean Peso,03/2000,505.51863636363635
Chilean Peso,08/2000,517.3135
Chinese Yuan,02/2001,8.277057894736842
Chinese Yuan,09/2000,8.278580000000002
Chinese Yuan,03/2000,8.278560869565215
Chinese Yuan,08/2000,8.279569565217392
Colombian Peso,02/2001,2
Colombian Peso,09/2000,2
Colombian Peso,03/2000,1
Colombian Peso,08/2000,2
Czech Koruna,02/2001,NaN
Czech Koruna,09/2000,NaN
Czech Koruna,03/2000,NaN
Czech Koruna,08/2000,NaN
Danish Krone,02/2001,8.094930000000002
Danish Krone,09/2000,8.565109523809527
Danish Krone,03/2000,7.715734782608696
Danish Krone,08/2000,8.240386956521741
Hungarian Forint,02/2001,288.12850000000003
Hungarian Forint,09/2000,300.98904761904765
Hungarian Forint,03/2000,266.41590909090905
Hungarian Forint,08/2000,288.18260869565216
Icelandic Krona,02/2001,85.9485
Icelandic Krona,09/2000,83.06299999999999
Icelandic Krona,03/2000,73.6290909090909
Icelandic Krona,08/2000,79.96304347826087
Indian Rupee,02/2001,46.51888888888889
Indian Rupee,09/2000,45.88900000000001
Indian Rupee,03/2000,43.58857142857144
Indian Rupee,08/2000,45.69181818181818
Indonesian Rupiah,02/2001,NaN
Indonesian Rupiah,09/2000,NaN
Indonesian Rupiah,03/2000,NaN
Indonesian Rupiah,08/2000,NaN
Iranian Rial,02/2001,1
Iranian Rial,09/2000,1
Iranian Rial,03/2000,1
Iranian Rial,08/2000,1
Israeli New Sheqel,02/2001,NaN
Israeli New Sheqel,09/2000,NaN
Israeli New Sheqel,03/2000,NaN
Israeli New Sheqel,08/2000,NaN
Kazakhstani Tenge,02/2001,NaN
Kazakhstani Tenge,09/2000,NaN
Kazakhstani Tenge,03/2000,NaN
Kazakhstani Tenge,08/2000,NaN
Korean Won,02/2001,NaN
Korean Won,09/2000,NaN
Korean Won,03/2000,1
Korean Won,08/2000,NaN
Kuwaiti Dinar,02/2001,0.30629866666666666
Kuwaiti Dinar,09/2000,0.308063125
Kuwaiti Dinar,03/2000,0.3063950000000001
Kuwaiti Dinar,08/2000,0.30776700000000007
Libyan Dinar(2),02/2001,0.6619989999999999
Libyan Dinar(2),09/2000,0.6619989999999999
Libyan Dinar(2),03/2000,0.6341149999999997
Libyan Dinar(2),08/2000,0.6619989999999999
Malaysian Ringgit,02/2001,3.7999999999999985
Malaysian Ringgit,09/2000,3.7999999999999985
Malaysian Ringgit,03/2000,3.7999999999999985
Malaysian Ringgit,08/2000,3.7999999999999985
Mauritian Rupee,02/2001,NaN
Mauritian Rupee,09/2000,NaN
Mauritian Rupee,03/2000,NaN
Mauritian Rupee,08/2000,NaN
Mexican Peso,02/2001,NaN
Mexican Peso,09/2000,NaN
Mexican Peso,03/2000,NaN
Mexican Peso,08/2000,NaN
Nepalese Rupee,02/2001,74
Nepalese Rupee,09/2000,72.79761904761904
Nepalese Rupee,03/2000,69.02
Nepalese Rupee,08/2000,72.15652173913041
New Zealand Dollar(1),02/2001,0.4348605263157895
New Zealand Dollar(1),09/2000,0.4176714285714285
New Zealand Dollar(1),03/2000,0.490625
New Zealand Dollar(1),08/2000,0.44613863636363643
Norwegian Krone,02/2001,8.916565
Norwegian Krone,09/2000,9.20564761904762
Norwegian Krone,03/2000,8.411121739130435
Norwegian Krone,08/2000,8.955573913043478
Rial Omani,02/2001,0.3845
Rial Omani,09/2000,0.3845
Rial Omani,03/2000,0.38449999999999995
Rial Omani,08/2000,0.38449999999999995
Pakistani Rupee,02/2001,59.71535555555555
Pakistani Rupee,09/2000,51.791550000000015
Pakistani Rupee,03/2000,51.801499999999976
Pakistani Rupee,08/2000,51.79155000000001
Nuevo Sol,02/2001,NaN
Nuevo Sol,09/2000,NaN
Nuevo Sol,03/2000,NaN
Nuevo Sol,08/2000,NaN
Philippine Peso,02/2001,NaN
Philippine Peso,09/2000,NaN
Philippine Peso,03/2000,NaN
Philippine Peso,08/2000,NaN
Polish Zloty,02/2001,NaN
Polish Zloty,09/2000,NaN
Polish Zloty,03/2000,NaN
Polish Zloty,08/2000,NaN
Qatar Riyal,02/2001,3.6399999999999997
Qatar Riyal,09/2000,3.6399999999999997
Qatar Riyal,03/2000,3.64
Qatar Riyal,08/2000,3.64
Russian Ruble,02/2001,NaN
Russian Ruble,09/2000,NaN
Russian Ruble,03/2000,NaN
Russian Ruble,08/2000,NaN
Saudi Arabian Riyal,02/2001,3.7449999999999997
Saudi Arabian Riyal,09/2000,3.7449999999999997
Saudi Arabian Riyal,03/2000,3.745
Saudi Arabian Riyal,08/2000,3.745
Singapore Dollar,02/2001,1.7430550000000005
Singapore Dollar,09/2000,1.7380714285714285
Singapore Dollar,03/2000,1.7153090909090907
Singapore Dollar,08/2000,1.7197173913043475
South African Rand,02/2001,7.8086
South African Rand,09/2000,7.162499999999999
South African Rand,03/2000,6.463690476190475
South African Rand,08/2000,6.954121904761905
Sri Lanka Rupee,02/2001,86.97578235294117
Sri Lanka Rupee,09/2000,77.53999999999999
Sri Lanka Rupee,03/2000,73.08545454545454
Sri Lanka Rupee,08/2000,77.53999999999998
Swedish Krona,02/2001,9.735710000000001
Swedish Krona,09/2000,9.656904761904766
Swedish Krona,03/2000,8.694565217391302
Swedish Krona,08/2000,9.27336956521739
Swiss Franc,02/2001,1.6668749999999997
Swiss Franc,09/2000,1.7569619047619045
Swiss Franc,03/2000,1.6640434782608693
Swiss Franc,08/2000,1.7151434782608697
Thai Baht,02/2001,42.63857894736842
Thai Baht,09/2000,41.8359
Thai Baht,03/2000,37.90057142857143
Thai Baht,08/2000,40.88977777777779
Trinidad And Tobago Dollar,02/2001,6.267827777777778
Trinidad And Tobago Dollar,09/2000,6.275535
Trinidad And Tobago Dollar,03/2000,6.274835000000001
Trinidad And Tobago Dollar,08/2000,6.275340909090909
Tunisian Dinar,02/2001,NaN
Tunisian Dinar,09/2000,NaN
Tunisian Dinar,03/2000,NaN
Tunisian Dinar,08/2000,NaN
U.A.E. Dirham,02/2001,3.6725000000000003
U.A.E. Dirham,09/2000,3.6725000000000003
U.A.E. Dirham,03/2000,3.6725
U.A.E. Dirham,08/2000,3.6725
Peso Uruguayo,02/2001,NaN
Peso Uruguayo,09/2000,NaN
Peso Uruguayo,03/2000,NaN
Peso Uruguayo,08/2000,NaN
Bolivar Fuerte,02/2001,NaN
Bolivar Fuerte,09/2000,NaN
Bolivar Fuerte,03/2000,NaN
Bolivar Fuerte,08/2000,NaN
Euro(1),02/2001,0.921705
Euro(1),09/2000,0.8721142857142856
Euro(1),03/2000,0.9643434782608697
Euro(1),08/2000,0.9040565217391304
Euro(1),12/2000,0.8954722222222222
Japanese Yen,02/2001,116.03736842105263
Japanese Yen,09/2000,106.752
Japanese Yen,03/2000,106.70681818181819
Japanese Yen,08/2000,108.0730434782609
Japanese Yen,12/2000,112.071
U.K. Pound Sterling(1),02/2001,1.4538499999999999
U.K. Pound Sterling(1),09/2000,1.4345333333333334
U.K. Pound Sterling(1),03/2000,1.5797565217391305
U.K. Pound Sterling(1),08/2000,1.4898863636363635
U.K. Pound Sterling(1),12/2000,1.459938888888889
U.S. Dollar,02/2001,1
U.S. Dollar,09/2000,1
U.S. Dollar,03/2000,1
U.S. Dollar,08/2000,1
U.S. Dollar,12/2000,1
Algerian Dinar,02/2001,NaN
Algerian Dinar,09/2000,NaN
Algerian Dinar,03/2000,NaN
Algerian Dinar,08/2000,NaN
Algerian Dinar,12/2000,NaN
Australian Dollar(1),02/2001,0.5351200000000002
Australian Dollar(1),09/2000,0.55389
Australian Dollar(1),03/2000,0.6096130434782608
Australian Dollar(1),08/2000,0.581704347826087
Australian Dollar(1),12/2000,0.5462722222222222
Bahrain Dinar,02/2001,0.3760000000000001
Bahrain Dinar,09/2000,0.3760000000000001
Bahrain Dinar,03/2000,0.37600000000000006
Bahrain Dinar,08/2000,0.37600000000000006
Bahrain Dinar,12/2000,0.3760000000000001
Botswana Pula(1),02/2001,0.18234210526315786
Botswana Pula(1),09/2000,0.19108
Botswana Pula(1),03/2000,0.20811739130434787
Botswana Pula(1),08/2000,0.1937086956521739
Botswana Pula(1),12/2000,0.18485000000000001
Brazilian Real,02/2001,1.996938888888889
Brazilian Real,09/2000,1.8373749999999998
Brazilian Real,03/2000,1.742585
Brazilian Real,08/2000,1.8063260869565223
Brazilian Real,12/2000,1.963157894736842
Brunei Dollar,02/2001,1.7430550000000005
Brunei Dollar,09/2000,1.7380714285714285
Brunei Dollar,03/2000,1.7153090909090907
Brunei Dollar,08/2000,1.7197173913043475
Brunei Dollar,12/2000,1.7368611111111107
Canadian Dollar,02/2001,1.5218150000000004
Canadian Dollar,09/2000,1.4861650000000002
Canadian Dollar,03/2000,1.460582608695652
Canadian Dollar,08/2000,1.4790173913043478
Canadian Dollar,12/2000,1.523672222222222
Chilean Peso,02/2001,526.911052631579
Chilean Peso,09/2000,520.5794444444443
Chilean Peso,03/2000,505.51863636363635
Chilean Peso,08/2000,517.3135
Chilean Peso,12/2000,524.7122222222222
Chinese Yuan,02/2001,8.277057894736842
Chinese Yuan,09/2000,8.278580000000002
Chinese Yuan,03/2000,8.278560869565215
Chinese Yuan,08/2000,8.279569565217392
Chinese Yuan,12/2000,8.277131578947369
Colombian Peso,02/2001,2
Colombian Peso,09/2000,2
Colombian Peso,03/2000,1
Colombian Peso,08/2000,2
Colombian Peso,12/2000,2
Czech Koruna,02/2001,NaN
Czech Koruna,09/2000,NaN
Czech Koruna,03/2000,NaN
Czech Koruna,08/2000,NaN
Czech Koruna,12/2000,NaN
Danish Krone,02/2001,8.094930000000002
Danish Krone,09/2000,8.565109523809527
Danish Krone,03/2000,7.715734782608696
Danish Krone,08/2000,8.240386956521741
Danish Krone,12/2000,8.327455555555556
Hungarian Forint,02/2001,288.12850000000003
Hungarian Forint,09/2000,300.98904761904765
Hungarian Forint,03/2000,266.41590909090905
Hungarian Forint,08/2000,288.18260869565216
Hungarian Forint,12/2000,295.9983333333332
Icelandic Krona,02/2001,85.9485
Icelandic Krona,09/2000,83.06299999999999
Icelandic Krona,03/2000,73.6290909090909
Icelandic Krona,08/2000,79.96304347826087
Icelandic Krona,12/2000,86.34294117647059
Indian Rupee,02/2001,46.51888888888889
Indian Rupee,09/2000,45.88900000000001
Indian Rupee,03/2000,43.58857142857144
Indian Rupee,08/2000,45.69181818181818
Indian Rupee,12/2000,46.750555555555565
Indonesian Rupiah,02/2001,NaN
Indonesian Rupiah,09/2000,NaN
Indonesian Rupiah,03/2000,NaN
Indonesian Rupiah,08/2000,NaN
Indonesian Rupiah,12/2000,NaN
Iranian Rial,02/2001,1
Iranian Rial,09/2000,1
Iranian Rial,03/2000,1
Iranian Rial,08/2000,1
Iranian Rial,12/2000,1
Israeli New Sheqel,02/2001,NaN
Israeli New Sheqel,09/2000,NaN
Israeli New Sheqel,03/2000,NaN
Israeli New Sheqel,08/2000,NaN
Israeli New Sheqel,12/2000,NaN
Kazakhstani Tenge,02/2001,NaN
Kazakhstani Tenge,09/2000,NaN
Kazakhstani Tenge,03/2000,NaN
Kazakhstani Tenge,08/2000,NaN
Kazakhstani Tenge,12/2000,NaN
Korean Won,02/2001,NaN
Korean Won,09/2000,NaN
Korean Won,03/2000,1
Korean Won,08/2000,NaN
Korean Won,12/2000,NaN
Kuwaiti Dinar,02/2001,0.30629866666666666
Kuwaiti Dinar,09/2000,0.308063125
Kuwaiti Dinar,03/2000,0.3063950000000001
Kuwaiti Dinar,08/2000,0.30776700000000007
Kuwaiti Dinar,12/2000,0.3063053846153846
Libyan Dinar(2),02/2001,0.6619989999999999
Libyan Dinar(2),09/2000,0.6619989999999999
Libyan Dinar(2),03/2000,0.6341149999999997
Libyan Dinar(2),08/2000,0.6619989999999999
Libyan Dinar(2),12/2000,0.6619989999999999
Malaysian Ringgit,02/2001,3.7999999999999985
Malaysian Ringgit,09/2000,3.7999999999999985
Malaysian Ringgit,03/2000,3.7999999999999985
Malaysian Ringgit,08/2000,3.7999999999999985
Malaysian Ringgit,12/2000,3.7999999999999985
Mauritian Rupee,02/2001,NaN
Mauritian Rupee,09/2000,NaN
Mauritian Rupee,03/2000,NaN
Mauritian Rupee,08/2000,NaN
Mauritian Rupee,12/2000,NaN
Mexican Peso,02/2001,NaN
Mexican Peso,09/2000,NaN
Mexican Peso,03/2000,NaN
Mexican Peso,08/2000,NaN
Mexican Peso,12/2000,NaN
Nepalese Rupee,02/2001,74
Nepalese Rupee,09/2000,72.79761904761904
Nepalese Rupee,03/2000,69.02
Nepalese Rupee,08/2000,72.15652173913041
Nepalese Rupee,12/2000,74.29999999999998
New Zealand Dollar(1),02/2001,0.4348605263157895
New Zealand Dollar(1),09/2000,0.4176714285714285
New Zealand Dollar(1),03/2000,0.490625
New Zealand Dollar(1),08/2000,0.44613863636363643
New Zealand Dollar(1),12/2000,0.42894411764705875
Norwegian Krone,02/2001,8.916565
Norwegian Krone,09/2000,9.20564761904762
Norwegian Krone,03/2000,8.411121739130435
Norwegian Krone,08/2000,8.955573913043478
Norwegian Krone,12/2000,9.078294444444445
Rial Omani,02/2001,0.3845
Rial Omani,09/2000,0.3845
Rial Omani,03/2000,0.38449999999999995
Rial Omani,08/2000,0.38449999999999995
Rial Omani,12/2000,0.3845
