value,type,filename,urban,ynm,attended,level,numerical,inadequate,urban.inadequate,rural.inadequate
primary,school,Tajikistan MICS 2005 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
uncovered adobe,wall,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
stone with mud,wall,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
NAN,wall,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
cement blocks,wall,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
covered adobe,wall,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
reused wood,wall,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
bricks,wall,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
cement,wall,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
other,wall,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
stone with lime/cement,wall,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
wood planks/shingles,wall,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
plywood,wall,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
earth/sand,floor,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
wood,floor,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
cement,floor,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
ceramic tiles,floor,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
vinyl or asphalt strips,floor,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
parquet or polished wood,floor,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
carpet,floor,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
other,floor,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
surface water,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
public tap/standpipe,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
unprotected spring,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
protected spring,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
piped into yard or plot,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,0,0
piped into dwelling,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,0,0
protected well,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
unprotected well,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
rainwater collection,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
tanker-truck,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
tubewell/borehole,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
cart with small tank/drum,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
pit latrine with slab,toilets,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
no facilities or bush or field,toilets,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
pit latrine without slab/open pit,toilets,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
flush to septic tank,toilets,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
other,toilets,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
flush to pit (latrine),toilets,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
ventilated improved pit latrine (vip),toilets,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
flush to piped sewer system,toilets,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
flush to somewhere else,toilets,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
flush to unknown place/not sure/dk where,toilets,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
bucket,toilets,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
NAN,ynm,Tajikistan MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Tajikistan MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Tajikistan MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Tajikistan MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Tajikistan MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
secondary,school,Tajikistan MICS 2005 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
urban,urban.rural,Tajikistan MICS 2005 SPSS Datasets,1,,,,NAN,NAN,NAN,NAN
special secondary,school,Tajikistan MICS 2005 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
no,ynm,Tajikistan MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
yes,attended,Tajikistan MICS 2005 SPSS Datasets,,,1,,NAN,NAN,NAN,NAN
yes,ynm,Tajikistan MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
dk,school,Thailand MICS 2005-2006 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
1,ynm,Thailand MICS 2005-2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Thailand MICS 2005-2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Thailand MICS 2005-2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Thailand MICS 2005-2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
higher,school,Thailand MICS 2005-2006 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
2,ynm,Thailand MICS 2005-2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Thailand MICS 2005-2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Thailand MICS 2005-2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Thailand MICS 2005-2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
rural,urban.rural,Thailand MICS 2005-2006 SPSS Datasets,0,,,,NAN,NAN,NAN,NAN
NAN,attended,Thailand MICS 2005-2006 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,school,Thailand MICS 2005-2006 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
3,ynm,Thailand MICS 2005-2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Thailand MICS 2005-2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Thailand MICS 2005-2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
non-standard curriculum,school,Thailand MICS 2005-2006 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
no,attended,Thailand MICS 2005-2006 SPSS Datasets,,,0,,NAN,NAN,NAN,NAN
preschool/kindergarten,school,Thailand MICS 2005-2006 SPSS Datasets,,,,preschool,NAN,NAN,NAN,NAN
other,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
primary,school,Thailand MICS 2005-2006 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
shera wood,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
cement,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
zinc,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
wood planks/shingles,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
cement blocks,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
stone with lime/cement,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
tile,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
plywood,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
bricks,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
reused wood,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
other,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
bamboo,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
cane/palm/trunks,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
no walls,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
carton,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
dirt,wall,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
wood planks,floor,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
ceramic tiles,floor,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
parquet or polished wood,floor,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
cement,floor,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
vinyl or asphalt strips,floor,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
marble,floor,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
polished stone,floor,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
other,floor,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
carpet,floor,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
palm/bamboo,floor,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
earth/sand,floor,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
bottled water,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,0,0
piped into dwelling,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,0,0
rainwater collection,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,1,1
tanker-truck,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,1,1
piped into yard or plot,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,0,0
tubewell/borehole,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,1,0
unprotected well,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,1,1
protected well,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,1,0
surface water,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,1,1
public tap/standpipe,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,1,0
unprotected spring,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,1,1
protected spring,water,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,1,0
flush to piped sewer system,toilets,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
flush to septic tank,toilets,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
flush to unknown place/not sure/dk where,toilets,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
pit latrine with slab,toilets,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
flush to pit (latrine),toilets,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
other,toilets,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
flush to somewhere else,toilets,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
no facilities or bush or field,toilets,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
pit latrine without slab/open pit,toilets,Thailand MICS 2005-2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
NAN,ynm,Thailand MICS 2005-2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Thailand MICS 2005-2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Thailand MICS 2005-2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Thailand MICS 2005-2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Thailand MICS 2005-2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
secondary,school,Thailand MICS 2005-2006 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
urban,urban.rural,Thailand MICS 2005-2006 SPSS Datasets,1,,,,NAN,NAN,NAN,NAN
no,ynm,Thailand MICS 2005-2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
yes,attended,Thailand MICS 2005-2006 SPSS Datasets,,,1,,NAN,NAN,NAN,NAN
yes,ynm,Thailand MICS 2005-2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
bachelor,school,Thailand_MICS4_Datasets,,,,higher,NAN,NAN,NAN,NAN
municipal,urban.rural,Thailand_MICS4_Datasets,1,,,,NAN,NAN,NAN,NAN
non-municipal,urban.rural,Thailand_MICS4_Datasets,0,,,,NAN,NAN,NAN,NAN
diploma,school,Thailand_MICS4_Datasets,,,,higher,NAN,NAN,NAN,NAN
bottled water,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,0,0
dk,school,Thailand_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
doctorate,school,Thailand_MICS4_Datasets,,,,higher,NAN,NAN,NAN,NAN
cart with small tank / drum,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,1,1
1,ynm,Thailand_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Thailand_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Thailand_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Thailand_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
lower secondary,school,Thailand_MICS4_Datasets,,,,secondary,NAN,NAN,NAN,NAN
master,school,Thailand_MICS4_Datasets,,,,higher,NAN,NAN,NAN,NAN
2,ynm,Thailand_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Thailand_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Thailand_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Thailand_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
NAN,attended,Thailand_MICS4_Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,NAN,NAN
NAN,school,Thailand_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
3,ynm,Thailand_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Thailand_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Thailand_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Thailand_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
no,attended,Thailand_MICS4_Datasets,,,0,,NAN,NAN,NAN,NAN
preschool/kindergarten,school,Thailand_MICS4_Datasets,,,,preschool,NAN,NAN,NAN,NAN
other,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,NAN,NAN
"piped into compound, yard or plot",water,Thailand_MICS4_Datasets,,,,,NAN,NAN,0,0
piped into dwelling,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,0,0
piped to neighbour,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,1,0
primary,school,Thailand_MICS4_Datasets,,,,primary,NAN,NAN,NAN,NAN
protected spring,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,1,0
NAN,ynm,Thailand_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Thailand_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Thailand_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Thailand_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Thailand_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
stone with cement,wall,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
cement,wall,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
bricks,wall,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
NAN,wall,Thailand_MICS4_Datasets,,,,,NAN,NAN,NAN,NAN
wood planks / shingles,wall,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
"half cement, half wood",wall,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
other,wall,Thailand_MICS4_Datasets,,,,,NAN,NAN,NAN,NAN
plywood,wall,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
cement blocks,wall,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
reused wood,wall,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
missing,wall,Thailand_MICS4_Datasets,,,,,NAN,NAN,NAN,NAN
cane/palm/trunks,wall,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
stone with mud,wall,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
bamboo,wall,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
no walls,wall,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
cardboard,wall,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
cement,floor,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
ceramic tiles,floor,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
vinyl or asphalt strips,floor,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
NAN,floor,Thailand_MICS4_Datasets,,,,,NAN,NAN,NAN,NAN
parquet or polished wood,floor,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
"half cement/mortar, half wood",floor,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
wood planks,floor,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
other,floor,Thailand_MICS4_Datasets,,,,,NAN,NAN,NAN,NAN
palm / bamboo,floor,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
earth / sand,floor,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
missing,floor,Thailand_MICS4_Datasets,,,,,NAN,NAN,NAN,NAN
protected well,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,1,0
public tap / standpipe,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,1,0
flush to septic tank,toilets,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
flush to piped sewer system,toilets,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
NAN,toilets,Thailand_MICS4_Datasets,,,,,NAN,NAN,NAN,NAN
flush to pit (latrine),toilets,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
"no facility, bush, field",toilets,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
flush to somewhere else,toilets,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
flush to unknown place / not sure / dk where,toilets,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
other,toilets,Thailand_MICS4_Datasets,,,,,NAN,NAN,NAN,NAN
bucket,toilets,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
pit latrine without slab / open pit,toilets,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
pit latrine with slab,toilets,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
ventilated improved pit latrine (vip),toilets,Thailand_MICS4_Datasets,,,,,NAN,0,NAN,NAN
"hanging toilet, hanging latrine",toilets,Thailand_MICS4_Datasets,,,,,NAN,1,NAN,NAN
rainwater collection,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,1,1
no,ynm,Thailand_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
"surface water (river, stream, dam, lake, pond, canal, irrigation channel)",water,Thailand_MICS4_Datasets,,,,,NAN,NAN,1,1
technical vacational,school,Thailand_MICS4_Datasets,,,,higher,NAN,NAN,NAN,NAN
tanker-truck,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,1,1
yes,attended,Thailand_MICS4_Datasets,,,1,,NAN,NAN,NAN,NAN
"tube well, borehole",water,Thailand_MICS4_Datasets,,,,,NAN,NAN,1,0
upper secondary,school,Thailand_MICS4_Datasets,,,,secondary,NAN,NAN,NAN,NAN
unprotected spring,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,1,1
unprotected well,water,Thailand_MICS4_Datasets,,,,,NAN,NAN,1,1
yes,ynm,Thailand_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
college,school,Togo MICS 2006 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
manquant,attended,Togo MICS 2006 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
ecole maternelle,school,Togo MICS 2006 SPSS Datasets,,,,preschool,NAN,NAN,NAN,NAN
1,ynm,Togo MICS 2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Togo MICS 2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Togo MICS 2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Togo MICS 2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
lycee,school,Togo MICS 2006 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
manquant,school,Togo MICS 2006 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
2,ynm,Togo MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Togo MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Togo MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Togo MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
rural,urban.rural,Togo MICS 2006 SPSS Datasets,0,,,,NAN,NAN,NAN,NAN
NAN,attended,Togo MICS 2006 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,school,Togo MICS 2006 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
manquant,ynm,Togo MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
urbain,urban.rural,Togo MICS 2006 SPSS Datasets,1,,,,NAN,NAN,NAN,NAN
nsp,school,Togo MICS 2006 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
primaire,school,Togo MICS 2006 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
non,attended,Togo MICS 2006 SPSS Datasets,,,0,,NAN,NAN,NAN,NAN
oui,attended,Togo MICS 2006 SPSS Datasets,,,1,,NAN,NAN,NAN,NAN
programme non-formel,school,Togo MICS 2006 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
NAN,ynm,Togo MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Togo MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Togo MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Togo MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Togo MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
autre,wall,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
parpaing de ciment,wall,Togo MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
brique cuite/pierre,wall,Togo MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
semi dur /banco recouvert de ciment,wall,Togo MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
bambou/planche/branchage,wall,Togo MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
motte de terre / banco,wall,Togo MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
manquant,wall,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,wall,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
terre,floor,Togo MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
ciment,floor,Togo MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
moquette / gerflex,floor,Togo MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
careeau /granito,floor,Togo MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
autre,floor,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
manquant,floor,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
bois/planche,floor,Togo MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
NAN,floor,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
borne fontaine/kiosque à eau,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,0
eau minerale (bouteille/sachet),water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,0,0
dans la concession/parcelle,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,0,0
puits non protege,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
eau de robinet dns le logement,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,0,0
puits protege,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,0
forage,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,0
puits equipe de pompe,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,0
eau de pluie,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
source non protegee,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
source protegee,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,0
eau de surface,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
charrette avec petite citerne/tonneau,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
camion citerne,water,Togo MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
