value,type,iso2,filename,numerical,inadequate,urban.inadequate,rural.inadequate,phase
burnt bricks with cement,wall,UG,ughr72dt,FALSE,0,,,7
burnt bricks with mud,wall,UG,ughr6adt,FALSE,1,,,6
cane,wall,KY,kyhr61dt,FALSE,1,,,6
cane / palm / trunks,wall,BJ,bjhr61dt,FALSE,1,,,6
cane / palm / trunks,wall,MW,mwhr6hdt,FALSE,1,,,6
cane / palm / trunks,wall,NM,nmhr61dt,FALSE,1,,,6
cane / palm / trunks,wall,RW,rwhr6qdt,FALSE,1,,,6
cane / palm / trunks,wall,TG,tghr61dt,FALSE,1,,,6
cane / palm / trunks,wall,TJ,tjhr61dt,FALSE,1,,,6
cane / palm / trunks,wall,ZM,zmhr61dt,FALSE,1,,,6
cane / palm / trunks,wall,BD,bdhr70dt,FALSE,1,,,7
cane / palm / trunks,wall,GH,ghhr70dt,FALSE,1,,,7
cane / palm / trunks,wall,KE,kehr70dt,FALSE,1,,,7
cane / palm / trunks,wall,MW,mwhr71dt,FALSE,1,,,7
cane/palm/trunks,wall,CD,cdhr61dt,FALSE,1,,,6
cane/palm/trunks,wall,GN,gnhr61dt,FALSE,1,,,6
cane/palm/trunks,wall,MD,mdhr61dt,FALSE,1,,,6
cane/palm/trunks,wall,MD,mdhr6hdt,FALSE,1,,,6
cane/palm/trunks,wall,MZ,mzhr62dt,FALSE,1,,,6
cane/palm/trunks,wall,NP,nphr60dt,FALSE,1,,,6
cane/palm/trunks,wall,BF,bfhr70dt,FALSE,1,,,7
cane/palm/trunks,wall,KE,kehr7hdt,FALSE,1,,,7
canes/palms/trunks,wall,AO,aohr61dt,FALSE,1,,,6
cardboard,wall,BJ,bjhr61dt,FALSE,1,,,6
cardboard,wall,KY,kyhr61dt,FALSE,1,,,6
cardboard,wall,LS,lshr61dt,FALSE,1,,,6
cardboard,wall,MD,mdhr61dt,FALSE,1,,,6
cardboard,wall,MD,mdhr6hdt,FALSE,1,,,6
cardboard,wall,MW,mwhr6hdt,FALSE,1,,,6
11,floor,ET,ethr61dt,TRUE,1,,,6
12,floor,ET,ethr61dt,TRUE,1,,,6
21,floor,ET,ethr61dt,TRUE,1,,,6
22,floor,ET,ethr61dt,TRUE,1,,,6
31,floor,ET,ethr61dt,TRUE,0,,,6
32,floor,ET,ethr61dt,TRUE,0,,,6
33,floor,ET,ethr61dt,TRUE,0,,,6
34,floor,ET,ethr61dt,TRUE,0,,,6
35,floor,ET,ethr61dt,TRUE,0,,,6
96,floor,ET,ethr61dt,TRUE,NAN,,,6
99,floor,ET,ethr61dt,TRUE,NAN,,,6
11,toilets,ET,ethr61dt,TRUE,0,,,6
12,toilets,ET,ethr61dt,TRUE,0,,,6
13,toilets,ET,ethr61dt,TRUE,0,,,6
14,toilets,ET,ethr61dt,TRUE,1,,,6
15,toilets,ET,ethr61dt,TRUE,1,,,6
21,toilets,ET,ethr61dt,TRUE,0,,,6
22,toilets,ET,ethr61dt,TRUE,0,,,6
23,toilets,ET,ethr61dt,TRUE,1,,,6
31,toilets,ET,ethr61dt,TRUE,1,,,6
41,toilets,ET,ethr61dt,TRUE,0,,,6
42,toilets,ET,ethr61dt,TRUE,1,,,6
43,toilets,ET,ethr61dt,TRUE,1,,,6
96,toilets,ET,ethr61dt,TRUE,NAN,,,6
99,toilets,ET,ethr61dt,TRUE,NAN,,,6
cardboard,wall,NM,nmhr61dt,FALSE,1,,,6
cardboard,wall,NP,nphr60dt,FALSE,1,,,6
cardboard,wall,TG,tghr61dt,FALSE,1,,,6
cardboard,wall,ZM,zmhr61dt,FALSE,1,,,6
cardboard,wall,BD,bdhr70dt,FALSE,1,,,7
cardboard,wall,GH,ghhr70dt,FALSE,1,,,7
cardboard,wall,KE,kehr70dt,FALSE,1,,,7
cardboard,wall,KE,kehr7hdt,FALSE,1,,,7
cardboard,wall,KH,khhr72dt,FALSE,1,,,7
cardboard,wall,MW,mwhr71dt,FALSE,1,,,7
cardboard/plastic,wall,AO,aohr61dt,FALSE,1,,,6
carton,wall,PE,pehr61dt,FALSE,1,,,6
carton,wall,PE,pehr6adt,FALSE,1,,,6
carton,wall,PE,pehr6idt,FALSE,1,,,6
carved stone,wall,YE,yehr61dt,FALSE,0,,,6
cement,wall,BJ,bjhr61dt,FALSE,0,,,6
cement,wall,BU,buhr6hdt,FALSE,0,,,6
11,water,ET,ethr61dt,TRUE,,0,0,6
12,water,ET,ethr61dt,TRUE,,0,0,6
13,water,ET,ethr61dt,TRUE,,1,0,6
21,water,ET,ethr61dt,TRUE,,1,0,6
31,water,ET,ethr61dt,TRUE,,1,0,6
32,water,ET,ethr61dt,TRUE,,1,1,6
41,water,ET,ethr61dt,TRUE,,1,0,6
42,water,ET,ethr61dt,TRUE,,1,1,6
43,water,ET,ethr61dt,TRUE,,1,1,6
51,water,ET,ethr61dt,TRUE,,1,1,6
61,water,ET,ethr61dt,TRUE,,1,1,6
62,water,ET,ethr61dt,TRUE,,1,1,6
71,water,ET,ethr61dt,TRUE,,0,0,6
96,water,ET,ethr61dt,TRUE,,NAN,NAN,6
99,water,ET,ethr61dt,TRUE,,NAN,NAN,6
11,floor,GA,gahr60dt,TRUE,1,,,6
21,floor,GA,gahr60dt,TRUE,1,,,6
31,floor,GA,gahr60dt,TRUE,0,,,6
32,floor,GA,gahr60dt,TRUE,0,,,6
33,floor,GA,gahr60dt,TRUE,0,,,6
34,floor,GA,gahr60dt,TRUE,0,,,6
35,floor,GA,gahr60dt,TRUE,0,,,6
96,floor,GA,gahr60dt,TRUE,NAN,,,6
99,floor,GA,gahr60dt,TRUE,NAN,,,6
11,toilets,GA,gahr60dt,TRUE,0,,,6
21,toilets,GA,gahr60dt,TRUE,0,,,6
22,toilets,GA,gahr60dt,TRUE,0,,,6
23,toilets,GA,gahr60dt,TRUE,1,,,6
31,toilets,GA,gahr60dt,TRUE,1,,,6
43,toilets,GA,gahr60dt,TRUE,1,,,6
96,toilets,GA,gahr60dt,TRUE,NAN,,,6
99,toilets,GA,gahr60dt,TRUE,NAN,,,6
cement,wall,CD,cdhr61dt,FALSE,0,,,6
cement,wall,GN,gnhr61dt,FALSE,0,,,6
cement,wall,KY,kyhr61dt,FALSE,0,,,6
cement,wall,MD,mdhr61dt,FALSE,0,,,6
cement,wall,MD,mdhr6hdt,FALSE,0,,,6
cement,wall,MW,mwhr6hdt,FALSE,0,,,6
cement,wall,NM,nmhr61dt,FALSE,0,,,6
cement,wall,NP,nphr60dt,FALSE,0,,,6
cement,wall,RW,rwhr6qdt,FALSE,0,,,6
cement,wall,TG,tghr61dt,FALSE,0,,,6
11,water,GA,gahr60dt,TRUE,,0,0,6
12,water,GA,gahr60dt,TRUE,,0,0,6
13,water,GA,gahr60dt,TRUE,,1,0,6
31,water,GA,gahr60dt,TRUE,,1,0,6
32,water,GA,gahr60dt,TRUE,,1,0,6
33,water,GA,gahr60dt,TRUE,,1,1,6
34,water,GA,gahr60dt,TRUE,,1,1,6
41,water,GA,gahr60dt,TRUE,,1,0,6
43,water,GA,gahr60dt,TRUE,,1,1,6
51,water,GA,gahr60dt,TRUE,,1,1,6
61,water,GA,gahr60dt,TRUE,,1,1,6
71,water,GA,gahr60dt,TRUE,,0,0,6
96,water,GA,gahr60dt,TRUE,,NAN,NAN,6
99,water,GA,gahr60dt,TRUE,,NAN,NAN,6
11,floor,GM,gmhr60dt,TRUE,1,,,6
21,floor,GM,gmhr60dt,TRUE,1,,,6
31,floor,GM,gmhr60dt,TRUE,0,,,6
32,floor,GM,gmhr60dt,TRUE,0,,,6
33,floor,GM,gmhr60dt,TRUE,0,,,6
34,floor,GM,gmhr60dt,TRUE,0,,,6
35,floor,GM,gmhr60dt,TRUE,0,,,6
36,floor,GM,gmhr60dt,TRUE,0,,,6
96,floor,GM,gmhr60dt,TRUE,NAN,,,6
99,floor,GM,gmhr60dt,TRUE,NAN,,,6
11,toilets,GM,gmhr60dt,TRUE,0,,,6
12,toilets,GM,gmhr60dt,TRUE,0,,,6
13,toilets,GM,gmhr60dt,TRUE,0,,,6
21,toilets,GM,gmhr60dt,TRUE,0,,,6
22,toilets,GM,gmhr60dt,TRUE,0,,,6
23,toilets,GM,gmhr60dt,TRUE,1,,,6
31,toilets,GM,gmhr60dt,TRUE,1,,,6
96,toilets,GM,gmhr60dt,TRUE,NAN,,,6
99,toilets,GM,gmhr60dt,TRUE,NAN,,,6
cement,wall,TJ,tjhr61dt,FALSE,0,,,6
cement,wall,ZM,zmhr61dt,FALSE,0,,,6
cement,wall,BD,bdhr70dt,FALSE,0,,,7
cement,wall,BF,bfhr70dt,FALSE,0,,,7
cement,wall,GH,ghhr70dt,FALSE,0,,,7
cement,wall,KE,kehr70dt,FALSE,0,,,7
cement,wall,KE,kehr7hdt,FALSE,0,,,7
cement,wall,KH,khhr72dt,FALSE,0,,,7
cement,wall,MW,mwhr71dt,FALSE,0,,,7
cement,wall,UG,ughr72dt,FALSE,0,,,7
cement blocks,wall,BJ,bjhr61dt,FALSE,0,,,6
cement blocks,wall,BU,buhr6hdt,FALSE,0,,,6
cement blocks,wall,CD,cdhr61dt,FALSE,0,,,6
11,water,GM,gmhr60dt,TRUE,,0,0,6
12,water,GM,gmhr60dt,TRUE,,0,0,6
13,water,GM,gmhr60dt,TRUE,,1,0,6
21,water,GM,gmhr60dt,TRUE,,1,0,6
31,water,GM,gmhr60dt,TRUE,,1,0,6
32,water,GM,gmhr60dt,TRUE,,1,1,6
43,water,GM,gmhr60dt,TRUE,,1,1,6
71,water,GM,gmhr60dt,TRUE,,0,0,6
96,water,GM,gmhr60dt,TRUE,,NAN,NAN,6
99,water,GM,gmhr60dt,TRUE,,NAN,NAN,6
cement blocks,wall,GN,gnhr61dt,FALSE,0,,,6
cement blocks,wall,KY,kyhr61dt,FALSE,0,,,6
cement blocks,wall,LS,lshr61dt,FALSE,0,,,6
cement blocks,wall,MD,mdhr61dt,FALSE,0,,,6
cement blocks,wall,MD,mdhr6hdt,FALSE,0,,,6
cement blocks,wall,MW,mwhr6hdt,FALSE,0,,,6
cement blocks,wall,MZ,mzhr62dt,FALSE,0,,,6
cement blocks,wall,NP,nphr60dt,FALSE,0,,,6
11,toilets,GN,gnhr61dt,TRUE,0,,,6
12,toilets,GN,gnhr61dt,TRUE,0,,,6
13,toilets,GN,gnhr61dt,TRUE,0,,,6
14,toilets,GN,gnhr61dt,TRUE,1,,,6
21,toilets,GN,gnhr61dt,TRUE,0,,,6
22,toilets,GN,gnhr61dt,TRUE,0,,,6
23,toilets,GN,gnhr61dt,TRUE,1,,,6
31,toilets,GN,gnhr61dt,TRUE,1,,,6
41,toilets,GN,gnhr61dt,TRUE,0,,,6
42,toilets,GN,gnhr61dt,TRUE,1,,,6
43,toilets,GN,gnhr61dt,TRUE,1,,,6
96,toilets,GN,gnhr61dt,TRUE,NAN,,,6
99,toilets,GN,gnhr61dt,TRUE,NAN,,,6
cement blocks,wall,RW,rwhr6qdt,FALSE,0,,,6
cement blocks,wall,TG,tghr61dt,FALSE,0,,,6
cement blocks,wall,TJ,tjhr61dt,FALSE,0,,,6
cement blocks,wall,UG,ughr6adt,FALSE,0,,,6
cement blocks,wall,YE,yehr61dt,FALSE,0,,,6
cement blocks,wall,ZM,zmhr61dt,FALSE,0,,,6
cement blocks,wall,BF,bfhr70dt,FALSE,0,,,7
cement blocks,wall,GH,ghhr70dt,FALSE,0,,,7
cement blocks,wall,KE,kehr70dt,FALSE,0,,,7
cement blocks,wall,KE,kehr7hdt,FALSE,0,,,7
11,water,GN,gnhr61dt,TRUE,,0,0,6
12,water,GN,gnhr61dt,TRUE,,0,0,6
13,water,GN,gnhr61dt,TRUE,,1,0,6
14,water,GN,gnhr61dt,TRUE,,1,0,6
21,water,GN,gnhr61dt,TRUE,,1,0,6
31,water,GN,gnhr61dt,TRUE,,1,0,6
32,water,GN,gnhr61dt,TRUE,,1,1,6
41,water,GN,gnhr61dt,TRUE,,1,0,6
42,water,GN,gnhr61dt,TRUE,,1,1,6
43,water,GN,gnhr61dt,TRUE,,1,1,6
51,water,GN,gnhr61dt,TRUE,,1,1,6
62,water,GN,gnhr61dt,TRUE,,1,1,6
71,water,GN,gnhr61dt,TRUE,,0,0,6
99,water,GN,gnhr61dt,TRUE,,NAN,NAN,6
11,floor,HN,hnhr62dt,TRUE,1,,,6
21,floor,HN,hnhr62dt,TRUE,1,,,6
22,floor,HN,hnhr62dt,TRUE,1,,,6
23,floor,HN,hnhr62dt,TRUE,1,,,6
24,floor,HN,hnhr62dt,TRUE,1,,,6
31,floor,HN,hnhr62dt,TRUE,0,,,6
32,floor,HN,hnhr62dt,TRUE,0,,,6
33,floor,HN,hnhr62dt,TRUE,0,,,6
34,floor,HN,hnhr62dt,TRUE,0,,,6
96,floor,HN,hnhr62dt,TRUE,NAN,,,6
99,floor,HN,hnhr62dt,TRUE,NAN,,,6
11,toilets,HN,hnhr62dt,TRUE,0,,,6
12,toilets,HN,hnhr62dt,TRUE,0,,,6
13,toilets,HN,hnhr62dt,TRUE,1,,,6
14,toilets,HN,hnhr62dt,TRUE,1,,,6
21,toilets,HN,hnhr62dt,TRUE,0,,,6
22,toilets,HN,hnhr62dt,TRUE,0,,,6
23,toilets,HN,hnhr62dt,TRUE,1,,,6
24,toilets,HN,hnhr62dt,TRUE,1,,,6
31,toilets,HN,hnhr62dt,TRUE,1,,,6
96,toilets,HN,hnhr62dt,TRUE,NAN,,,6
99,toilets,HN,hnhr62dt,TRUE,NAN,,,6
cement blocks,wall,KH,khhr72dt,FALSE,0,,,7
cement blocks,wall,MW,mwhr71dt,FALSE,0,,,7
cement blocks,wall,UG,ughr72dt,FALSE,0,,,7
cement blocks/cement stones,wall,NM,nmhr61dt,FALSE,0,,,6
cement bricks,wall,JO,johr61dt,FALSE,0,,,6
cement bricks,wall,JO,johr6cdt,FALSE,0,,,6
"cloth, wool",wall,YE,yehr61dt,FALSE,1,,,6
compressed wood,wall,PE,pehr61dt,FALSE,0,,,6
compressed wood,wall,PE,pehr6adt,FALSE,0,,,6
compressed wood,wall,PE,pehr6idt,FALSE,0,,,6
concrete,wall,JO,johr61dt,FALSE,0,,,6
concrete,wall,JO,johr6cdt,FALSE,0,,,6
concrete,wall,KY,kyhr61dt,FALSE,0,,,6
concrete or stone blocks,wall,AO,aohr61dt,FALSE,0,,,6
corrugated iron/zinc,wall,NM,nmhr61dt,FALSE,0,,,6
11,water,HN,hnhr62dt,TRUE,,0,0,6
12,water,HN,hnhr62dt,TRUE,,1,0,6
13,water,HN,hnhr62dt,TRUE,,0,0,6
14,water,HN,hnhr62dt,TRUE,,1,0,6
21,water,HN,hnhr62dt,TRUE,,1,0,6
31,water,HN,hnhr62dt,TRUE,,1,0,6
43,water,HN,hnhr62dt,TRUE,,1,1,6
44,water,HN,hnhr62dt,TRUE,,1,1,6
45,water,HN,hnhr62dt,TRUE,,1,1,6
51,water,HN,hnhr62dt,TRUE,,1,1,6
61,water,HN,hnhr62dt,TRUE,,1,1,6
71,water,HN,hnhr62dt,TRUE,,0,0,6
96,water,HN,hnhr62dt,TRUE,,NAN,NAN,6
99,water,HN,hnhr62dt,TRUE,,NAN,NAN,6
11,floor,HT,hthr61dt,TRUE,1,,,6
12,floor,HT,hthr61dt,TRUE,1,,,6
21,floor,HT,hthr61dt,TRUE,1,,,6
31,floor,HT,hthr61dt,TRUE,0,,,6
32,floor,HT,hthr61dt,TRUE,0,,,6
33,floor,HT,hthr61dt,TRUE,0,,,6
96,floor,HT,hthr61dt,TRUE,NAN,,,6
99,floor,HT,hthr61dt,TRUE,NAN,,,6
11,toilets,HT,hthr61dt,TRUE,0,,,6
12,toilets,HT,hthr61dt,TRUE,0,,,6
13,toilets,HT,hthr61dt,TRUE,0,,,6
14,toilets,HT,hthr61dt,TRUE,1,,,6
15,toilets,HT,hthr61dt,TRUE,1,,,6
21,toilets,HT,hthr61dt,TRUE,0,,,6
22,toilets,HT,hthr61dt,TRUE,0,,,6
23,toilets,HT,hthr61dt,TRUE,1,,,6
31,toilets,HT,hthr61dt,TRUE,1,,,6
41,toilets,HT,hthr61dt,TRUE,0,,,6
42,toilets,HT,hthr61dt,TRUE,1,,,6
43,toilets,HT,hthr61dt,TRUE,1,,,6
44,toilets,HT,hthr61dt,TRUE,1,,,6
45,toilets,HT,hthr61dt,TRUE,0,,,6
96,toilets,HT,hthr61dt,TRUE,NAN,,,6
99,toilets,HT,hthr61dt,TRUE,NAN,,,6
covered adobe,wall,BJ,bjhr61dt,FALSE,0,,,6
covered adobe,wall,BU,buhr6hdt,FALSE,0,,,6
covered adobe,wall,KY,kyhr61dt,FALSE,0,,,6
covered adobe,wall,NM,nmhr61dt,FALSE,0,,,6
covered adobe,wall,RW,rwhr6qdt,FALSE,0,,,6
covered adobe,wall,TG,tghr61dt,FALSE,0,,,6
covered adobe,wall,TJ,tjhr61dt,FALSE,0,,,6
covered adobe,wall,YE,yehr61dt,FALSE,0,,,6
covered adobe,wall,BF,bfhr70dt,FALSE,0,,,7
covered adobe,wall,GH,ghhr70dt,FALSE,0,,,7
covered adobe,wall,KE,kehr70dt,FALSE,0,,,7
covered adobe,wall,KE,kehr7hdt,FALSE,0,,,7
covered adobe,wall,KH,khhr72dt,FALSE,0,,,7
cut stone,wall,JO,johr61dt,FALSE,0,,,6
11,water,HT,hthr61dt,TRUE,,0,0,6
12,water,HT,hthr61dt,TRUE,,0,0,6
13,water,HT,hthr61dt,TRUE,,1,0,6
14,water,HT,hthr61dt,TRUE,,1,0,6
31,water,HT,hthr61dt,TRUE,,1,0,6
32,water,HT,hthr61dt,TRUE,,1,0,6
33,water,HT,hthr61dt,TRUE,,1,1,6
34,water,HT,hthr61dt,TRUE,,1,1,6
41,water,HT,hthr61dt,TRUE,,1,0,6
42,water,HT,hthr61dt,TRUE,,1,1,6
43,water,HT,hthr61dt,TRUE,,1,1,6
51,water,HT,hthr61dt,TRUE,,1,1,6
61,water,HT,hthr61dt,TRUE,,1,1,6
62,water,HT,hthr61dt,TRUE,,1,1,6
71,water,HT,hthr61dt,TRUE,,0,0,6
72,water,HT,hthr61dt,TRUE,,0,0,6
96,water,HT,hthr61dt,TRUE,,NAN,NAN,6
99,water,HT,hthr61dt,TRUE,,NAN,NAN,6
cut stone,wall,JO,johr6cdt,FALSE,0,,,6
cut stone and concrete,wall,JO,johr61dt,FALSE,0,,,6
cut stone and concrete,wall,JO,johr6cdt,FALSE,0,,,6
dirt,wall,BJ,bjhr61dt,FALSE,1,,,6
dirt,wall,BU,buhr6hdt,FALSE,1,,,6
dirt,wall,CD,cdhr61dt,FALSE,1,,,6
dirt,wall,GN,gnhr61dt,FALSE,1,,,6
dirt,wall,KY,kyhr61dt,FALSE,1,,,6
dirt,wall,MD,mdhr61dt,FALSE,1,,,6
dirt,wall,MD,mdhr6hdt,FALSE,1,,,6
dirt,wall,MW,mwhr6hdt,FALSE,1,,,6
dirt,wall,NM,nmhr61dt,FALSE,1,,,6
dirt,wall,RW,rwhr6qdt,FALSE,1,,,6
dirt,wall,TG,tghr61dt,FALSE,1,,,6
dirt,wall,TJ,tjhr61dt,FALSE,1,,,6
dirt,wall,YE,yehr61dt,FALSE,1,,,6
dirt,wall,BD,bdhr70dt,FALSE,1,,,7
dirt,wall,BF,bfhr70dt,FALSE,1,,,7
dirt,wall,GH,ghhr70dt,FALSE,1,,,7
dirt,wall,KH,khhr72dt,FALSE,1,,,7
dirt,wall,MW,mwhr71dt,FALSE,1,,,7
dirt,wall,UG,ughr72dt,FALSE,1,,,7
dung / mud / sod,wall,KE,kehr70dt,FALSE,1,,,7
dung/mud/sod,wall,KE,kehr7hdt,FALSE,1,,,7
estera,wall,PE,pehr61dt,FALSE,1,,,6
estera,wall,PE,pehr6adt,FALSE,1,,,6
estera,wall,PE,pehr6idt,FALSE,1,,,6
finished - bricks,wall,ZW,zwhr62dt,FALSE,0,,,6
finished - cement,wall,ZW,zwhr62dt,FALSE,0,,,6
finished - cement blocks,wall,ZW,zwhr62dt,FALSE,0,,,6
finished - stone with lime / cement,wall,ZW,zwhr62dt,FALSE,0,,,6
finished - wood planks / shingles,wall,ZW,zwhr62dt,FALSE,0,,,6
finished walls cement,wall,LS,lshr61dt,FALSE,0,,,6
grass,wall,KE,kehr70dt,FALSE,1,,,7
hair wool cloth,wall,JO,johr6cdt,FALSE,1,,,6
hair/wool/cloth,wall,JO,johr61dt,FALSE,1,,,6
iron sheets,wall,KE,kehr70dt,FALSE,1,,,7
iron sheets,wall,KE,kehr7hdt,FALSE,1,,,7
local adobe,wall,YE,yehr61dt,FALSE,1,,,6
metal,wall,KH,khhr72dt,FALSE,1,,,7
mud,wall,ZM,zmhr61dt,FALSE,1,,,6
mud and poles,wall,UG,ughr6adt,FALSE,1,,,6
mud and poles,wall,UG,ughr72dt,FALSE,1,,,7
mud bricks,wall,BU,buhr6hdt,FALSE,1,,,6
mud bricks,wall,JO,johr61dt,FALSE,1,,,6
mud bricks,wall,JO,johr6cdt,FALSE,1,,,6
mud bricks with stones,wall,JO,johr61dt,FALSE,1,,,6
mud bricks with stones,wall,JO,johr6cdt,FALSE,1,,,6
mud or mud bricks,wall,PE,pehr61dt,FALSE,1,,,6
mud or mud bricks,wall,PE,pehr6adt,FALSE,1,,,6
mud or mud bricks,wall,PE,pehr6idt,FALSE,1,,,6
mud/sand,wall,NP,nphr60dt,FALSE,1,,,6
NAN,wall,EG,eghr61dt,FALSE,NAN,,,6
NAN,wall,CD,cdhr61dt,FALSE,NAN,,,6
NAN,wall,DR,drhr61dt,FALSE,NAN,,,6
NAN,wall,ID,idhr63dt,FALSE,NAN,,,6
NAN,wall,KY,kyhr61dt,FALSE,NAN,,,6
NAN,wall,LS,lshr61dt,FALSE,NAN,,,6
NAN,wall,NM,nmhr61dt,FALSE,NAN,,,6
NAN,wall,PE,pehr6idt,FALSE,NAN,,,6
NAN,wall,TG,tghr61dt,FALSE,NAN,,,6
NAN,wall,TJ,tjhr61dt,FALSE,NAN,,,6
NAN,wall,YE,yehr61dt,FALSE,NAN,,,6
NAN,wall,ZM,zmhr61dt,FALSE,NAN,,,6
NAN,wall,BD,bdhr70dt,FALSE,NAN,,,7
NAN,wall,BF,bfhr70dt,FALSE,NAN,,,7
NAN,wall,KE,kehr70dt,FALSE,NAN,,,7
NAN,wall,KH,khhr72dt,FALSE,NAN,,,7
NAN,wall,UG,ughr72dt,FALSE,NAN,,,7
natural - cane / trunks,wall,ZW,zwhr62dt,FALSE,1,,,6
natural - mud,wall,ZW,zwhr62dt,FALSE,1,,,6
natural walls cane/tree trunks,wall,LS,lshr61dt,FALSE,1,,,6
no walls,wall,BJ,bjhr61dt,FALSE,1,,,6
no walls,wall,BU,buhr6hdt,FALSE,1,,,6
no walls,wall,CD,cdhr61dt,FALSE,1,,,6
no walls,wall,GN,gnhr61dt,FALSE,1,,,6
no walls,wall,KY,kyhr61dt,FALSE,1,,,6
no walls,wall,MD,mdhr61dt,FALSE,1,,,6
no walls,wall,MD,mdhr6hdt,FALSE,1,,,6
no walls,wall,MW,mwhr6hdt,FALSE,1,,,6
no walls,wall,MZ,mzhr62dt,FALSE,1,,,6
no walls,wall,NM,nmhr61dt,FALSE,1,,,6
no walls,wall,NP,nphr60dt,FALSE,1,,,6
no walls,wall,PE,pehr61dt,FALSE,1,,,6
no walls,wall,PE,pehr6adt,FALSE,1,,,6
no walls,wall,PE,pehr6idt,FALSE,1,,,6
no walls,wall,RW,rwhr6qdt,FALSE,1,,,6
no walls,wall,TG,tghr61dt,FALSE,1,,,6
no walls,wall,TJ,tjhr61dt,FALSE,1,,,6
no walls,wall,ZM,zmhr61dt,FALSE,1,,,6
no walls,wall,GH,ghhr70dt,FALSE,1,,,7
no walls,wall,KE,kehr70dt,FALSE,1,,,7
no walls,wall,KE,kehr7hdt,FALSE,1,,,7
no walls,wall,KH,khhr72dt,FALSE,1,,,7
no walls,wall,MW,mwhr71dt,FALSE,1,,,7
no walls,wall,UG,ughr72dt,FALSE,1,,,7
other,wall,AO,aohr61dt,FALSE,NAN,,,6
other,wall,BJ,bjhr61dt,FALSE,NAN,,,6
other,wall,CD,cdhr61dt,FALSE,NAN,,,6
other,wall,CO,cohr61dt,FALSE,NAN,,,6
other,wall,DR,drhr61dt,FALSE,NAN,,,6
other,wall,DR,drhr6adt,FALSE,NAN,,,6
other,wall,GN,gnhr61dt,FALSE,NAN,,,6
other,wall,ID,idhr63dt,FALSE,NAN,,,6
other,wall,JO,johr61dt,FALSE,NAN,,,6
other,wall,KY,kyhr61dt,FALSE,NAN,,,6
other,wall,LS,lshr61dt,FALSE,NAN,,,6
other,wall,MD,mdhr61dt,FALSE,NAN,,,6
11,toilets,KH,khhr61dt,TRUE,0,,,6
12,toilets,KH,khhr61dt,TRUE,0,,,6
13,toilets,KH,khhr61dt,TRUE,0,,,6
14,toilets,KH,khhr61dt,TRUE,1,,,6
15,toilets,KH,khhr61dt,TRUE,1,,,6
21,toilets,KH,khhr61dt,TRUE,0,,,6
22,toilets,KH,khhr61dt,TRUE,0,,,6
23,toilets,KH,khhr61dt,TRUE,1,,,6
31,toilets,KH,khhr61dt,TRUE,1,,,6
41,toilets,KH,khhr61dt,TRUE,0,,,6
42,toilets,KH,khhr61dt,TRUE,1,,,6
43,toilets,KH,khhr61dt,TRUE,1,,,6
96,toilets,KH,khhr61dt,TRUE,NAN,,,6
99,toilets,KH,khhr61dt,TRUE,NAN,,,6
other,wall,MD,mdhr6hdt,FALSE,NAN,,,6
other,wall,MW,mwhr6hdt,FALSE,NAN,,,6
other,wall,MZ,mzhr62dt,FALSE,NAN,,,6
other,wall,NM,nmhr61dt,FALSE,NAN,,,6
other,wall,NP,nphr60dt,FALSE,NAN,,,6
other,wall,PE,pehr61dt,FALSE,NAN,,,6
other,wall,PE,pehr6adt,FALSE,NAN,,,6
other,wall,PE,pehr6idt,FALSE,NAN,,,6
other,wall,RW,rwhr6qdt,FALSE,NAN,,,6
other,wall,TG,tghr61dt,FALSE,NAN,,,6
other,wall,TJ,tjhr61dt,FALSE,NAN,,,6
other,wall,UG,ughr6adt,FALSE,NAN,,,6
other,wall,YE,yehr61dt,FALSE,NAN,,,6
other,wall,ZM,zmhr61dt,FALSE,NAN,,,6
other,wall,ZW,zwhr62dt,FALSE,NAN,,,6
other,wall,BD,bdhr70dt,FALSE,NAN,,,7
other,wall,BF,bfhr70dt,FALSE,NAN,,,7
other,wall,GH,ghhr70dt,FALSE,NAN,,,7
other,wall,KE,kehr70dt,FALSE,NAN,,,7
other,wall,KE,kehr7hdt,FALSE,NAN,,,7
11,floor,KM,kmhr61dt,TRUE,1,,,6
12,floor,KM,kmhr61dt,TRUE,1,,,6
21,floor,KM,kmhr61dt,TRUE,1,,,6
22,floor,KM,kmhr61dt,TRUE,1,,,6
31,floor,KM,kmhr61dt,TRUE,0,,,6
33,floor,KM,kmhr61dt,TRUE,0,,,6
34,floor,KM,kmhr61dt,TRUE,0,,,6
35,floor,KM,kmhr61dt,TRUE,0,,,6
96,floor,KM,kmhr61dt,TRUE,NAN,,,6
99,floor,KM,kmhr61dt,TRUE,NAN,,,6
11,toilets,KM,kmhr61dt,TRUE,0,,,6
12,toilets,KM,kmhr61dt,TRUE,0,,,6
13,toilets,KM,kmhr61dt,TRUE,0,,,6
14,toilets,KM,kmhr61dt,TRUE,1,,,6
15,toilets,KM,kmhr61dt,TRUE,1,,,6
21,toilets,KM,kmhr61dt,TRUE,0,,,6
22,toilets,KM,kmhr61dt,TRUE,0,,,6
23,toilets,KM,kmhr61dt,TRUE,1,,,6
31,toilets,KM,kmhr61dt,TRUE,1,,,6
41,toilets,KM,kmhr61dt,TRUE,0,,,6
42,toilets,KM,kmhr61dt,TRUE,1,,,6
