Region,District,Sector/MDA/MMDA,Central GOG and CF: Comp of Emp,Central GOG and CF: Goods/Service,Central GOG and CF: Assets (Capital),Central GOG and CF: Total,IGF: Comp of Emp,IGF: Goods/Service,IGF: Assets (Capital),IGF: Total,Funds/Others: Comp of Emp,Funds/Others: Goods/Service,Funds/Others: Assets (Capital),Funds/Others: Total,Donor: Comp of Emp,Donor: Goods/Service,Donor: Assets (Capital),Donor: Total,Grand Total Less NREG / Statutory
Brong Ahafo Region,Sene-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,Town and Country Planning,0,"68,000",0,"68,000",0,0,0,0,0,0,0,0,0,0,0,0,"68,000"
Brong Ahafo Region,Sene-West,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,Social Welfare & Community Development,"22,554","72,680",0,"95,233",0,0,0,0,0,0,0,0,0,"20,000",0,"20,000","115,233"
Brong Ahafo Region,Sene-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,Social Welfare,"11,277","66,592",0,"77,869",0,0,0,0,0,0,0,0,0,"20,000",0,"20,000","97,869"
Brong Ahafo Region,Sene-West,Community Development,"11,277","6,088",0,"17,364",0,0,0,0,0,0,0,0,0,0,0,0,"17,364"
Brong Ahafo Region,Sene-West,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,"279,445",0,"279,445","279,445"
Brong Ahafo Region,Sene-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,"279,445",0,"279,445","279,445"
Brong Ahafo Region,Sene-West,Works,"91,098","16,518","205,000","312,616",0,0,0,0,0,0,0,0,0,0,"878,018","878,018","1,190,635"
Brong Ahafo Region,Sene-West,Office of Departmental Head,"91,098",0,0,"91,098",0,0,0,0,0,0,0,0,0,0,0,0,"91,098"
Brong Ahafo Region,Sene-West,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,Water,0,0,"135,000","135,000",0,0,0,0,0,0,0,0,0,0,"490,427","490,427","625,427"
Brong Ahafo Region,Sene-West,Feeder Roads,0,"6,518","70,000","76,518",0,0,0,0,0,0,0,0,0,0,"387,591","387,591","464,109"
Brong Ahafo Region,Sene-West,Rural Housing,0,"10,000",0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
Brong Ahafo Region,Sene-West,"Trade, Industry and Tourism",0,"50,000",0,"50,000",0,0,0,0,0,0,0,0,0,0,0,0,"50,000"
Brong Ahafo Region,Sene-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,Trade,0,"50,000",0,"50,000",0,0,0,0,0,0,0,0,0,0,0,0,"50,000"
Brong Ahafo Region,Sene-West,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,Disaster Prevention,0,"19,000",0,"19,000",0,0,0,0,0,0,0,0,0,0,0,0,"19,000"
Brong Ahafo Region,Sene-West,,0,"19,000",0,"19,000",0,0,0,0,0,0,0,0,0,0,0,0,"19,000"
Brong Ahafo Region,Sene-West,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sene-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Multi Sectoral,"1,879,713","3,074,751","2,287,452","7,241,917","65,740","382,800","74,000","522,540",0,0,0,0,0,"550,000","720,000","1,270,000","9,081,172"
Brong Ahafo Region,Sunyani-West,Sunyani West District - Odumase,"1,879,713","3,074,751","2,287,452","7,241,917","65,740","382,800","74,000","522,540",0,0,0,0,0,"550,000","720,000","1,270,000","9,081,172"
Brong Ahafo Region,Sunyani-West,Central Administration,"896,290","1,053,669","1,669,143","3,619,102","65,740","382,800","74,000","522,540",0,0,0,0,0,"150,000","493,000","643,000","4,831,357"
Brong Ahafo Region,Sunyani-West,Administration (Assembly Office),"896,290","1,053,669","1,669,143","3,619,102","65,740","382,800","74,000","522,540",0,0,0,0,0,"150,000","493,000","643,000","4,831,357"
Brong Ahafo Region,Sunyani-West,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Finance,"45,501",0,0,"45,501",0,0,0,0,0,0,0,0,0,0,0,0,"45,501"
Brong Ahafo Region,Sunyani-West,,"45,501",0,0,"45,501",0,0,0,0,0,0,0,0,0,0,0,0,"45,501"
Brong Ahafo Region,Sunyani-West,"Education, Youth and Sports",0,"1,813,021","310,000","2,123,021",0,0,0,0,0,0,0,0,0,0,"200,000","200,000","2,323,021"
Brong Ahafo Region,Sunyani-West,Office of Departmental Head,0,"12,431",0,"12,431",0,0,0,0,0,0,0,0,0,0,0,0,"12,431"
Brong Ahafo Region,Sunyani-West,Education,0,"1,800,590","310,000","2,110,590",0,0,0,0,0,0,0,0,0,0,"200,000","200,000","2,310,590"
Brong Ahafo Region,Sunyani-West,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Health,0,"8,108","200,000","208,108",0,0,0,0,0,0,0,0,0,"400,000","27,000","427,000","635,108"
Brong Ahafo Region,Sunyani-West,Office of District Medical Officer of Health,0,"8,108","200,000","208,108",0,0,0,0,0,0,0,0,0,"400,000","27,000","427,000","635,108"
Brong Ahafo Region,Sunyani-West,Environmental Health Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Waste Management,0,0,"10,000","10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
Brong Ahafo Region,Sunyani-West,,0,0,"10,000","10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
Brong Ahafo Region,Sunyani-West,Agriculture,"376,091","36,890","35,991","448,972",0,0,0,0,0,0,0,0,0,0,0,0,"448,972"
Brong Ahafo Region,Sunyani-West,,"376,091","36,890","35,991","448,972",0,0,0,0,0,0,0,0,0,0,0,0,"448,972"
Brong Ahafo Region,Sunyani-West,Physical Planning,"42,050","2,904",162,"45,116",0,0,0,0,0,0,0,0,0,0,0,0,"45,116"
Brong Ahafo Region,Sunyani-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Town and Country Planning,"42,050","2,904",162,"45,116",0,0,0,0,0,0,0,0,0,0,0,0,"45,116"
Brong Ahafo Region,Sunyani-West,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Social Welfare & Community Development,"176,165","14,056",0,"190,221",0,0,0,0,0,0,0,0,0,0,0,0,"190,221"
Brong Ahafo Region,Sunyani-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Social Welfare,"44,101","5,937",0,"50,038",0,0,0,0,0,0,0,0,0,0,0,0,"50,038"
Brong Ahafo Region,Sunyani-West,Community Development,"132,064","8,119",0,"140,183",0,0,0,0,0,0,0,0,0,0,0,0,"140,183"
Brong Ahafo Region,Sunyani-West,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Works,"170,984","5,324",0,"176,308",0,0,0,0,0,0,0,0,0,0,0,0,"176,308"
Brong Ahafo Region,Sunyani-West,Office of Departmental Head,"170,984",0,0,"170,984",0,0,0,0,0,0,0,0,0,0,0,0,"170,984"
Brong Ahafo Region,Sunyani-West,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Feeder Roads,0,"5,324",0,"5,324",0,0,0,0,0,0,0,0,0,0,0,0,"5,324"
Brong Ahafo Region,Sunyani-West,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Disaster Prevention,"172,631","140,780","62,157","375,568",0,0,0,0,0,0,0,0,0,0,0,0,"375,568"
Brong Ahafo Region,Sunyani-West,,"172,631","140,780","62,157","375,568",0,0,0,0,0,0,0,0,0,0,0,0,"375,568"
Brong Ahafo Region,Sunyani-West,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Sunyani,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR
Brong Ahafo Region,Tain,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR
Brong Ahafo Region,Tano-North,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR
Brong Ahafo Region,Tano-South,Multi Sectoral,"2,121,334","1,641,430","2,080,826","5,843,590","27,778","295,700",0,"323,478",0,0,0,0,0,"90,408","1,070,315","1,160,723","7,384,242"
Brong Ahafo Region,Tano-South,Tano South District - Bechem,"2,121,334","1,641,430","2,080,826","5,843,590","27,778","295,700",0,"323,478",0,0,0,0,0,"90,408","1,070,315","1,160,723","7,384,242"
Brong Ahafo Region,Tano-South,Central Administration,"1,190,702","772,313","683,063","2,646,078","27,778","295,700",0,"323,478",0,0,0,0,0,"42,720","142,982","185,702","3,155,258"
Brong Ahafo Region,Tano-South,Administration (Assembly Office),"1,190,702","772,313","683,063","2,646,078","27,778","295,700",0,"323,478",0,0,0,0,0,"42,720","142,982","185,702","3,155,258"
Brong Ahafo Region,Tano-South,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,"Education, Youth and Sports",0,"440,956","960,678","1,401,634",0,0,0,0,0,0,0,0,0,0,"927,333","927,333","2,328,968"
Brong Ahafo Region,Tano-South,Office of Departmental Head,0,"430,956","431,134","862,090",0,0,0,0,0,0,0,0,0,0,0,0,"862,090"
Brong Ahafo Region,Tano-South,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Sports,0,"10,000","529,544","539,544",0,0,0,0,0,0,0,0,0,0,"927,333","927,333","1,466,878"
Brong Ahafo Region,Tano-South,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Health,0,"23,907","430,000","453,907",0,0,0,0,0,0,0,0,0,"22,386",0,"22,386","476,293"
Brong Ahafo Region,Tano-South,Office of District Medical Officer of Health,0,"23,907","430,000","453,907",0,0,0,0,0,0,0,0,0,"22,386",0,"22,386","476,293"
Brong Ahafo Region,Tano-South,Environmental Health Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Waste Management,0,"367,000","7,085","374,085",0,0,0,0,0,0,0,0,0,"18,022",0,"18,022","392,108"
Brong Ahafo Region,Tano-South,,0,"367,000","7,085","374,085",0,0,0,0,0,0,0,0,0,"18,022",0,"18,022","392,108"
Brong Ahafo Region,Tano-South,Agriculture,"473,705","23,728",0,"497,433",0,0,0,0,0,0,0,0,0,"7,280",0,"7,280","504,713"
Brong Ahafo Region,Tano-South,,"473,705","23,728",0,"497,433",0,0,0,0,0,0,0,0,0,"7,280",0,"7,280","504,713"
Brong Ahafo Region,Tano-South,Physical Planning,"50,592",0,0,"50,592",0,0,0,0,0,0,0,0,0,0,0,0,"50,592"
Brong Ahafo Region,Tano-South,Office of Departmental Head,"50,592",0,0,"50,592",0,0,0,0,0,0,0,0,0,0,0,0,"50,592"
Brong Ahafo Region,Tano-South,Town and Country Planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Social Welfare & Community Development,"227,917","10,301",0,"238,218",0,0,0,0,0,0,0,0,0,0,0,0,"294,668"
Brong Ahafo Region,Tano-South,Office of Departmental Head,"227,917",0,0,"227,917",0,0,0,0,0,0,0,0,0,0,0,0,"227,917"
Brong Ahafo Region,Tano-South,Social Welfare,0,"4,214",0,"4,214",0,0,0,0,0,0,0,0,0,0,0,0,"60,664"
Brong Ahafo Region,Tano-South,Community Development,0,"6,088",0,"6,088",0,0,0,0,0,0,0,0,0,0,0,0,"6,088"
Brong Ahafo Region,Tano-South,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Works,"178,418","3,225",0,"181,643",0,0,0,0,0,0,0,0,0,0,0,0,"181,643"
Brong Ahafo Region,Tano-South,Office of Departmental Head,"178,418",0,0,"178,418",0,0,0,0,0,0,0,0,0,0,0,0,"178,418"
Brong Ahafo Region,Tano-South,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Feeder Roads,0,"3,225",0,"3,225",0,0,0,0,0,0,0,0,0,0,0,0,"3,225"
Brong Ahafo Region,Tano-South,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Disaster Prevention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Tano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Multi Sectoral,"1,173,315","1,063,616","1,737,816","3,974,747",0,"158,841","10,000","168,841",0,0,0,"970,941",0,"42,720","661,115","703,835","5,850,612"
Brong Ahafo Region,Techiman-North,Techiman North District -Tuobodom,"1,173,315","1,063,616","1,737,816","3,974,747",0,"158,841","10,000","168,841",0,0,0,"970,941",0,"42,720","661,115","703,835","5,850,612"
Brong Ahafo Region,Techiman-North,Central Administration,"824,214","881,237","1,029,844","2,735,295",0,"158,841","10,000","168,841",0,0,0,0,0,"42,720","122,888","165,608","3,069,744"
Brong Ahafo Region,Techiman-North,Administration (Assembly Office),"824,214","881,237","1,029,844","2,735,295",0,"158,841","10,000","168,841",0,0,0,0,0,"42,720","122,888","165,608","3,069,744"
Brong Ahafo Region,Techiman-North,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,"Education, Youth and Sports",0,"63,464","433,972","497,436",0,0,0,0,0,0,0,"970,941",0,0,"218,226","218,226","1,686,604"
Brong Ahafo Region,Techiman-North,Office of Departmental Head,0,"10,000","433,972","443,972",0,0,0,0,0,0,0,0,0,0,"218,226","218,226","662,199"
Brong Ahafo Region,Techiman-North,Education,0,"53,464",0,"53,464",0,0,0,0,0,0,0,"970,941",0,0,0,0,"1,024,405"
Brong Ahafo Region,Techiman-North,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Health,0,"55,000","274,000","329,000",0,0,0,0,0,0,0,0,0,0,"320,000","320,000","649,000"
Brong Ahafo Region,Techiman-North,Office of District Medical Officer of Health,0,0,"180,000","180,000",0,0,0,0,0,0,0,0,0,0,"160,000","160,000","340,000"
Brong Ahafo Region,Techiman-North,Environmental Health Unit,0,"55,000","94,000","149,000",0,0,0,0,0,0,0,0,0,0,"160,000","160,000","309,000"
Brong Ahafo Region,Techiman-North,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Agriculture,"183,507","51,045",0,"234,552",0,0,0,0,0,0,0,0,0,0,0,0,"234,552"
Brong Ahafo Region,Techiman-North,,"183,507","51,045",0,"234,552",0,0,0,0,0,0,0,0,0,0,0,0,"234,552"
Brong Ahafo Region,Techiman-North,Physical Planning,0,"2,904",0,"2,904",0,0,0,0,0,0,0,0,0,0,0,0,"2,904"
Brong Ahafo Region,Techiman-North,Office of Departmental Head,0,"1,184",0,"1,184",0,0,0,0,0,0,0,0,0,0,0,0,"1,184"
Brong Ahafo Region,Techiman-North,Town and Country Planning,0,"1,720",0,"1,720",0,0,0,0,0,0,0,0,0,0,0,0,"1,720"
Brong Ahafo Region,Techiman-North,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Social Welfare & Community Development,"83,205","9,965",0,"93,170",0,0,0,0,0,0,0,0,0,0,0,0,"125,419"
Brong Ahafo Region,Techiman-North,Office of Departmental Head,"83,205",871,0,"84,076",0,0,0,0,0,0,0,0,0,0,0,0,"84,076"
Brong Ahafo Region,Techiman-North,Social Welfare,0,"4,124",0,"4,124",0,0,0,0,0,0,0,0,0,0,0,0,"36,373"
Brong Ahafo Region,Techiman-North,Community Development,0,"4,970",0,"4,970",0,0,0,0,0,0,0,0,0,0,0,0,"4,970"
Brong Ahafo Region,Techiman-North,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Works,"82,390",0,0,"82,390",0,0,0,0,0,0,0,0,0,0,0,0,"82,390"
Brong Ahafo Region,Techiman-North,Office of Departmental Head,"82,390",0,0,"82,390",0,0,0,0,0,0,0,0,0,0,0,0,"82,390"
Brong Ahafo Region,Techiman-North,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Feeder Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Disaster Prevention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman-North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brong Ahafo Region,Techiman,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR
Brong Ahafo Region,Wenchi,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR
Central Region,Abura-Asebu-Kwamankese,Multi Sectoral,"1,630,701","1,343,596","1,832,260","4,806,557","40,470","146,209",0,"186,679",0,0,0,0,0,"36,200","377,020","413,220","5,468,856"
Central Region,Abura-Asebu-Kwamankese,Abura /Asebu/Kwamankese District - Abura Dunkwa,"1,630,701","1,343,596","1,832,260","4,806,557","40,470","146,209",0,"186,679",0,0,0,0,0,"36,200","377,020","413,220","5,468,856"
Central Region,Abura-Asebu-Kwamankese,Central Administration,"616,370","734,017","1,505,442","2,855,830","33,470","146,209",0,"179,679",0,0,0,0,0,"17,000","7,500","24,500","3,060,009"
Central Region,Abura-Asebu-Kwamankese,Administration (Assembly Office),"616,370","734,017","1,505,442","2,855,830","33,470","146,209",0,"179,679",0,0,0,0,0,"17,000","7,500","24,500","3,060,009"
Central Region,Abura-Asebu-Kwamankese,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Abura-Asebu-Kwamankese,Finance,"146,350",0,0,"146,350","7,000",0,0,"7,000",0,0,0,0,0,0,0,0,"153,350"
Central Region,Abura-Asebu-Kwamankese,,"146,350",0,0,"146,350","7,000",0,0,"7,000",0,0,0,0,0,0,0,0,"153,350"
Central Region,Abura-Asebu-Kwamankese,"Education, Youth and Sports",0,"457,027","6,699","463,726",0,0,0,0,0,0,0,0,0,0,"349,520","349,520","813,246"
Central Region,Abura-Asebu-Kwamankese,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Abura-Asebu-Kwamankese,Education,0,"457,027","6,699","463,726",0,0,0,0,0,0,0,0,0,0,"349,520","349,520","813,246"
