id,year,value
JM,2008,84975259.63
JO,2008,15903735.45
KE,2008,60972605.94
KG,2008,-150782.1622
KH,2008,22925141.59
KI,2008,1738413.014
KM,2008,0
KN,2008,6569695.708
KP,2008,0
KZ,2008,4609121973
LA,2008,-97884078.35
LB,2008,1180328844
LC,2008,5571743.326
LK,2008,69890593.23
LR,2008,472646799.7
LS,2008,-4428.793116
LY,2008,6842881657
MA,2008,447351592.3
MD,2008,18122289.49
ME,2008,99017309.94
MG,2008,0
MH,2008,36244757.07
MK,2008,-12885402.78
ML,2008,622337.5743
MM,2008,0
MN,2008,8284819.266
MR,2008,4026875.794
MS,2008,0
MT,2008,448100570.1
MU,2008,53884083.84
MV,2008,0
MW,2008,14666719.67
MX,2008,1151079633
MY,2008,16808198995
MZ,2008,48463.84931
NA,2008,6440476.927
NE,2008,24570055.4
NG,2008,1827667681
NI,2008,21727883.46
NP,2008,0
NR,2008,0
NU,2008,0
OM,2008,602880344.9
PA,2008,282109986.2
PE,2008,899695984.7
PG,2008,521.1868886
PH,2008,2356546865
PK,2008,58129355.05
PS,2008,0
PW,2008,46812.62043
PY,2008,10115331.64
RS,2008,261837218.1
RW,2008,0
SA,2008,3929683370
SB,2008,5172341.588
SC,2008,13017457.71
SD,2008,0
SH,2008,0
SI,2008,1355784144
SL,2008,0
SN,2008,117007100.6
SO,2008,0
SR,2008,0
SS,2008,0
ST,2008,121583.501
SV,2008,-86392658.33
SY,2008,0
SZ,2008,-10187484.92
TC,2008,0
TD,2008,0
TG,2008,-16456944.68
TH,2008,4853425676
TJ,2008,0
TK,2008,0
TL,2008,0
TM,2008,0
TN,2008,39428137.89
TO,2008,2655718.699
TR,2008,2383973673
TT,2008,701777389.6
TV,2008,0
TZ,2008,0
UA,2008,1058315445
UG,2008,0
UY,2008,-14606299.73
UZ,2008,0
VC,2008,13277.38671
VE,2008,1439858673
VN,2008,378661330.7
VU,2008,1488258.526
WF,2008,0
WS,2008,0
XK,2008,0
YE,2008,86839761.62
YT,2008,0
ZA,2008,-4063806913
ZM,2008,0
ZW,2008,11343006.44
AF,2009,0
AG,2009,4301742.948
AI,2009,0
AL,2009,36312529.82
AM,2009,50623777.79
AO,2009,-9130872.59
AR,2009,1169751502
AZ,2009,471279238.9
BA,2009,5387647.728
BB,2009,-51297504.26
BD,2009,36360869.02
BF,2009,9010182.671
BH,2009,-2175185602
BI,2009,0
BJ,2009,31923707.66
BO,2009,-3554226.977
BR,2009,-12518168008
BT,2009,0
BW,2009,6945359.301
BY,2009,114320143.4
BZ,2009,495258.6643
CD,2009,43078782.55
CF,2009,0
CG,2009,0
CI,2009,-10771179.83
CK,2009,0
CL,2009,9496521242
CM,2009,-73023060.97
CN,2009,73101517331
CO,2009,4589626370
CR,2009,9995214.133
CU,2009,0
CV,2009,-164410.7802
DJ,2009,0
DM,2009,627845.8092
DO,2009,-36224305.68
DZ,2009,296175770.1
EC,2009,60963341.43
EG,2009,725973195.6
ER,2009,0
ET,2009,0
FJ,2009,4203176.276
FM,2009,0
GA,2009,107746073.8
GD,2009,1573334.523
GE,2009,-22550307.19
GH,2009,8285260.127
GM,2009,0
GN,2009,0
GQ,2009,0
GT,2009,31806830.21
GW,2009,-104994.9318
GY,2009,0
HN,2009,4092559.767
HR,2009,1201095971
HT,2009,0
ID,2009,2009
IN,2009,17722361388
IQ,2009,108437557
IR,2009,386483506.2
JM,2009,74981970.17
JO,2009,87320476.27
KE,2009,65523933.05
KG,2009,-361582.5367
KH,2009,21009541.08
KI,2009,-1300527.362
KM,2009,0
KN,2009,5975338.772
KP,2009,0
KZ,2009,6109731294
LA,2009,1792035.635
LB,2009,1218949074
LC,2009,6151414.799
LK,2009,22720222.84
LR,2009,452392980.4
LS,2009,3286343.938
LY,2009,1857879959
MA,2009,444077285.3
MD,2009,7974005.172
ME,2009,43218133.01
MG,2009,0
MH,2009,-25888857.08
MK,2009,10918390.93
ML,2009,-1071023.836
MM,2009,0
MN,2009,86235781.56
MR,2009,4880913.391
MS,2009,0
MT,2009,137457775.8
MU,2009,43496839.97
MV,2009,0
MW,2009,-974386.0201
MX,2009,11202630027
MY,2009,9836393247
MZ,2009,3298017.085
NA,2009,-3543277.666
NE,2009,59509294.12
NG,2009,3491871772
NI,2009,-33122354.83
NP,2009,0
NR,2009,0
NU,2009,0
OM,2009,146061616.7
PA,2009,-195857120.7
PE,2009,506191433.1
PG,2009,6420972.734
PH,2009,2365116840
PK,2009,85254407.18
PS,2009,0
PW,2009,0
PY,2009,0
RS,2009,62642276.93
RW,2009,0
SA,2009,3017319151
SB,2009,3988621.115
SC,2009,6050524.773
SD,2009,0
SH,2009,0
SI,2009,242967732.3
SL,2009,0
SN,2009,76635270.06
SO,2009,0
SR,2009,0
SS,2009,0
ST,2009,236172.3404
SV,2009,0
SY,2009,0
SZ,2009,8757426.079
TC,2009,0
TD,2009,0
TG,2009,40026513.75
TH,2009,5039157245
TJ,2009,0
TK,2009,0
TL,2009,0
TM,2009,0
TN,2009,76306481.56
TO,2009,635625.7763
TR,2009,1643895770
TT,2009,0
TV,2009,0
TZ,2009,0
UA,2009,222214816.2
UG,2009,0
UY,2009,22558669.17
UZ,2009,0
VC,2009,771603.2351
VE,2009,1868398995
VN,2009,900404444.9
VU,2009,1500963.709
WF,2009,0
WS,2009,1638005.917
XK,2009,0
YE,2009,97120510.3
YT,2009,0
ZA,2009,1408800402
ZM,2009,427706501.2
ZW,2009,0
AF,2010,0
AG,2010,4875440.245
AI,2010,0
AL,2010,6330961.402
AM,2010,7616704.069
AO,2010,-1715557465
AR,2010,1440275228
AZ,2010,294564668.4
BA,2010,45914001.27
BB,2010,-51378231.22
BD,2010,18162602.92
BF,2010,-3725635.916
BH,2010,377498131.1
BI,2010,0
BJ,2010,-18895974.45
BO,2010,-35883581.11
BR,2010,11710283481
BT,2010,0
BW,2010,1176960.864
BY,2010,54289884.58
BZ,2010,1187765.365
CD,2010,8429128.679
CF,2010,0
CG,2010,0
CI,2010,28421907.02
CK,2010,0
CL,2010,10398585653
CM,2010,542442719.4
CN,2010,82703149239
CO,2010,8003205714
CR,2010,28186851.6
CU,2010,0
CV,2010,40524.45291
DJ,2010,0
DM,2010,551815.735
DO,2010,-24839481.39
DZ,2010,267216347.2
EC,2010,151233124.1
EG,2010,1354609711
ER,2010,0
ET,2010,0
FJ,2010,6784050.656
FM,2010,0
GA,2010,87573836.18
GD,2010,3382643.909
GE,2010,161710413.3
GH,2010,0
GM,2010,0
GN,2010,0
GQ,2010,0
GT,2010,26687040
GW,2010,6134585.288
GY,2010,0
HN,2010,-1510885.026
HR,2010,-147744082.1
HT,2010,0
ID,2010,2010
IN,2010,15519276601
IQ,2010,160258396.9
IR,2010,342475590.1
JM,2010,64589967.81
JO,2010,31649055.68
KE,2010,2258263.19
KG,2010,47878.1017
KH,2010,22490347.95
KI,2010,-234634.1961
KM,2010,0
KN,2010,2876089.858
KP,2010,0
KZ,2010,4616822991
LA,2010,-672850.3042
LB,2010,526303904.6
LC,2010,5516185.958
LK,2010,44244687.39
LR,2010,429292288.8
LS,2010,20578986.28
LY,2010,3843752264
MA,2010,577115236.4
MD,2010,4148021.07
ME,2010,28550577.33
MG,2010,0
MH,2010,-11672648.26
MK,2010,1867178.737
ML,2010,7828906.269
MM,2010,0
MN,2010,77837894.03
MR,2010,4138851.593
MS,2010,0
MT,2010,131203563
MU,2010,141580659.1
MV,2010,0
MW,2010,30786048.74
MX,2010,15707582974
MY,2010,14863147859
MZ,2010,-1007539.2
NA,2010,4803599.897
NE,2010,-61400325.64
NG,2010,1662428632
NI,2010,19602205.1
NP,2010,0
NR,2010,0
NU,2010,0
OM,2010,1738487479
PA,2010,342629451.6
PE,2010,294170723.9
PG,2010,486976.8163
PH,2010,3072087610
PK,2010,55325266.07
PS,2010,0
PW,2010,0
PY,2010,0
RS,2010,244397782.6
RW,2010,0
SA,2010,4738038882
SB,2010,2894254.846
SC,2010,6453621.483
SD,2010,0
SH,2010,0
SI,2010,-203891180.4
SL,2010,0
SN,2010,2287792.339
SO,2010,0
SR,2010,0
SS,2010,0
ST,2010,120343.0613
SV,2010,-5018049.758
SY,2010,0
SZ,2010,-982931.1781
TC,2010,0
TD,2010,0
TG,2010,41292908.85
TH,2010,4810387259
TJ,2010,0
TK,2010,0
TL,2010,28478579.11
TM,2010,0
TN,2010,74122197.46
TO,2010,1817723.967
TR,2010,1420696915
TT,2010,0
TV,2010,0
TZ,2010,0
UA,2010,903120494.8
UG,2010,4673605.385
UY,2010,-69552778.34
UZ,2010,0
VC,2010,191891.1376
VE,2010,1629232079
VN,2010,1110348177
VU,2010,1259741.587
WF,2010,0
WS,2010,0
XK,2010,0
YE,2010,89724555.37
YT,2010,0
ZA,2010,-74635820.84
ZM,2010,1479422040
ZW,2010,45891836.08
AF,2011,0
AG,2011,3232148.494
AI,2011,0
AL,2011,28185655.93
AM,2011,71380480.62
AO,2011,2204626918
AR,2011,1999328487
AZ,2011,552952698.7
BA,2011,16383602.85
BB,2011,-23760948.03
BD,2011,15244665.36
BF,2011,98781203.41
BH,2011,912833934
BI,2011,0
BJ,2011,58480785.18
BO,2011,0
BR,2011,-925108491.5
BT,2011,0
BW,2011,-9427562.527
BY,2011,131377524.9
BZ,2011,642922.2605
CD,2011,97641596.16
CF,2011,0
CG,2011,0
CI,2011,15844279.86
CK,2011,0
CL,2011,20392758732
CM,2011,185477842.1
CN,2011,79431360770
CO,2011,8774791812
CR,2011,60487988.25
CU,2011,0
CV,2011,1331358.853
DJ,2011,0
DM,2011,26492.4815
DO,2011,-26200957.5
DZ,2011,538980152
EC,2011,67421511.31
EG,2011,681236412.2
ER,2011,0
ET,2011,0
FJ,2011,1214398.74
FM,2011,0
GA,2011,79064159.67
GD,2011,2659373.976
GE,2011,151586573.2
GH,2011,25099305.63
GM,2011,0
GN,2011,1556377.468
GQ,2011,0
GT,2011,17637978.29
GW,2011,868838.143
GY,2011,0
HN,2011,2135533.684
HR,2011,49013856.57
HT,2011,0
ID,2011,2011
IN,2011,11757808687
IQ,2011,385967254.2
IR,2011,283772620.7
JM,2011,76937997.85
JO,2011,32233375.45
KE,2011,13229495.51
KG,2011,66102.99275
KH,2011,29799547.78
KI,2011,0
KM,2011,0
KN,2011,2038991.164
KP,2011,0
KZ,2011,5336699781
LA,2011,227351.3157
LB,2011,789706184.1
LC,2011,4004656.907
LK,2011,56629009.8
LR,2011,390907864
LS,2011,20034936.33
LY,2011,151203013.7
MA,2011,168523338
MD,2011,21504351.03
ME,2011,15826650
MG,2011,0
MH,2011,28652773.74
MK,2011,-21531.18786
ML,2011,4200392.734
MM,2011,0
MN,2011,99043792.93
MR,2011,3728891.24
MS,2011,0
MT,2011,4062328.219
MU,2011,155509399
MV,2011,0
MW,2011,36179836.75
MX,2011,12323365774
MY,2011,15228715353
MZ,2011,3592020.714
NA,2011,5225454.538
NE,2011,8716182.88
NG,2011,1486489347
NI,2011,7157525.931
NP,2011,0
NR,2011,0
NU,2011,0
OM,2011,1256584941
PA,2011,182481101.3
PE,2011,116742087.3
PG,2011,933332.6086
PH,2011,2456692405
PK,2011,62875658.44
PS,2011,0
PW,2011,0
PY,2011,0
RS,2011,169129944.8
RW,2011,0
SA,2011,3553611899
SB,2011,4105148.563
SC,2011,8090158.181
SD,2011,0
SH,2011,0
SI,2011,108975519.8
SL,2011,0
SN,2011,44603657.93
SO,2011,0
SR,2011,-3272074.9
SS,2011,0
ST,2011,307071.9603
SV,2011,101017.0227
SY,2011,0
SZ,2011,9043002.425
TC,2011,0
TD,2011,0
TG,2011,1243839744
TH,2011,6581979957
TJ,2011,0
TK,2011,0
TL,2011,-29449304.34
TM,2011,0
TN,2011,20160752.21
TO,2011,602689.4076
TR,2011,2341273532
TT,2011,1178693335
TV,2011,0
TZ,2011,0
UA,2011,206878518.6
UG,2011,-1134869.833
UY,2011,-7048355.427
UZ,2011,0
VC,2011,193563.4504
VE,2011,-1018440135
VN,2011,1043247053
VU,2011,923833.3237
WF,2011,0
WS,2011,723031.5506
XK,2011,0
YE,2011,79902444.06
YT,2011,0
ZA,2011,-237022955.7
ZM,2011,-2432887.99
ZW,2011,14414329.45
AF,2012,0
AG,2012,4438262.222
AI,2012,0
AL,2012,22767745.86
AM,2012,15802759.08
AO,2012,2740754701
AR,2012,1051849578
AZ,2012,1192000000
BA,2012,15308663.06
BB,2012,89185500
BD,2012,52780000
BF,2012,72959902.22
BH,2012,922340425.5
BI,2012,0
BJ,2012,40335476.87
BO,2012,0
BR,2012,-2821402295
BT,2012,0
BW,2012,8640573.346
BY,2012,155500000
BZ,2012,875500
CD,2012,420534933.8
CF,2012,0
CG,2012,0
CI,2012,28624068.85
CK,2012,0
CL,2012,22330172644
CM,2012,-283970000
CN,2012,87804000000
CO,2012,-606202092.8
CR,2012,428450000
CU,2012,0
CV,2012,-914342.0431
DJ,2012,0
DM,2012,35490.3704
DO,2012,-26635997.23
DZ,2012,-41000000
EC,2012,-13946000
EG,2012,211100000
ER,2012,0
ET,2012,0
FJ,2012,1955427.429
FM,2012,0
GA,2012,85150013.26
GD,2012,2785012.593
GE,2012,296952000
GH,2012,1090000
GM,2012,0
GN,2012,2920000
GQ,2012,0
GT,2012,39204000
GW,2012,-148865.7799
GY,2012,0
HN,2012,54655000
HR,2012,-36151137.68
HT,2012,0
ID,2012,2012
IN,2012,8485699101
IQ,2012,448100000
IR,2012,430000000
JM,2012,2800000
JO,2012,5352112.676
KE,2012,16053548.11
KG,2012,-263900
KH,2012,36200000
KI,2012,-401927.62
KM,2012,0
KN,2012,1654697.407
KP,2012,0
KZ,2012,1959476263
LA,2012,-21011000
LB,2012,572145610.4
LC,2012,4329024.815
LK,2012,63930000
LR,2012,1354100000
LS,2012,20000000
LY,2012,2509000000
MA,2012,406122080
MD,2012,19780000
ME,2012,26673724.84
MG,2012,0
MH,2012,23824446.4
MK,2012,-7740005.705
ML,2012,15950498.21
MM,2012,0
MN,2012,44004901.59
MR,2012,4199843.532
MS,2012,0
MT,2012,-42447969.53
MU,2012,180366056.6
MV,2012,0
MW,2012,49817748.27
MX,2012,22470374000
MY,2012,17114747795
MZ,2012,3168166.97
NA,2012,-6333762.486
NE,2012,2184017.692
NG,2012,1542562150
NI,2012,43900000
NP,2012,0
NR,2012,0
NU,2012,0
OM,2012,876500000
PA,2012,-274300000
PE,2012,-57477000
PG,2012,88786504.45
PH,2012,4173220333
PK,2012,82000000
PS,2012,0
PW,2012,0
PY,2012,0
RS,2012,74588780.08
RW,2012,0
SA,2012,4402000000
SB,2012,2540608.546
SC,2012,8527936.174
SD,2012,174700000
SH,2012,0
SI,2012,-272442033.5
SL,2012,0
SN,2012,55993120.83
SO,2012,0
SR,2012,900000
SS,2012,0
ST,2012,400000
SV,2012,-1700000
SY,2012,0
SZ,2012,-6394664.049
TC,2012,0
TD,2012,0
TG,2012,35341911.4
TH,2012,12868800968
TJ,2012,0
TK,2012,0
TL,2012,12667000
TM,2012,0
TN,2012,13445249.03
TO,2012,971206.9136
TR,2012,4074000000
TT,2012,1680844140
TV,2012,0
TZ,2012,0
UA,2012,1206000000
UG,2012,-253016.868
UY,2012,-5345902.991
UZ,2012,0
VC,2012,19728.8889
VE,2012,2460000000
VN,2012,1200000000
VU,2012,507353.9333
WF,2012,0
WS,2012,8616226.636
XK,2012,0
YE,2012,71082261.47
YT,2012,0
ZA,2012,2987587044
ZM,2012,-701900000
ZW,2012,49000000
AF,2013,0
AG,2013,4128406.014
AI,2013,0
AL,2013,38190748.63
AM,2013,16251360.8
AO,2013,2070083024
AR,2013,1246010390
AZ,2013,1472770509
BA,2013,-12094062.48
BB,2013,3408475.885
BD,2013,29985533.82
BF,2013,80969997.68
BH,2013,1036379743
BI,2013,0
BJ,2013,43990485.69
BO,2013,0
BR,2013,-3585667026
BT,2013,0
BW,2013,-309254.6424
BY,2013,154575902.6
BZ,2013,671405.6549
CD,2013,399808858.9
CF,2013,0
CG,2013,0
CI,2013,31105667.56
CK,2013,0
CL,2013,10939724993
CM,2013,128969089.7
CN,2013,96342340013
CO,2013,7827312185
CR,2013,258794609.9
CU,2013,0
CV,2013,1732635.481
DJ,2013,0
DM,2013,27868.44709
DO,2013,-21698416.12
DZ,2013,-269501528.4
EC,2013,60764638.05
EG,2013,296931393.7
ER,2013,0
ET,2013,0
FJ,2013,4393174.017
FM,2013,0
GA,2013,82719603.63
GD,2013,2868555.633
GE,2013,114490574.4
GH,2013,8240052.615
GM,2013,0
GN,2013,619649.7258
GQ,2013,0
GT,2013,33002457.54
GW,2013,332331.7589
GY,2013,0
HN,2013,27036366.89
HR,2013,-181054495.1
HT,2013,0
ID,2013,2013
IN,2013,1745997988
IQ,2013,527911278.5
IR,2013,404124847.3
JM,2013,-1669571.408
JO,2013,14720214.41
KE,2013,5385828.801
KG,2013,-7778.396146
KH,2013,41113455.95
KI,2013,-217423.1154
KM,2013,0
KN,2013,1630084.794
KP,2013,0
KZ,2013,1812395562
LA,2013,-6589210.048
LB,2013,668756556.1
LC,2013,4180373.634
LK,2013,62135105.24
LR,2013,679638490.8
LS,2013,18815497.69
LY,2013,194555501.8
MA,2013,319609891.5
MD,2013,28083406.38
ME,2013,16379434.35
MG,2013,0
MH,2013,18359300.31
MK,2013,-1500360.269
ML,2013,8975427.288
MM,2013,0
MN,2013,50380786.25
MR,2013,4190115.484
MS,2013,0
MT,2013,-6544367.296
MU,2013,133133877.1
MV,2013,0
MW,2013,54267390.2
MX,2013,12295953176
MY,2013,13872752625
MZ,2013,-337372.9087
NA,2013,-9106945.184
NE,2013,-6302070.612
NG,2013,1167075783
NI,2013,63610549.88
NP,2013,0
NR,2013,0
NU,2013,0
OM,2013,1418597415
PA,2013,270448338.7
PE,2013,136451359.4
PG,2013,0
PH,2013,3590480068
PK,2013,237632542
PS,2013,0
PW,2013,0
PY,2013,0
RS,2013,34015032.89
RW,2013,13567526.34
SA,2013,5038744493
SB,2013,1599338.864
SC,2013,6677346.771
SD,2013,894826265.5
SH,2013,0
SI,2013,56397927.4
SL,2013,0
SN,2013,31617984.52
SO,2013,0
SR,2013,-99719.45216
SS,2013,0
ST,2013,264848.8746
SV,2013,2894515.671
SY,2013,0
SZ,2013,605529.9371
TC,2013,0
TD,2013,0
TG,2013,35016791.24
TH,2013,6437256827
TJ,2013,0
TK,2013,0
TL,2013,15076998.62
TM,2013,0
TN,2013,21206058.06
TO,2013,1062806.699
TR,2013,3116101985
TT,2013,718124315.5
TV,2013,0
TZ,2013,0
UA,2013,415614999.7
UG,2013,-502699.6926
UY,2013,-14888906.09
UZ,2013,0
VC,2013,19446.79922
VE,2013,2864476055
VN,2013,1880693210
VU,2013,478324.2021
WF,2013,0
WS,2013,98288.85372
XK,2013,0
YE,2013,66711793.9
YT,2013,0
ZA,2013,6240951221
ZM,2013,179008116.5
ZW,2013,26344365.91
