Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Revenue,Recurrent Revenues,Kiruhura District,District Government,"8,107",Workplan 5: Health,2012/13 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,"12,132",Workplan 5: Health,2013/14 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,0,Workplan 5: Health,2012/13 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"91,533",Workplan 5: Health,2013/14 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kiruhura District,District Government,"54,515",Workplan 5: Health,2012/13 Approved Budget,Vote: 562,Conditional Grant to PHC - development
Revenue,Development Revenues,Kiruhura District,District Government,"114,775",Workplan 5: Health,2013/14 Approved Budget,Vote: 562,Conditional Grant to PHC - development
Revenue,Development Revenues,Kiruhura District,District Government,"118,806",Workplan 5: Health,2012/13 Approved Budget,Vote: 562,Donor Funding
Revenue,Development Revenues,Kiruhura District,District Government,"347,658",Workplan 5: Health,2013/14 Approved Budget,Vote: 562,Donor Funding
Revenue,Development Revenues,Kiruhura District,District Government,"44,625",Workplan 5: Health,2012/13 Approved Budget,Vote: 562,LGMSD (Former LGDP)
Revenue,Development Revenues,Kiruhura District,District Government,"94,933",Workplan 5: Health,2013/14 Approved Budget,Vote: 562,LGMSD (Former LGDP)
Revenue,Development Revenues,Kiruhura District,District Government,0,Workplan 5: Health,2012/13 Approved Budget,Vote: 562,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kiruhura District,District Government,,Workplan 5: Health,2013/14 Approved Budget,Vote: 562,Unspent balances - Conditional Grants
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"750,468",Workplan 5: Health,2012/13 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"2,294,636",Workplan 5: Health,2013/14 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"354,831",Workplan 5: Health,2012/13 Approved Budget,Vote: 562,Non Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"501,267",Workplan 5: Health,2013/14 Approved Budget,Vote: 562,Non Wage
Revenue,Development Expenditure,Kiruhura District,District Government,"77,618",Workplan 5: Health,2012/13 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,"209,708",Workplan 5: Health,2013/14 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,"98,269",Workplan 5: Health,2012/13 Approved Budget,Vote: 562,Donor Development
Revenue,Development Expenditure,Kiruhura District,District Government,"347,658",Workplan 5: Health,2013/14 Approved Budget,Vote: 562,Donor Development
Revenue,Recurrent Revenues,Kiruhura District,District Government,"297,141",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Kiruhura District,District Government,"359,410",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Kiruhura District,District Government,"2,143,265",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Kiruhura District,District Government,"5,207,787",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Kiruhura District,District Government,"443,240",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Kiruhura District,District Government,"583,204",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Kiruhura District,District Government,"410,549",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Kiruhura District,District Government,"962,021",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Kiruhura District,District Government,"18,680",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Kiruhura District,District Government,"31,370",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Kiruhura District,District Government,"24,999",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"37,026",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"1,065",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,"24,263",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,0,Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"102,214",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"25,716",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"65,469",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Kiruhura District,District Government,"141,067",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Conditional Grant to SFG
Revenue,Development Revenues,Kiruhura District,District Government,"286,269",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Conditional Grant to SFG
Revenue,Development Revenues,Kiruhura District,District Government,"31,028",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,LGMSD (Former LGDP)
Revenue,Development Revenues,Kiruhura District,District Government,"30,000",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,LGMSD (Former LGDP)
Revenue,Development Revenues,Kiruhura District,District Government,0,Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kiruhura District,District Government,,Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Unspent balances - Conditional Grants
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"2,740,760",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"6,235,276",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"791,251",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Non Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"1,137,489",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Non Wage
Revenue,Development Expenditure,Kiruhura District,District Government,"68,171",Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,"316,269",Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,0,Workplan 6: Education,2012/13 Approved Budget,Vote: 562,Donor Development
Revenue,Development Expenditure,Kiruhura District,District Government,0,Workplan 6: Education,2013/14 Approved Budget,Vote: 562,Donor Development
Revenue,Recurrent Revenues,Kiruhura District,District Government,"7,396",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"9,256",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"2,375",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,"6,066",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,0,Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"354,348",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"161,353",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kiruhura District,District Government,"426,358",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kiruhura District,District Government,"30,562",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"34,326",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Kiruhura District,District Government,"13,141",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,Donor Funding
Revenue,Development Revenues,Kiruhura District,District Government,"39,300",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,Donor Funding
Revenue,Development Revenues,Kiruhura District,District Government,0,Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,LGMSD (Former LGDP)
Revenue,Development Revenues,Kiruhura District,District Government,,Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,LGMSD (Former LGDP)
Revenue,Development Revenues,Kiruhura District,District Government,0,Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kiruhura District,District Government,,Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kiruhura District,District Government,0,Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kiruhura District,District Government,,Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,Unspent balances - Conditional Grants
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"24,075",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"34,326",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"453,729",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,Non Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"796,028",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,Non Wage
Revenue,Development Expenditure,Kiruhura District,District Government,0,Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,0,Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,"6,144",Workplan 7a: Roads and Engineering,2012/13 Approved Budget,Vote: 562,Donor Development
Revenue,Development Expenditure,Kiruhura District,District Government,"39,300",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 562,Donor Development
Revenue,Recurrent Revenues,Kiruhura District,District Government,0,Workplan 7b: Water,2012/13 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"91,533",Workplan 7b: Water,2013/14 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"9,931",Workplan 7b: Water,2012/13 Approved Budget,Vote: 562,Sanitation and Hygiene
Revenue,Recurrent Revenues,Kiruhura District,District Government,"22,000",Workplan 7b: Water,2013/14 Approved Budget,Vote: 562,Sanitation and Hygiene
Revenue,Recurrent Revenues,Kiruhura District,District Government,0,Workplan 7b: Water,2012/13 Approved Budget,Vote: 562,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"27,929",Workplan 7b: Water,2013/14 Approved Budget,Vote: 562,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Kiruhura District,District Government,"320,842",Workplan 7b: Water,2012/13 Approved Budget,Vote: 562,Conditional transfer for Rural Water 
Revenue,Development Revenues,Kiruhura District,District Government,"673,530",Workplan 7b: Water,2013/14 Approved Budget,Vote: 562,Conditional transfer for Rural Water 
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"12,676",Workplan 7b: Water,2012/13 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"27,929",Workplan 7b: Water,2013/14 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,0,Workplan 7b: Water,2012/13 Approved Budget,Vote: 562,Non Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"113,533",Workplan 7b: Water,2013/14 Approved Budget,Vote: 562,Non Wage
Revenue,Development Expenditure,Kiruhura District,District Government,"381,934",Workplan 7b: Water,2012/13 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,"673,530",Workplan 7b: Water,2013/14 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,0,Workplan 7b: Water,2012/13 Approved Budget,Vote: 562,Donor Development
Revenue,Development Expenditure,Kiruhura District,District Government,0,Workplan 7b: Water,2013/14 Approved Budget,Vote: 562,Donor Development
Revenue,Development Expenditure,Kiruhura District,District Government,"197,593",Workplan 8: Natural Resources,2012/13 Approved Budget,Vote: 562,Function Cost (UShs '000)
Revenue,Development Expenditure,Kiruhura District,District Government,,Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 562,Function Cost (UShs '000)
Revenue,Development Expenditure,Kiruhura District,District Government,"197,593",Workplan 8: Natural Resources,2012/13 Approved Budget,Vote: 562,Cost of Workplan (UShs '000):
Revenue,Development Expenditure,Kiruhura District,District Government,,Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 562,Cost of Workplan (UShs '000):
Revenue,Recurrent Revenues,Kiruhura District,District Government,"4,634",Workplan 8: Natural Resources,2012/13 Approved Budget,Vote: 562,Conditional Grant to District Natural Res. - Wetlands (
Revenue,Recurrent Revenues,Kiruhura District,District Government,"9,268",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 562,Conditional Grant to District Natural Res. - Wetlands (
Revenue,Recurrent Revenues,Kiruhura District,District Government,"29,584",Workplan 8: Natural Resources,2012/13 Approved Budget,Vote: 562,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"37,026",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 562,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,270,Workplan 8: Natural Resources,2012/13 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,"24,263",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,0,Workplan 8: Natural Resources,2012/13 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"137,765",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"19,252",Workplan 8: Natural Resources,2012/13 Approved Budget,Vote: 562,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"40,427",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 562,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"19,832",Workplan 8: Natural Resources,2012/13 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"40,427",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"55,911",Workplan 8: Natural Resources,2012/13 Approved Budget,Vote: 562,Non Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"208,322",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 562,Non Wage
Revenue,Development Expenditure,Kiruhura District,District Government,0,Workplan 8: Natural Resources,2012/13 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,0,Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,0,Workplan 8: Natural Resources,2012/13 Approved Budget,Vote: 562,Donor Development
Revenue,Development Expenditure,Kiruhura District,District Government,0,Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 562,Donor Development
Revenue,Recurrent Revenues,Kiruhura District,District Government,"1,948",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Kiruhura District,District Government,"4,109",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Kiruhura District,District Government,"7,671",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Kiruhura District,District Government,"16,221",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Kiruhura District,District Government,"6,658",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Conditional Grant to Women Youth and Disability Gra
Revenue,Recurrent Revenues,Kiruhura District,District Government,"14,796",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Conditional Grant to Women Youth and Disability Gra
Revenue,Recurrent Revenues,Kiruhura District,District Government,"14,609",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Conditional transfers to Special Grant for PWDs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"30,890",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Conditional transfers to Special Grant for PWDs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"17,195",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"18,513",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,270,Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,"12,131",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,0,Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"77,511",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"67,672",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"141,210",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Kiruhura District,District Government,"16,935",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Donor Funding
Revenue,Development Revenues,Kiruhura District,District Government,"85,734",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Donor Funding
Revenue,Development Revenues,Kiruhura District,District Government,"40,578",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,LGMSD (Former LGDP)
Revenue,Development Revenues,Kiruhura District,District Government,"3,871",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,LGMSD (Former LGDP)
Revenue,Development Revenues,Kiruhura District,District Government,0,Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kiruhura District,District Government,"73,553",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kiruhura District,District Government,0,Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Unspent balances - UnConditional Grants
Revenue,Development Revenues,Kiruhura District,District Government,,Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Unspent balances - UnConditional Grants
Revenue,Development Revenues,Kiruhura District,District Government,"362,516",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Function Cost (UShs '000)
Revenue,Development Revenues,Kiruhura District,District Government,,Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Function Cost (UShs '000)
Revenue,Development Revenues,Kiruhura District,District Government,"362,516",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Cost of Workplan (UShs '000):
Revenue,Development Revenues,Kiruhura District,District Government,,Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Cost of Workplan (UShs '000):
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"65,366",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"141,210",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"50,622",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Non Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"174,171",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Non Wage
Revenue,Development Expenditure,Kiruhura District,District Government,"69,699",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,"77,424",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,"16,935",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 562,Donor Development
Revenue,Development Expenditure,Kiruhura District,District Government,"85,734",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 562,Donor Development
Revenue,Recurrent Revenues,Kiruhura District,District Government,"17,180",Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Kiruhura District,District Government,"37,731",Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Kiruhura District,District Government,"11,094",Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"13,885",Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,135,Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,"9,099",Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,0,Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"38,219",Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kiruhura District,District Government,"4,078",Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"27,491",Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Kiruhura District,District Government,0,Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,Donor Funding
Revenue,Development Revenues,Kiruhura District,District Government,"12,225",Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,Donor Funding
Revenue,Development Revenues,Kiruhura District,District Government,"124,233",Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,LGMSD (Former LGDP)
Revenue,Development Revenues,Kiruhura District,District Government,"14,033",Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,LGMSD (Former LGDP)
Revenue,Development Revenues,Kiruhura District,District Government,0,Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kiruhura District,District Government,"180,656",Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kiruhura District,District Government,0,Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kiruhura District,District Government,,Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,Unspent balances - Conditional Grants
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"12,480",Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"27,491",Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"32,065",Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,Non Wage
Revenue,Recurrent Expenditure,Kiruhura District,District Government,"98,934",Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,Non Wage
Revenue,Development Expenditure,Kiruhura District,District Government,"115,864",Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,"194,689",Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,Domestic Development
Revenue,Development Expenditure,Kiruhura District,District Government,0,Workplan 10: Planning,2012/13 Approved Budget,Vote: 562,Donor Development
Revenue,Development Expenditure,Kiruhura District,District Government,"12,225",Workplan 10: Planning,2013/14 Approved Budget,Vote: 562,Donor Development
Revenue,Development Expenditure,Kiruhura District,District Government,"90,124",Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 562,Function Cost (UShs '000)
Revenue,Development Expenditure,Kiruhura District,District Government,,Workplan 11: Internal Audit,2013/14 Approved Budget,Vote: 562,Function Cost (UShs '000)
Revenue,Development Expenditure,Kiruhura District,District Government,"90,124",Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 562,Cost of Workplan (UShs '000):
Revenue,Development Expenditure,Kiruhura District,District Government,,Workplan 11: Internal Audit,2013/14 Approved Budget,Vote: 562,Cost of Workplan (UShs '000):
Revenue,Recurrent Revenues,Kiruhura District,District Government,"22,188",Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 562,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,"27,769",Workplan 11: Internal Audit,2013/14 Approved Budget,Vote: 562,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kiruhura District,District Government,0,Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,"18,197",Workplan 11: Internal Audit,2013/14 Approved Budget,Vote: 562,Locally Raised Revenues
Revenue,Recurrent Revenues,Kiruhura District,District Government,0,Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 562,Multi-Sectoral Transfers to LLGs
